Calc_time (UTC),Bat_vol (V),Latitude (deg),Longitude (deg),Hm0 (m),Pdirnaut (deg),Tm01 (s),Hmax_up (m),Crest (m),Meandir (deg),Spread (deg),Peakper (s),Tmm10 (s),Tm02 (s),drift,dir,dist_from_start
2022.07.21 09:49:24,3.54,-58.5512009,-0.7725129,1.936,303,14.2,2.248,1.134,303,17,15.4,14.4,14.0,0.3,176,23
2022.07.21 10:11:15,3.54,-58.5531769,-0.77165,1.624,292,13.8,2.363,1.155,298,21,15.4,14.1,13.6,0.2,167,23
2022.07.21 10:33:06,3.54,-58.555275,-0.7704003,1.943,300,13.8,3.111,1.691,307,19,15.4,14.1,13.6,0.3,163,23
2022.07.21 10:54:56,3.54,-58.5576324,-0.7685752,1.598,317,13.7,2.433,1.35,320,22,15.4,14.1,13.5,0.3,158,23
2022.07.21 11:16:47,3.54,-58.5597687,-0.7665726,1.59,311,13.7,2.451,1.287,312,21,15.4,14.1,13.5,0.3,154,23
2022.07.21 11:38:38,3.53,-58.5620689,-0.7647935,1.764,309,13.9,2.91,1.505,310,20,15.4,14.2,13.7,0.3,158,23
2022.07.21 12:00:29,3.54,-58.5647507,-0.7635639,1.867,293,13.7,2.591,1.351,299,20,15.4,14.0,13.6,0.3,167,23
2022.07.21 12:22:19,3.54,-58.5675392,-0.7620071,2.012,311,13.9,2.653,1.308,318,18,15.4,14.1,13.8,0.3,164,23
2022.07.21 12:44:10,3.54,-58.5703621,-0.7587171,1.565,321,13.5,2.438,1.22,320,24,15.4,13.9,13.4,0.4,149,23
2022.07.21 13:06:01,3.54,-58.5730362,-0.7545109,1.636,317,13.6,2.336,1.168,318,22,15.4,13.9,13.5,0.4,141,23
2022.07.21 13:27:51,3.53,-58.5757523,-0.7494868,1.371,327,13.0,1.994,1.062,323,30,11.8,13.4,12.8,0.5,136,23
2022.07.21 13:49:42,3.52,-58.5784721,-0.7441141,1.607,268,13.8,2.537,1.239,274,23,15.4,14.1,13.6,0.5,134,23
2022.07.21 14:11:33,3.54,-58.5808563,-0.7391149,1.779,272,14.2,3.282,1.589,278,22,15.4,14.5,13.9,0.4,132,23
2022.07.21 14:33:24,3.54,-58.5829239,-0.7348454,1.434,298,13.5,2.063,1.032,304,27,13.4,13.9,13.3,0.4,133,24
2022.07.21 14:55:14,3.54,-58.5846863,-0.7313372,1.663,313,12.9,2.223,1.174,325,21,15.4,13.2,12.7,0.3,134,24
2022.07.21 15:17:05,3.54,-58.5866547,-0.7275494,1.794,303,13.2,3.055,1.484,311,23,15.4,13.5,13.1,0.3,135,24
2022.07.21 15:38:56,3.54,-58.5886841,-0.7239383,1.847,317,12.9,2.666,1.468,320,25,13.4,13.2,12.7,0.3,137,24
2022.07.21 16:00:46,3.54,-58.590744,-0.7205583,1.58,323,12.2,2.411,1.211,323,28,10.6,12.6,12.1,0.3,139,24
2022.07.21 16:22:37,3.54,-58.5929871,-0.7171426,1.726,334,12.9,2.771,1.537,317,28,11.8,13.2,12.7,0.3,142,24
2022.07.21 16:44:28,3.53,-58.5953484,-0.7131627,1.619,305,13.1,2.567,1.366,311,24,13.4,13.5,13.0,0.4,139,24
2022.07.21 17:06:19,3.54,-58.5975494,-0.7090652,1.482,319,12.5,2.887,1.51,302,31,11.8,12.9,12.3,0.4,136,24
2022.07.21 17:28:09,3.54,-58.5997696,-0.7042546,2.007,317,12.5,2.664,1.401,329,21,15.4,12.9,12.3,0.4,131,24
2022.07.21 17:50:00,3.54,-58.6020737,-0.6992401,2.063,304,12.8,3.092,1.564,323,23,15.4,13.1,12.7,0.4,131,25
2022.07.21 18:11:51,3.54,-58.604538,-0.694443,1.661,336,12.6,3.199,1.626,324,24,11.8,12.9,12.4,0.4,135,25
2022.07.21 18:33:42,3.54,-58.6065788,-0.6903314,1.809,310,13.1,2.352,1.289,319,24,15.4,13.5,12.9,0.4,134,25
2022.07.21 18:55:32,3.54,-58.6088257,-0.6858184,1.755,300,12.7,2.725,1.361,322,27,15.4,13.0,12.5,0.4,134,25
2022.07.21 19:17:23,3.54,-58.6111488,-0.6814634,1.787,311,12.6,2.866,1.508,321,24,15.4,12.9,12.4,0.4,136,25
2022.07.21 19:39:14,3.54,-58.6135178,-0.6772755,1.891,340,12.5,3.358,1.761,329,26,11.8,12.8,12.3,0.4,137,26
2022.07.21 20:01:04,3.54,-58.6161613,-0.6726988,2.096,305,12.6,3.503,1.817,317,22,15.4,13.0,12.4,0.4,138,26
2022.07.21 20:22:55,3.54,-58.618866,-0.6683824,2.09,297,12.6,2.832,1.366,315,26,15.4,13.0,12.4,0.4,140,26
2022.07.21 20:44:46,3.54,-58.6217613,-0.6642192,1.985,303,12.8,2.452,1.341,318,28,15.4,13.3,12.6,0.4,143,26
2022.07.21 21:06:37,3.54,-58.6243629,-0.6600718,1.608,337,11.9,2.776,1.347,316,30,10.6,12.3,11.8,0.4,140,26
2022.07.21 21:28:27,3.54,-58.6271248,-0.6557205,1.765,325,12.2,2.737,1.478,319,28,11.8,12.5,12.1,0.4,141,27
2022.07.21 21:50:18,3.54,-58.6296082,-0.6515548,1.729,300,12.4,3.913,1.975,317,29,13.4,12.8,12.2,0.4,139,27
2022.07.21 22:12:09,3.54,-58.6326218,-0.6468118,2.15,325,11.9,3.649,1.813,307,27,10.6,12.3,11.7,0.5,141,27
2022.07.21 22:33:59,3.54,-58.6351814,-0.6425643,1.559,305,12.1,3.384,1.862,317,32,13.4,12.5,11.8,0.4,139,27
2022.07.21 22:55:50,3.54,-58.637989,-0.6374642,1.795,334,12.1,2.796,1.454,323,28,11.8,12.5,11.9,0.5,137,27
2022.07.21 23:17:41,3.54,-58.6403961,-0.63211,2.028,308,11.8,2.541,1.226,296,28,11.8,12.1,11.6,0.4,131,28
2022.07.21 23:39:32,3.54,-58.6430511,-0.6268671,1.761,269,12.4,2.934,1.464,288,30,15.4,12.9,12.2,0.5,134,28
2022.07.22 00:01:22,3.54,-58.6458511,-0.6212895,1.884,327,12.1,3.768,1.798,315,27,10.6,12.4,11.9,0.5,134,28
2022.07.22 00:23:13,3.54,-58.6485748,-0.6157814,1.749,300,12.2,3.324,1.818,313,30,15.4,12.7,11.9,0.5,133,29
2022.07.22 00:45:04,3.54,-58.6518517,-0.6094448,1.636,290,12.5,3.286,1.676,301,28,15.4,12.9,12.2,0.6,135,29
2022.07.22 01:06:54,3.55,-58.6557388,-0.6014294,1.982,286,12.5,2.749,1.512,300,27,15.4,12.9,12.2,0.7,133,29
2022.07.22 01:28:45,3.55,-58.6586227,-0.5938524,2.019,302,12.1,2.316,1.386,314,27,13.4,12.4,12.0,0.6,126,30
2022.07.22 01:50:36,3.55,-58.6613998,-0.5852167,1.929,297,12.3,2.965,1.693,310,25,15.4,12.7,12.0,0.6,122,30
2022.07.22 02:12:27,3.54,-58.6639862,-0.5777633,1.926,284,12.8,2.644,1.423,291,23,15.4,13.3,12.5,0.6,124,31
2022.07.22 02:34:17,3.54,-58.6666183,-0.5703801,1.722,331,11.9,2.197,1.169,321,31,11.8,12.5,11.7,0.6,124,31
2022.07.22 02:56:08,3.55,-58.6693039,-0.562778,1.949,287,12.3,2.735,1.512,309,29,15.4,12.7,12.0,0.6,124,31
2022.07.22 03:17:59,3.54,-58.6716423,-0.5550464,1.952,326,11.8,3.086,1.55,316,27,10.6,12.3,11.5,0.6,120,32
2022.07.22 03:39:50,3.54,-58.673912,-0.5474756,1.706,286,12.3,2.487,1.299,297,28,15.4,12.9,12.0,0.5,120,32
2022.07.22 04:01:40,3.54,-58.6763191,-0.5396617,1.64,324,12.0,2.184,1.217,304,29,11.8,12.5,11.7,0.6,121,33
2022.07.22 04:23:31,3.54,-58.6783028,-0.5315073,1.769,284,12.3,2.801,1.652,301,27,15.4,12.8,12.0,0.6,115,33
2022.07.22 04:45:22,3.55,-58.6805954,-0.5219047,1.705,307,12.0,2.318,1.242,301,29,11.8,12.4,11.7,0.7,115,34
2022.07.22 05:07:12,3.55,-58.6827507,-0.5139382,1.974,287,12.7,2.826,1.559,293,29,13.4,13.2,12.4,0.6,117,34
2022.07.22 05:29:03,3.55,-58.6849098,-0.5052366,1.766,293,12.4,3.342,1.71,311,27,15.4,12.9,12.1,0.6,115,35
2022.07.22 05:50:54,3.54,-58.6870155,-0.4971028,1.574,321,11.6,2.303,1.34,320,28,11.8,12.0,11.4,0.6,116,35
2022.07.22 06:12:45,3.54,-58.6887093,-0.4890222,2.013,314,11.8,2.653,1.517,308,25,11.8,12.2,11.6,0.5,112,36
2022.07.22 06:34:35,3.54,-58.690136,-0.481318,2.0,323,11.9,2.618,1.539,312,25,11.8,12.3,11.7,0.5,110,36
2022.07.22 06:56:26,3.54,-58.6914291,-0.474398,1.661,317,12.0,2.721,1.26,301,29,10.6,12.4,11.7,0.5,110,37
2022.07.22 07:18:17,3.55,-58.6930351,-0.4683518,1.825,336,11.6,2.546,1.334,322,27,10.6,12.0,11.4,0.4,117,37
2022.07.22 07:40:07,3.56,-58.694828,-0.4621092,1.522,332,11.8,2.249,1.172,317,30,10.6,12.3,11.5,0.4,119,37
2022.07.22 08:01:58,3.55,-58.6974449,-0.4545431,1.673,306,11.4,2.228,1.25,306,25,11.8,11.7,11.2,0.6,124,38
2022.07.22 08:23:49,3.55,-58.6998672,-0.4489,1.698,317,11.2,2.043,1.132,311,27,11.8,11.6,11.0,0.5,130,38
2022.07.22 08:45:40,3.54,-58.7025299,-0.4435146,1.656,284,11.5,2.72,1.508,296,26,13.4,11.9,11.3,0.5,134,39
2022.07.22 09:07:30,3.54,-58.7053108,-0.4380987,1.808,297,12.3,2.489,1.174,307,26,13.4,12.9,12.0,0.5,135,39
2022.07.22 09:29:21,3.54,-58.7079926,-0.43309,1.488,308,12.2,1.963,0.913,314,27,15.4,12.7,11.8,0.4,136,39
2022.07.22 09:51:12,3.54,-58.7106285,-0.4280259,1.895,288,11.6,2.641,1.339,300,25,13.4,12.0,11.4,0.4,135,40
2022.07.22 10:13:02,3.54,-58.7135506,-0.4226783,1.704,334,11.3,2.555,1.302,321,27,10.6,11.7,11.1,0.5,136,40
2022.07.22 10:34:53,3.54,-58.7168121,-0.4175925,1.615,301,12.0,2.926,1.537,315,28,13.4,12.5,11.8,0.5,141,40
2022.07.22 10:56:44,3.54,-58.7205124,-0.4128382,1.879,308,11.9,3.019,1.671,306,26,11.8,12.2,11.7,0.5,146,41
2022.07.22 11:18:35,3.54,-58.7247353,-0.4085908,1.719,321,11.7,2.76,1.549,320,28,11.8,12.2,11.4,0.6,152,41
2022.07.22 11:40:25,3.54,-58.7289848,-0.4038787,1.654,300,11.8,2.527,1.208,309,27,13.4,12.3,11.5,0.6,150,41
2022.07.22 12:02:16,3.54,-58.7330704,-0.3991585,1.602,298,11.6,2.783,1.585,315,29,13.4,12.2,11.2,0.6,149,42
2022.07.22 12:24:07,3.54,-58.7377548,-0.3941773,1.535,287,11.3,2.671,1.452,303,32,13.4,12.0,10.9,0.6,151,42
2022.07.22 12:45:58,3.54,-58.7428474,-0.3894401,1.686,289,11.1,2.505,1.425,307,28,13.4,11.8,10.7,0.7,154,42
2022.07.22 13:07:48,3.54,-58.7483978,-0.3850232,1.633,311,11.1,2.628,1.429,325,23,13.4,11.6,10.8,0.7,158,43
