time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min)
2016-01-19T13:00:00,-75.0422,-35.7532,NaN,-0.6,988.9,0.1,15.400000,48.000000,60
2016-01-19T14:00:00,-75.0422,-35.7532,0.152,-0.6,988.7,-0.3,15.400000,48.000000,120
2016-01-19T15:00:00,-75.0296,-35.7534,NaN,-0.3,988.5,-0.5,15.400000,48.000000,0
2016-01-19T16:00:00,-75.0296,-35.7534,NaN,-0.0,988.3,-0.7,15.400000,48.000000,60
2016-01-19T17:00:00,-75.0296,-35.7534,0.130,0.3,988.2,-0.4,15.400000,48.000000,120
2016-01-19T18:00:00,-75.0242,-35.7474,NaN,0.3,988.3,-0.2,15.400000,48.000000,0
2016-01-19T19:00:00,-75.0242,-35.7474,NaN,0.4,988.4,0.2,15.400000,48.000000,60
2016-01-19T20:00:00,-75.0242,-35.7474,0.058,0.3,988.5,0.3,15.400000,48.000000,120
2016-01-19T21:00:00,-75.0166,-35.7104,NaN,0.1,988.5,0.2,15.400000,48.000000,0
2016-01-19T22:00:00,-75.0166,-35.7104,NaN,-0.2,988.6,0.2,15.400000,48.000000,60
2016-01-19T23:00:00,-75.0166,-35.7104,0.126,-0.8,988.7,0.1,15.400000,48.000000,120
2016-01-20T00:00:00,-75.0008,-35.6692,NaN,-1.5,988.8,0.3,15.400000,52.000000,0
2016-01-20T01:00:00,-75.0008,-35.6692,NaN,-2.1,988.8,0.1,15.400000,52.000000,60
2016-01-20T02:00:00,-75.0008,-35.6692,0.197,-2.8,988.7,0.0,15.400000,52.000000,120
2016-01-20T03:00:00,-74.9872,-35.6396,NaN,-3.4,988.5,-0.3,15.400000,48.000000,0
2016-01-20T04:00:00,-74.9872,-35.6396,NaN,-3.9,988.3,-0.5,15.400000,48.000000,60
2016-01-20T05:00:00,-74.9872,-35.6396,0.161,-4.2,988.3,-0.3,15.400000,48.000000,120
2016-01-20T06:00:00,-74.9766,-35.5954,NaN,-4.2,988.3,-0.2,15.400000,48.000000,0
2016-01-20T07:00:00,-74.9766,-35.5954,NaN,-4.2,988.4,0.1,15.400000,48.000000,60
2016-01-20T08:00:00,-74.9766,-35.5954,0.161,-4.0,988.5,0.2,15.400000,48.000000,120
2016-01-20T09:00:00,-74.9560,-35.5568,NaN,-3.8,988.7,0.4,15.400000,48.000000,0
2016-01-20T10:00:00,-74.9560,-35.5568,NaN,-3.6,988.5,0.2,15.400000,48.000000,60
2016-01-20T11:00:00,-74.9560,-35.5568,0.237,-3.4,988.7,0.1,15.400000,48.000000,120
2016-01-20T12:00:00,-74.9266,-35.5566,NaN,-3.2,988.8,0.1,15.400000,48.000000,0
2016-01-20T13:00:00,-74.9266,-35.5566,NaN,-3.0,989.1,0.6,15.400000,48.000000,60
2016-01-20T14:00:00,-74.9266,-35.5566,0.304,-2.8,989.1,0.5,15.400000,48.000000,120
2016-01-20T15:00:00,-74.9054,-35.5982,NaN,-2.6,989.1,0.3,15.400000,48.000000,0
2016-01-20T16:00:00,-74.9054,-35.5982,NaN,-2.4,989.2,0.0,15.400000,48.000000,60
2016-01-20T17:00:00,-74.9054,-35.5982,0.246,-2.1,989.5,0.3,15.400000,48.000000,120
2016-01-20T18:00:00,-74.8998,-35.6450,NaN,-2.0,989.9,0.8,15.400000,48.000000,0
2016-01-20T19:00:00,-74.8998,-35.6450,NaN,-1.9,990.2,1.0,15.400000,48.000000,60
2016-01-20T20:00:00,-74.8998,-35.6450,0.139,-1.8,990.3,0.9,15.400000,48.000000,120
2016-01-20T21:00:00,-74.9008,-35.6486,NaN,-1.9,990.6,0.8,15.400000,48.000000,0
2016-01-20T22:00:00,-74.9008,-35.6486,NaN,-2.1,990.7,0.5,15.400000,48.000000,60
2016-01-20T23:00:00,-74.9008,-35.6486,0.014,-2.5,990.8,0.5,15.400000,48.000000,120
2016-01-21T00:00:00,-74.8942,-35.6136,NaN,-3.0,991.1,0.4,15.400000,48.000000,0
2016-01-21T01:00:00,-74.8942,-35.6136,NaN,-3.5,991.1,0.4,15.400000,48.000000,60
2016-01-21T02:00:00,-74.8942,-35.6136,0.116,-3.8,991.2,0.3,15.400000,48.000000,120
2016-01-21T03:00:00,-74.8850,-35.5902,NaN,-4.3,991.0,-0.1,15.400000,48.000000,0
2016-01-21T04:00:00,-74.8850,-35.5902,NaN,-4.6,991.0,-0.1,15.400000,48.000000,60
2016-01-21T05:00:00,-74.8850,-35.5902,0.114,-4.8,991.2,0.0,15.400000,48.000000,120
2016-01-21T06:00:00,-74.8804,-35.5794,NaN,-4.8,991.3,0.3,15.400000,48.000000,0
2016-01-21T07:00:00,-74.8804,-35.5794,NaN,-4.8,991.2,0.2,15.400000,48.000000,60
2016-01-21T08:00:00,-74.8804,-35.5794,0.056,-4.7,991.3,0.1,15.400000,48.000000,120
2016-01-21T09:00:00,-74.8750,-35.5636,NaN,-4.4,991.2,-0.1,15.400000,48.000000,0
2016-01-21T10:00:00,-74.8750,-35.5636,NaN,-3.9,991.0,-0.1,15.400000,48.000000,60
2016-01-21T11:00:00,-74.8750,-35.5636,0.070,-3.4,990.8,-0.5,15.400000,48.000000,120
2016-01-21T12:00:00,-74.8590,-35.5566,NaN,-2.9,990.8,-0.4,15.400000,48.000000,0
2016-01-21T13:00:00,-74.8590,-35.5566,NaN,-2.4,990.8,-0.2,15.400000,48.000000,60
2016-01-21T14:00:00,-74.8590,-35.5566,0.166,-2.0,990.6,-0.2,15.400000,48.000000,120
2016-01-21T15:00:00,-74.8436,-35.5824,NaN,-1.6,990.4,-0.4,15.400000,48.000000,0
2016-01-21T16:00:00,-74.8436,-35.5824,NaN,-1.3,990.2,-0.6,15.400000,48.000000,60
2016-01-21T17:00:00,-74.8436,-35.5824,0.174,-1.1,989.9,-0.7,15.400000,48.000000,120
2016-01-21T18:00:00,-74.8406,-35.6264,NaN,-1.0,989.6,-0.8,15.400000,48.000000,0
2016-01-21T19:00:00,-74.8406,-35.6264,NaN,-1.1,989.4,-0.7,15.400000,48.000000,60
2016-01-21T20:00:00,-74.8406,-35.6264,0.123,-1.2,989.2,-0.7,15.400000,48.000000,120
2016-01-21T21:00:00,-74.8450,-35.6370,NaN,-1.7,989.0,-0.6,15.400000,48.000000,0
2016-01-21T22:00:00,-74.8450,-35.6370,NaN,-1.7,988.7,-0.7,15.400000,48.000000,60
2016-01-21T23:00:00,-74.8450,-35.6370,0.054,-1.7,988.6,-0.6,15.400000,48.000000,120
2016-01-22T00:00:00,-74.8426,-35.6054,NaN,-1.8,988.3,-0.7,15.400000,52.000000,0
2016-01-22T01:00:00,-74.8426,-35.6054,NaN,-1.9,988.3,-0.4,15.400000,52.000000,60
2016-01-22T02:00:00,-74.8426,-35.6054,0.089,-2.2,988.3,-0.3,15.400000,52.000000,120
2016-01-22T03:00:00,-74.8308,-35.5570,NaN,-2.5,987.8,-0.5,15.400000,48.000000,0
2016-01-22T04:00:00,-74.8308,-35.5570,NaN,-2.7,987.7,-0.6,15.400000,48.000000,60
2016-01-22T05:00:00,-74.8308,-35.5570,0.179,-2.9,987.6,-0.7,15.400000,48.000000,120
2016-01-22T06:00:00,-74.8174,-35.5312,NaN,-2.9,987.4,-0.4,15.400000,48.000000,0
2016-01-22T07:00:00,-74.8174,-35.5312,NaN,-2.7,987.4,-0.3,15.400000,48.000000,60
2016-01-22T08:00:00,-74.8174,-35.5312,0.155,-2.4,987.2,-0.4,15.400000,48.000000,120
2016-01-22T09:00:00,-74.8058,-35.5336,NaN,-1.9,987.0,-0.4,15.400000,48.000000,0
2016-01-22T10:00:00,-74.8058,-35.5336,NaN,-1.5,986.9,-0.5,15.400000,48.000000,60
2016-01-22T11:00:00,-74.8058,-35.5336,0.120,-1.5,986.7,-0.4,15.400000,48.000000,120
2016-01-22T12:00:00,-74.7936,-35.5378,NaN,-1.3,986.7,-0.3,15.400000,48.000000,0
2016-01-22T13:00:00,-74.7936,-35.5378,NaN,-0.8,986.6,-0.3,15.400000,48.000000,60
2016-01-22T14:00:00,-74.7936,-35.5378,0.127,-0.6,986.6,-0.2,15.400000,48.000000,120
2016-01-22T15:00:00,-74.7838,-35.5578,NaN,-0.6,986.4,-0.3,15.400000,48.000000,0
2016-01-22T16:00:00,-74.7838,-35.5578,NaN,-0.5,986.2,-0.4,15.400000,48.000000,60
2016-01-22T17:00:00,-74.7838,-35.5578,0.115,-0.6,986.0,-0.6,15.400000,48.000000,120
2016-01-22T18:00:00,-74.7924,-35.6040,NaN,-0.7,985.9,-0.5,15.400000,48.000000,0
2016-01-22T19:00:00,-74.7924,-35.6040,NaN,-1.1,985.9,-0.2,15.400000,48.000000,60
2016-01-22T20:00:00,-74.7924,-35.6040,0.154,-1.5,986.1,0.1,15.400000,48.000000,120
2016-01-22T21:00:00,-74.8112,-35.6058,NaN,-1.9,986.0,0.0,15.400000,48.000000,0
2016-01-22T22:00:00,-74.8112,-35.6058,NaN,-2.3,985.9,0.0,15.400000,48.000000,60
2016-01-22T23:00:00,-74.8112,-35.6058,0.194,-2.6,986.1,0.0,15.400000,48.000000,120
2016-01-23T00:00:00,-74.8172,-35.5666,NaN,-3.0,986.3,0.3,15.400000,48.000000,0
2016-01-23T01:00:00,-74.8172,-35.5666,NaN,-3.1,986.4,0.5,15.400000,48.000000,60
2016-01-23T02:00:00,-74.8172,-35.5666,0.123,-3.2,986.5,0.4,15.400000,48.000000,120
2016-01-23T03:00:00,-74.8136,-35.5120,NaN,-3.5,986.5,0.2,15.400000,48.000000,0
2016-01-23T04:00:00,-74.8136,-35.5120,NaN,-3.4,986.5,0.1,15.400000,48.000000,60
2016-01-23T05:00:00,-74.8136,-35.5120,0.152,-3.5,986.6,0.1,15.400000,48.000000,120
2016-01-23T06:00:00,-74.8062,-35.4764,NaN,-3.3,986.7,0.3,15.400000,48.000000,0
2016-01-23T07:00:00,-74.8062,-35.4764,NaN,-3.1,986.7,0.2,15.400000,48.000000,60
2016-01-23T08:00:00,-74.8062,-35.4764,0.123,-3.1,987.0,0.3,15.400000,48.000000,120
2016-01-23T09:00:00,-74.7994,-35.4626,NaN,-3.0,987.3,0.6,15.400000,48.000000,0
2016-01-23T10:00:00,-74.7994,-35.4626,NaN,-2.7,987.5,0.8,15.400000,48.000000,60
2016-01-23T11:00:00,-74.7994,-35.4626,0.080,-2.5,988.0,1.0,15.400000,48.000000,120
2016-01-23T12:00:00,-74.7862,-35.4482,NaN,-2.1,988.2,0.9,15.400000,48.000000,0
2016-01-23T13:00:00,-74.7862,-35.4482,NaN,-1.7,988.5,1.0,15.400000,48.000000,60
2016-01-23T14:00:00,-74.7862,-35.4482,0.142,-1.8,988.8,0.9,15.400000,48.000000,120
2016-01-23T15:00:00,-74.7676,-35.4484,NaN,-1.6,989.2,0.9,15.400000,48.000000,0
2016-01-23T16:00:00,-74.7676,-35.4484,NaN,-1.0,989.3,0.8,15.400000,48.000000,60
2016-01-23T17:00:00,-74.7676,-35.4484,0.192,-0.6,989.4,0.6,15.400000,48.000000,120
2016-01-23T18:00:00,-74.7600,-35.4728,NaN,-1.1,989.7,0.5,15.400000,48.000000,0
2016-01-23T19:00:00,-74.7600,-35.4728,NaN,-1.4,990.0,0.7,15.400000,48.000000,60
2016-01-23T20:00:00,-74.7600,-35.4728,0.103,-1.5,990.2,0.7,15.400000,48.000000,120
2016-01-23T21:00:00,-74.7660,-35.4768,NaN,-1.3,990.5,0.8,15.400000,48.000000,0
2016-01-23T22:00:00,-74.7660,-35.4768,NaN,-1.4,990.8,0.9,15.400000,48.000000,60
2016-01-23T23:00:00,-74.7660,-35.4768,0.063,-1.6,991.2,1.0,15.400000,48.000000,120
2016-01-24T00:00:00,-74.7734,-35.4312,NaN,-1.8,991.6,1.1,15.400000,48.000000,0
2016-01-24T01:00:00,-74.7734,-35.4312,NaN,-2.0,991.9,1.0,15.400000,48.000000,60
2016-01-24T02:00:00,-74.7734,-35.4312,0.146,-2.1,992.1,0.9,15.400000,48.000000,120
2016-01-24T03:00:00,-74.7688,-35.3348,NaN,-2.2,992.3,0.7,15.400000,48.000000,0
2016-01-24T04:00:00,-74.7688,-35.3348,NaN,-2.3,992.4,0.5,15.400000,48.000000,60
2016-01-24T05:00:00,-74.7688,-35.3348,0.266,-2.4,992.5,0.4,15.400000,48.000000,120
2016-01-24T06:00:00,-74.7624,-35.2670,NaN,-2.7,992.6,0.3,15.400000,48.000000,0
2016-01-24T07:00:00,-74.7624,-35.2670,NaN,-2.8,992.9,0.5,15.400000,48.000000,60
2016-01-24T08:00:00,-74.7624,-35.2670,0.196,-2.5,993.2,0.7,15.400000,48.000000,120
2016-01-24T09:00:00,-74.7564,-35.2544,NaN,-2.1,993.5,0.9,15.400000,52.000000,0
2016-01-24T10:00:00,-74.7564,-35.2544,NaN,-2.0,993.7,0.9,15.400000,52.000000,60
2016-01-24T11:00:00,-74.7564,-35.2544,0.071,-1.2,994.0,0.8,15.400000,52.000000,120
2016-01-24T12:00:00,-74.7460,-35.2588,NaN,-1.1,994.4,1.0,15.400000,48.000000,0
2016-01-24T13:00:00,-74.7460,-35.2588,NaN,-0.9,994.7,0.9,15.400000,48.000000,60
2016-01-24T14:00:00,-74.7460,-35.2588,0.108,-0.2,994.7,0.7,15.400000,48.000000,120
2016-01-24T15:00:00,-74.7330,-35.2768,NaN,0.4,994.9,0.5,15.200000,48.000000,0
2016-01-24T16:00:00,-74.7330,-35.2768,NaN,1.2,994.8,0.1,15.200000,48.000000,60
2016-01-24T17:00:00,-74.7330,-35.2768,0.143,1.8,994.6,-0.1,15.200000,48.000000,120
2016-01-24T18:00:00,-74.7306,-35.3120,NaN,1.0,994.7,-0.2,15.400000,48.000000,0
2016-01-24T19:00:00,-74.7306,-35.3120,NaN,0.9,994.9,0.1,15.200000,48.000000,60
2016-01-24T20:00:00,-74.7306,-35.3120,0.099,0.5,994.8,0.2,15.200000,48.000000,120
2016-01-24T21:00:00,-74.7378,-35.3342,NaN,-0.4,994.8,0.1,15.200000,48.000000,0
2016-01-24T22:00:00,-74.7378,-35.3342,NaN,-1.0,995.0,0.0,15.200000,48.000000,60
2016-01-24T23:00:00,-74.7378,-35.3342,0.096,-1.5,995.0,0.2,15.200000,48.000000,120
2016-01-25T00:00:00,-74.7376,-35.3186,NaN,-1.8,995.0,0.2,15.200000,48.000000,0
2016-01-25T01:00:00,-74.7376,-35.3186,NaN,-2.2,995.3,0.4,15.200000,48.000000,60
2016-01-25T02:00:00,-74.7376,-35.3186,0.043,-2.6,995.2,0.2,15.200000,48.000000,120
2016-01-25T03:00:00,-74.7248,-35.2656,NaN,-2.7,995.2,0.2,15.200000,48.000000,0
2016-01-25T04:00:00,-74.7248,-35.2656,NaN,-2.7,995.2,-0.1,15.200000,48.000000,60
2016-01-25T05:00:00,-74.7248,-35.2656,0.196,-2.8,995.1,-0.1,15.200000,48.000000,120
2016-01-25T06:00:00,-74.7076,-35.2220,NaN,-2.8,995.0,-0.2,15.200000,48.000000,0
2016-01-25T07:00:00,-74.7076,-35.2220,NaN,-2.8,995.0,-0.2,15.200000,48.000000,60
2016-01-25T08:00:00,-74.7076,-35.2220,0.214,-2.6,995.0,-0.1,15.200000,48.000000,120
2016-01-25T09:00:00,-74.6952,-35.2136,NaN,-2.3,994.8,-0.1,15.200000,52.000000,0
2016-01-25T10:00:00,-74.6952,-35.2136,NaN,-2.1,994.7,-0.4,15.200000,52.000000,60
2016-01-25T11:00:00,-74.6952,-35.2136,0.130,-1.4,994.6,-0.4,15.200000,52.000000,120
2016-01-25T12:00:00,-74.6818,-35.2180,NaN,-1.2,994.4,-0.5,15.200000,48.000000,0
2016-01-25T13:00:00,-74.6818,-35.2180,NaN,-1.3,994.3,-0.3,15.200000,48.000000,60
2016-01-25T14:00:00,-74.6818,-35.2180,0.139,-1.4,994.2,-0.4,15.200000,48.000000,120
2016-01-25T15:00:00,-74.6612,-35.2404,NaN,-1.6,994.2,-0.2,15.200000,48.000000,0
2016-01-25T16:00:00,-74.6612,-35.2404,NaN,-1.2,994.1,-0.2,15.200000,48.000000,60
2016-01-25T17:00:00,-74.6612,-35.2404,0.222,-1.7,994.2,0.0,15.200000,48.000000,120
2016-01-25T18:00:00,-74.6466,-35.2982,NaN,-1.7,993.9,-0.3,15.200000,48.000000,0
2016-01-25T19:00:00,-74.6466,-35.2982,NaN,-1.8,993.8,-0.3,15.200000,48.000000,60
2016-01-25T20:00:00,-74.6466,-35.2982,0.219,-2.1,993.7,-0.5,15.200000,48.000000,120
2016-01-25T21:00:00,-74.6514,-35.3650,NaN,-2.2,993.7,-0.2,15.200000,48.000000,0
2016-01-25T22:00:00,-74.6514,-35.3650,NaN,-2.4,993.8,0.0,15.200000,48.000000,60
2016-01-25T23:00:00,-74.6514,-35.3650,0.189,-2.5,993.8,0.1,15.200000,48.000000,120
2016-01-26T00:00:00,-74.6640,-35.3670,NaN,-2.7,993.7,0.0,15.200000,48.000000,0
2016-01-26T01:00:00,-74.6640,-35.3670,NaN,-2.9,993.7,-0.1,15.200000,48.000000,60
2016-01-26T02:00:00,-74.6640,-35.3670,0.130,-3.1,993.7,-0.1,15.200000,48.000000,120
2016-01-26T03:00:00,-74.6580,-35.3028,NaN,-3.3,993.6,-0.2,15.200000,40.000000,0
2016-01-26T04:00:00,-74.6580,-35.3028,NaN,-3.3,993.5,-0.2,15.200000,40.000000,60
2016-01-26T05:00:00,-74.6580,-35.3028,0.186,-3.5,993.5,-0.2,15.200000,40.000000,120
2016-01-26T06:00:00,-74.6392,-35.2602,NaN,-3.4,993.3,-0.2,15.200000,52.000000,0
2016-01-26T07:00:00,-74.6392,-35.2602,NaN,-3.2,993.3,-0.2,15.200000,52.000000,60
2016-01-26T08:00:00,-74.6392,-35.2602,0.227,-2.4,993.3,-0.2,15.200000,52.000000,120
2016-01-26T09:00:00,-74.6258,-35.2332,NaN,-2.6,993.3,0.0,15.200000,52.000000,0
2016-01-26T10:00:00,-74.6258,-35.2332,NaN,-2.2,993.2,-0.1,15.200000,52.000000,60
2016-01-26T11:00:00,-74.6258,-35.2332,0.157,-1.8,993.2,-0.1,15.200000,52.000000,120
2016-01-26T12:00:00,-74.6016,-35.2356,NaN,-0.8,993.4,0.1,15.200000,48.000000,0
2016-01-26T13:00:00,-74.6016,-35.2356,NaN,-0.7,993.4,0.3,15.200000,48.000000,60
2016-01-26T14:00:00,-74.6016,-35.2356,0.250,-0.6,993.3,0.1,15.200000,48.000000,120
2016-01-26T15:00:00,-74.5678,-35.3008,NaN,-0.3,993.4,0.1,15.200000,52.000000,0
2016-01-26T16:00:00,-74.5678,-35.3008,NaN,-0.6,993.5,0.1,15.200000,52.000000,60
2016-01-26T17:00:00,-74.5678,-35.3008,0.393,-1.0,993.4,0.1,15.200000,52.000000,120
2016-01-26T18:00:00,-74.5562,-35.4382,NaN,-1.2,993.4,-0.1,15.200000,52.000000,0
2016-01-26T19:00:00,-74.5562,-35.4382,NaN,-1.3,993.5,0.0,15.200000,52.000000,60
2016-01-26T20:00:00,-74.5562,-35.4382,0.397,-1.4,993.5,0.0,15.200000,52.000000,120
2016-01-26T21:00:00,-74.5728,-35.5376,NaN,-1.5,993.5,0.1,15.200000,48.000000,0
2016-01-26T22:00:00,-74.5728,-35.5376,NaN,-1.5,993.3,-0.1,15.200000,48.000000,60
2016-01-26T23:00:00,-74.5728,-35.5376,0.323,-1.7,993.1,-0.4,15.200000,48.000000,120
2016-01-27T00:00:00,-74.5944,-35.6014,NaN,-1.9,993.0,-0.4,15.200000,48.000000,0
2016-01-27T01:00:00,-74.5944,-35.6014,NaN,-2.2,992.9,-0.4,15.200000,48.000000,60
2016-01-27T02:00:00,-74.5944,-35.6014,0.284,-2.4,992.8,-0.3,15.200000,48.000000,120
2016-01-27T03:00:00,-74.6158,-35.6092,NaN,-2.6,992.7,-0.3,15.200000,52.000000,0
2016-01-27T04:00:00,-74.6158,-35.6092,NaN,-2.7,992.6,-0.3,15.200000,52.000000,60
2016-01-27T05:00:00,-74.6158,-35.6092,0.222,-2.9,992.6,-0.3,15.200000,52.000000,120
2016-01-27T06:00:00,-74.6242,-35.5548,NaN,-2.8,992.6,-0.1,15.200000,52.000000,0
2016-01-27T07:00:00,-74.6242,-35.5548,NaN,-2.7,992.4,-0.2,15.200000,52.000000,60
2016-01-27T08:00:00,-74.6242,-35.5548,0.173,-2.6,992.4,-0.2,15.200000,52.000000,120
2016-01-27T09:00:00,-74.6314,-35.4884,NaN,-2.5,992.6,-0.1,15.200000,48.000000,0
2016-01-27T10:00:00,-74.6314,-35.4884,NaN,-2.2,992.7,0.3,15.200000,48.000000,60
2016-01-27T11:00:00,-74.6314,-35.4884,0.197,-1.9,993.0,0.6,15.200000,48.000000,120
2016-01-27T12:00:00,-74.6278,-35.4042,NaN,0.3,993.2,0.7,15.200000,48.000000,0
2016-01-27T13:00:00,-74.6278,-35.4042,NaN,1.0,993.5,0.8,15.200000,48.000000,60
2016-01-27T14:00:00,-74.6278,-35.4042,0.234,0.3,993.8,0.9,15.200000,48.000000,120
2016-01-27T15:00:00,-74.6058,-35.3484,NaN,-0.1,994.1,0.8,15.200000,48.000000,0
2016-01-27T16:00:00,-74.6058,-35.3484,NaN,-0.8,994.4,1.0,15.200000,48.000000,60
2016-01-27T17:00:00,-74.6058,-35.3484,0.274,-1.2,995.0,1.1,15.200000,48.000000,120
2016-01-27T18:00:00,-74.5806,-35.3636,NaN,-0.7,995.3,1.2,15.200000,48.000000,0
2016-01-27T19:00:00,-74.5806,-35.3636,NaN,-1.1,995.7,1.2,15.200000,48.000000,60
2016-01-27T20:00:00,-74.5806,-35.3636,0.264,-1.5,996.2,1.3,15.200000,48.000000,120
2016-01-27T21:00:00,-74.5704,-35.4326,NaN,-1.8,996.6,1.2,15.200000,48.000000,0
2016-01-27T22:00:00,-74.5704,-35.4326,NaN,-1.9,996.8,1.1,15.200000,48.000000,60
2016-01-27T23:00:00,-74.5704,-35.4326,0.217,-2.2,997.1,0.9,15.200000,48.000000,120
2016-01-28T00:00:00,-74.5688,-35.4858,NaN,-2.9,997.4,0.9,15.200000,44.000000,0
2016-01-28T01:00:00,-74.5688,-35.4858,NaN,-4.1,997.8,1.0,15.200000,44.000000,60
2016-01-28T02:00:00,-74.5688,-35.4858,0.147,-5.2,998.0,0.9,15.200000,44.000000,120
2016-01-28T03:00:00,-74.5526,-35.5280,NaN,-5.4,998.1,0.7,15.200000,36.000000,0
2016-01-28T04:00:00,-74.5526,-35.5280,NaN,-4.7,998.2,0.4,15.200000,36.000000,60
2016-01-28T05:00:00,-74.5526,-35.5280,0.204,-4.3,998.5,0.4,15.200000,36.000000,120
2016-01-28T06:00:00,-74.5420,-35.6060,NaN,-4.0,998.6,0.5,15.200000,44.000000,0
2016-01-28T07:00:00,-74.5420,-35.6060,NaN,-3.5,998.8,0.5,15.200000,44.000000,60
2016-01-28T08:00:00,-74.5420,-35.6060,0.241,-3.3,998.9,0.4,15.200000,44.000000,120
2016-01-28T09:00:00,-74.5356,-35.6456,NaN,-2.8,999.1,0.5,15.200000,44.000000,0
2016-01-28T10:00:00,-74.5356,-35.6456,NaN,-2.1,999.4,0.6,15.200000,44.000000,60
2016-01-28T11:00:00,-74.5356,-35.6456,0.128,-1.0,999.4,0.5,15.200000,44.000000,120
2016-01-28T12:00:00,-74.5272,-35.7110,NaN,-0.4,999.5,0.4,15.200000,44.000000,0
2016-01-28T13:00:00,-74.5272,-35.7110,NaN,0.1,999.6,0.3,15.200000,44.000000,60
2016-01-28T14:00:00,-74.5272,-35.7110,0.200,1.0,999.7,0.3,15.200000,44.000000,120
2016-01-28T15:00:00,-74.5184,-35.7974,NaN,1.6,999.8,0.2,15.200000,48.000000,0
2016-01-28T16:00:00,-74.5184,-35.7974,NaN,2.0,999.7,0.1,15.200000,48.000000,60
2016-01-28T17:00:00,-74.5184,-35.7974,0.255,2.9,999.6,-0.1,15.200000,48.000000,120
2016-01-28T18:00:00,-74.5210,-35.9068,NaN,2.0,999.5,-0.3,15.200000,44.000000,0
2016-01-28T19:00:00,-74.5210,-35.9068,NaN,1.2,999.5,-0.2,15.200000,44.000000,60
2016-01-28T20:00:00,-74.5210,-35.9068,0.303,1.5,999.5,-0.2,15.200000,44.000000,120
2016-01-28T21:00:00,-74.5386,-36.0278,NaN,0.2,999.1,-0.4,15.200000,44.000000,0
2016-01-28T22:00:00,-74.5386,-36.0278,NaN,-0.7,998.9,-0.7,15.200000,44.000000,60
2016-01-28T23:00:00,-74.5386,-36.0278,0.380,-1.4,998.5,-0.9,15.200000,44.000000,120
2016-01-29T00:00:00,-74.5662,-36.1244,NaN,-1.9,998.2,-0.9,15.200000,44.000000,0
2016-01-29T01:00:00,-74.5662,-36.1244,NaN,-2.1,997.8,-1.1,15.200000,44.000000,60
2016-01-29T02:00:00,-74.5662,-36.1244,0.390,-2.0,997.2,-1.3,15.200000,44.000000,120
