time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min)
2015-12-23T16:00:00,-70.5352,-11.2634,NaN,2.0,992.4,-25.5,15.400000,44.000000,60
2015-12-23T17:00:00,-70.5352,-11.2634,0.000,1.9,991.9,-25.5,15.400000,44.000000,120
2015-12-23T18:00:00,-70.5434,-11.3338,NaN,1.8,991.4,-1.5,15.400000,48.000000,0
2015-12-23T19:00:00,-70.5434,-11.3338,NaN,1.7,991.1,-1.3,15.400000,48.000000,60
2015-12-23T20:00:00,-70.5434,-11.3338,0.257,1.5,990.9,-1.0,15.400000,48.000000,120
2015-12-23T21:00:00,-70.5546,-11.3872,NaN,1.4,990.4,-1.1,15.400000,48.000000,0
2015-12-23T22:00:00,-70.5546,-11.3872,NaN,1.2,990.0,-1.2,15.400000,48.000000,60
2015-12-23T23:00:00,-70.5546,-11.3872,0.217,0.9,989.6,-1.3,15.400000,48.000000,120
2015-12-24T00:00:00,-70.5616,-11.4036,NaN,0.7,989.1,-1.3,15.400000,48.000000,0
2015-12-24T01:00:00,-70.5616,-11.4036,NaN,0.3,988.8,-1.2,15.400000,48.000000,60
2015-12-24T02:00:00,-70.5616,-11.4036,0.092,0.1,988.4,-1.1,15.400000,48.000000,120
2015-12-24T03:00:00,-70.5616,-11.4190,NaN,0.0,988.1,-0.9,15.400000,44.000000,0
2015-12-24T04:00:00,-70.5616,-11.4190,NaN,-0.1,987.9,-0.9,15.400000,44.000000,60
2015-12-24T05:00:00,-70.5616,-11.4190,0.053,0.2,987.6,-0.8,15.400000,44.000000,120
2015-12-24T06:00:00,-70.5618,-11.4660,NaN,0.3,987.5,-0.6,15.400000,48.000000,0
2015-12-24T07:00:00,-70.5618,-11.4660,NaN,0.3,987.5,-0.4,15.400000,48.000000,60
2015-12-24T08:00:00,-70.5618,-11.4660,0.162,0.4,987.4,-0.2,15.400000,48.000000,120
2015-12-24T09:00:00,-70.5678,-11.4926,NaN,0.2,987.5,0.0,15.400000,48.000000,0
2015-12-24T10:00:00,-70.5678,-11.4926,NaN,-0.3,987.6,0.1,15.400000,48.000000,60
2015-12-24T11:00:00,-70.5678,-11.4926,0.111,-0.2,987.9,0.5,15.400000,48.000000,120
2015-12-24T12:00:00,-70.5586,-11.4734,NaN,0.1,988.1,0.6,15.400000,48.000000,0
2015-12-24T13:00:00,-70.5586,-11.4734,NaN,0.3,988.3,0.7,15.400000,48.000000,60
2015-12-24T14:00:00,-70.5586,-11.4734,0.116,0.7,988.5,0.6,15.400000,48.000000,120
2015-12-24T15:00:00,-70.5424,-11.4924,NaN,1.3,988.6,0.5,15.400000,44.000000,0
2015-12-24T16:00:00,-70.5424,-11.4924,NaN,1.1,988.5,0.2,15.400000,44.000000,60
2015-12-24T17:00:00,-70.5424,-11.4924,0.180,1.1,988.8,0.3,15.400000,44.000000,120
2015-12-24T18:00:00,-70.5406,-11.5542,NaN,1.4,989.0,0.4,15.400000,48.000000,0
2015-12-24T19:00:00,-70.5406,-11.5542,NaN,1.6,989.4,0.9,15.400000,48.000000,60
2015-12-24T20:00:00,-70.5406,-11.5542,0.214,1.3,989.9,1.1,15.400000,48.000000,120
2015-12-24T21:00:00,-70.5472,-11.5954,NaN,0.9,990.1,1.1,15.400000,48.000000,0
2015-12-24T22:00:00,-70.5472,-11.5954,NaN,0.4,990.3,0.9,15.400000,48.000000,60
2015-12-24T23:00:00,-70.5472,-11.5954,0.157,0.0,990.6,0.7,15.400000,48.000000,120
2015-12-25T00:00:00,-70.5522,-11.5972,NaN,-0.6,990.9,0.8,15.400000,48.000000,0
2015-12-25T01:00:00,-70.5522,-11.5972,NaN,-2.0,991.2,0.9,15.400000,48.000000,60
2015-12-25T02:00:00,-70.5522,-11.5972,0.052,-3.0,991.4,0.8,15.400000,48.000000,120
2015-12-25T03:00:00,-70.5526,-11.5960,NaN,-3.2,991.4,0.5,15.400000,44.000000,0
2015-12-25T04:00:00,-70.5526,-11.5960,NaN,-3.1,991.7,0.5,15.400000,44.000000,60
2015-12-25T05:00:00,-70.5526,-11.5960,0.006,-2.9,992.0,0.6,15.400000,44.000000,120
2015-12-25T06:00:00,-70.5526,-11.6314,NaN,-2.2,992.1,0.7,15.400000,48.000000,0
2015-12-25T07:00:00,-70.5526,-11.6314,NaN,-0.8,992.4,0.7,15.400000,48.000000,60
2015-12-25T08:00:00,-70.5526,-11.6314,0.122,0.1,992.5,0.6,15.400000,48.000000,120
2015-12-25T09:00:00,-70.5632,-11.6814,NaN,0.6,992.8,0.7,15.400000,48.000000,0
2015-12-25T10:00:00,-70.5632,-11.6814,NaN,1.0,993.0,0.6,15.400000,48.000000,60
2015-12-25T11:00:00,-70.5632,-11.6814,0.204,1.3,993.3,0.8,15.400000,48.000000,120
2015-12-25T12:00:00,-70.5758,-11.6874,NaN,1.4,993.3,0.5,15.400000,48.000000,0
2015-12-25T13:00:00,-70.5758,-11.6874,NaN,1.4,993.4,0.3,15.400000,48.000000,60
2015-12-25T14:00:00,-70.5758,-11.6874,0.132,1.6,993.1,-0.1,15.400000,48.000000,120
2015-12-25T15:00:00,-70.5822,-11.6890,NaN,1.8,993.3,-0.1,15.400000,44.000000,0
2015-12-25T16:00:00,-70.5822,-11.6890,NaN,1.9,993.1,-0.2,15.400000,44.000000,60
2015-12-25T17:00:00,-70.5822,-11.6890,0.066,2.0,993.2,0.0,15.400000,44.000000,120
2015-12-25T18:00:00,-70.5900,-11.7228,NaN,1.8,993.0,-0.3,15.400000,48.000000,0
2015-12-25T19:00:00,-70.5900,-11.7228,NaN,1.5,992.9,-0.3,15.400000,48.000000,60
2015-12-25T20:00:00,-70.5900,-11.7228,0.141,1.4,992.8,-0.4,15.400000,48.000000,120
2015-12-25T21:00:00,-70.5982,-11.7592,NaN,1.5,992.8,-0.2,15.400000,48.000000,0
2015-12-25T22:00:00,-70.5982,-11.7592,NaN,1.1,992.5,-0.3,15.400000,48.000000,60
2015-12-25T23:00:00,-70.5982,-11.7592,0.151,0.1,992.6,-0.2,15.400000,48.000000,120
2015-12-26T00:00:00,-70.6024,-11.7772,NaN,-1.1,992.4,-0.4,15.400000,48.000000,0
2015-12-26T01:00:00,-70.6024,-11.7772,NaN,-1.5,992.3,-0.3,15.400000,48.000000,60
2015-12-26T02:00:00,-70.6024,-11.7772,0.076,-2.0,992.0,-0.5,15.400000,48.000000,120
2015-12-26T03:00:00,-70.6064,-11.7870,NaN,-2.4,991.7,-0.7,15.400000,44.000000,0
2015-12-26T04:00:00,-70.6064,-11.7870,NaN,-2.0,991.4,-0.9,15.400000,44.000000,60
2015-12-26T05:00:00,-70.6064,-11.7870,0.053,-1.3,990.9,-1.1,15.400000,44.000000,120
2015-12-26T06:00:00,-70.6124,-11.8102,NaN,-0.4,990.7,-1.0,15.400000,48.000000,0
2015-12-26T07:00:00,-70.6124,-11.8102,NaN,0.7,990.5,-0.9,15.400000,48.000000,60
2015-12-26T08:00:00,-70.6124,-11.8102,0.101,0.4,990.4,-0.6,15.400000,48.000000,120
2015-12-26T09:00:00,-70.6170,-11.8506,NaN,1.5,990.2,-0.5,15.400000,48.000000,0
2015-12-26T10:00:00,-70.6170,-11.8506,NaN,1.3,990.0,-0.5,15.400000,48.000000,60
2015-12-26T11:00:00,-70.6170,-11.8506,0.147,1.4,989.8,-0.6,15.400000,48.000000,120
2015-12-26T12:00:00,-70.6250,-11.8886,NaN,2.0,989.7,-0.5,15.400000,48.000000,0
2015-12-26T13:00:00,-70.6250,-11.8886,NaN,1.9,989.6,-0.4,15.400000,48.000000,60
2015-12-26T14:00:00,-70.6250,-11.8886,0.154,2.2,989.4,-0.4,15.400000,48.000000,120
2015-12-26T15:00:00,-70.6438,-11.8956,NaN,2.0,989.3,-0.4,15.400000,44.000000,0
2015-12-26T16:00:00,-70.6438,-11.8956,NaN,2.0,989.0,-0.7,15.400000,44.000000,60
2015-12-26T17:00:00,-70.6438,-11.8956,0.196,1.7,988.5,-0.9,15.400000,44.000000,120
2015-12-26T18:00:00,-70.6608,-11.8892,NaN,1.4,988.3,-1.0,15.400000,48.000000,0
2015-12-26T19:00:00,-70.6608,-11.8892,NaN,1.2,987.9,-1.1,15.400000,48.000000,60
2015-12-26T20:00:00,-70.6608,-11.8892,0.177,1.2,987.6,-0.9,15.400000,48.000000,120
2015-12-26T21:00:00,-70.6650,-11.9008,NaN,0.8,987.3,-1.0,15.400000,48.000000,0
2015-12-26T22:00:00,-70.6650,-11.9008,NaN,0.5,987.1,-0.8,15.400000,48.000000,60
2015-12-26T23:00:00,-70.6650,-11.9008,0.059,0.5,987.1,-0.5,15.400000,48.000000,120
2015-12-27T00:00:00,-70.6674,-11.9306,NaN,-0.5,987.0,-0.3,15.400000,48.000000,0
2015-12-27T01:00:00,-70.6674,-11.9306,NaN,-0.9,986.8,-0.3,15.400000,48.000000,60
2015-12-27T02:00:00,-70.6674,-11.9306,0.105,-1.4,986.4,-0.7,15.400000,48.000000,120
2015-12-27T03:00:00,-70.6784,-11.9394,NaN,-1.4,986.2,-0.8,15.400000,44.000000,0
2015-12-27T04:00:00,-70.6784,-11.9394,NaN,-1.4,985.9,-0.9,15.400000,44.000000,60
2015-12-27T05:00:00,-70.6784,-11.9394,0.118,-2.2,985.8,-0.6,15.400000,44.000000,120
2015-12-27T06:00:00,-70.6916,-11.9230,NaN,-0.2,985.7,-0.5,15.400000,48.000000,0
2015-12-27T07:00:00,-70.6916,-11.9230,NaN,1.2,985.6,-0.3,15.400000,48.000000,60
2015-12-27T08:00:00,-70.6916,-11.9230,0.147,1.9,985.6,-0.3,15.400000,48.000000,120
2015-12-27T09:00:00,-70.6930,-11.9122,NaN,2.0,985.5,-0.3,15.400000,48.000000,0
2015-12-27T10:00:00,-70.6930,-11.9122,NaN,2.4,985.4,-0.3,15.400000,48.000000,60
2015-12-27T11:00:00,-70.6930,-11.9122,0.040,2.3,985.2,-0.4,15.400000,48.000000,120
2015-12-27T12:00:00,-70.6920,-11.9252,NaN,2.3,985.1,-0.4,15.400000,48.000000,0
2015-12-27T13:00:00,-70.6920,-11.9252,NaN,2.5,984.9,-0.5,15.400000,48.000000,60
2015-12-27T14:00:00,-70.6920,-11.9252,0.046,2.7,984.7,-0.5,15.400000,48.000000,120
2015-12-27T15:00:00,-70.7014,-11.9184,NaN,2.2,984.4,-0.7,15.400000,48.000000,0
2015-12-27T16:00:00,-70.7014,-11.9184,NaN,2.5,983.9,-1.0,15.400000,48.000000,60
2015-12-27T17:00:00,-70.7014,-11.9184,0.100,2.6,983.8,-0.8,15.400000,48.000000,120
2015-12-27T18:00:00,-70.7110,-11.8898,NaN,2.8,983.6,-0.8,15.400000,48.000000,0
2015-12-27T19:00:00,-70.7110,-11.8898,NaN,2.7,983.5,-0.5,15.400000,48.000000,60
2015-12-27T20:00:00,-70.7110,-11.8898,0.139,1.9,983.2,-0.6,15.400000,48.000000,120
2015-12-27T21:00:00,-70.7078,-11.8796,NaN,1.2,983.0,-0.6,15.400000,48.000000,0
2015-12-27T22:00:00,-70.7078,-11.8796,NaN,1.0,982.9,-0.6,15.400000,48.000000,60
2015-12-27T23:00:00,-70.7078,-11.8796,0.048,0.2,982.7,-0.5,15.400000,48.000000,120
2015-12-28T00:00:00,-70.7006,-11.8996,NaN,-0.8,982.7,-0.3,15.400000,48.000000,0
2015-12-28T01:00:00,-70.7006,-11.8996,NaN,-1.6,982.5,-0.3,15.400000,48.000000,60
2015-12-28T02:00:00,-70.7006,-11.8996,0.101,-2.3,982.4,-0.3,15.400000,48.000000,120
2015-12-28T03:00:00,-70.6986,-11.9092,NaN,-3.0,982.1,-0.6,15.400000,48.000000,0
2015-12-28T04:00:00,-70.6986,-11.9092,NaN,-3.2,982.1,-0.5,15.400000,48.000000,60
2015-12-28T05:00:00,-70.6986,-11.9092,0.039,-2.9,981.8,-0.7,15.400000,48.000000,120
2015-12-28T06:00:00,-70.7012,-11.9044,NaN,-2.6,981.7,-0.4,15.400000,48.000000,0
2015-12-28T07:00:00,-70.7012,-11.9044,NaN,-2.4,981.6,-0.4,15.400000,48.000000,60
2015-12-28T08:00:00,-70.7012,-11.9044,0.031,-2.1,981.6,-0.2,15.400000,48.000000,120
2015-12-28T09:00:00,-70.6960,-11.8956,NaN,-1.9,981.6,-0.1,15.400000,48.000000,0
2015-12-28T10:00:00,-70.6960,-11.8956,NaN,-1.5,981.6,0.0,15.400000,48.000000,60
2015-12-28T11:00:00,-70.6960,-11.8956,0.062,-1.6,981.4,-0.2,15.400000,48.000000,120
2015-12-28T12:00:00,-70.6774,-11.8934,NaN,-1.2,981.4,-0.1,15.400000,48.000000,0
2015-12-28T13:00:00,-70.6774,-11.8934,NaN,-0.5,981.5,-0.2,15.400000,48.000000,60
2015-12-28T14:00:00,-70.6774,-11.8934,0.192,-0.4,981.5,0.1,15.400000,48.000000,120
2015-12-28T15:00:00,-70.6694,-11.9000,NaN,-0.1,981.2,-0.3,15.400000,48.000000,0
2015-12-28T16:00:00,-70.6694,-11.9000,NaN,-0.1,981.0,-0.4,15.400000,48.000000,60
2015-12-28T17:00:00,-70.6694,-11.9000,0.086,0.3,981.2,-0.3,15.400000,48.000000,120
2015-12-28T18:00:00,-70.6744,-11.8840,NaN,-0.0,981.2,0.0,15.400000,48.000000,0
2015-12-28T19:00:00,-70.6744,-11.8840,NaN,-1.3,981.3,0.3,15.400000,48.000000,60
2015-12-28T20:00:00,-70.6744,-11.8840,0.075,-1.8,981.4,0.3,15.400000,48.000000,120
2015-12-28T21:00:00,-70.6748,-11.8608,NaN,-2.2,981.4,0.2,15.400000,48.000000,0
2015-12-28T22:00:00,-70.6748,-11.8608,NaN,-2.6,981.6,0.2,15.400000,48.000000,60
2015-12-28T23:00:00,-70.6748,-11.8608,0.079,-3.0,981.7,0.2,15.200000,48.000000,120
2015-12-29T00:00:00,-70.6636,-11.8630,NaN,-3.2,981.7,0.3,15.200000,48.000000,0
2015-12-29T01:00:00,-70.6636,-11.8630,NaN,-3.3,981.8,0.3,15.200000,48.000000,60
2015-12-29T02:00:00,-70.6636,-11.8630,0.116,-3.1,982.1,0.4,15.200000,48.000000,120
2015-12-29T03:00:00,-70.6598,-11.8644,NaN,-3.3,982.3,0.6,15.200000,44.000000,0
2015-12-29T04:00:00,-70.6598,-11.8644,NaN,-3.7,982.5,0.7,15.200000,44.000000,60
2015-12-29T05:00:00,-70.6598,-11.8644,0.040,-3.5,983.1,1.0,15.200000,44.000000,120
2015-12-29T06:00:00,-70.6610,-11.8532,NaN,-3.2,983.5,1.2,15.200000,48.000000,0
2015-12-29T07:00:00,-70.6610,-11.8532,NaN,-3.2,984.1,1.5,15.200000,48.000000,60
2015-12-29T08:00:00,-70.6610,-11.8532,0.040,-2.5,984.6,1.5,15.200000,48.000000,120
2015-12-29T09:00:00,-70.6572,-11.8486,NaN,-2.3,984.9,1.5,15.200000,48.000000,0
2015-12-29T10:00:00,-70.6572,-11.8486,NaN,-1.9,985.5,1.4,15.200000,48.000000,60
2015-12-29T11:00:00,-70.6572,-11.8486,0.042,-1.8,986.0,1.5,15.200000,48.000000,120
2015-12-29T12:00:00,-70.6496,-11.8476,NaN,-2.3,986.8,1.8,15.200000,48.000000,0
2015-12-29T13:00:00,-70.6496,-11.8476,NaN,-1.7,987.3,1.8,15.200000,48.000000,60
2015-12-29T14:00:00,-70.6496,-11.8476,0.079,-1.2,987.6,1.5,15.200000,48.000000,120
2015-12-29T15:00:00,-70.6424,-11.8378,NaN,-1.2,988.0,1.2,15.200000,48.000000,0
2015-12-29T16:00:00,-70.6424,-11.8378,NaN,-0.8,988.2,0.9,15.200000,48.000000,60
2015-12-29T17:00:00,-70.6424,-11.8378,0.082,-1.1,988.5,0.9,15.200000,48.000000,120
2015-12-29T18:00:00,-70.6398,-11.8318,NaN,-0.5,988.7,0.7,15.200000,48.000000,0
2015-12-29T19:00:00,-70.6398,-11.8318,NaN,0.2,989.2,1.0,15.200000,48.000000,60
2015-12-29T20:00:00,-70.6398,-11.8318,0.034,-0.8,989.5,1.0,15.200000,48.000000,120
2015-12-29T21:00:00,-70.6400,-11.8380,NaN,-1.4,989.7,0.9,15.200000,48.000000,0
2015-12-29T22:00:00,-70.6400,-11.8380,NaN,-2.2,990.0,0.8,15.200000,48.000000,60
2015-12-29T23:00:00,-70.6400,-11.8380,0.021,-3.0,990.2,0.7,15.200000,48.000000,120
2015-12-30T00:00:00,-70.6404,-11.8552,NaN,-3.6,990.2,0.5,15.200000,48.000000,0
2015-12-30T01:00:00,-70.6404,-11.8552,NaN,-4.2,990.5,0.5,15.200000,48.000000,60
2015-12-30T02:00:00,-70.6404,-11.8552,0.059,-4.9,990.6,0.3,15.200000,48.000000,120
2015-12-30T03:00:00,-70.6428,-11.8664,NaN,-4.6,990.7,0.5,15.200000,44.000000,0
2015-12-30T04:00:00,-70.6428,-11.8664,NaN,-4.3,990.8,0.3,15.200000,44.000000,60
2015-12-30T05:00:00,-70.6428,-11.8664,0.046,-5.1,990.7,0.1,15.200000,44.000000,120
2015-12-30T06:00:00,-70.6510,-11.8722,NaN,-4.2,990.8,0.0,15.200000,48.000000,0
2015-12-30T07:00:00,-70.6510,-11.8722,NaN,-3.1,990.8,0.0,15.200000,48.000000,60
2015-12-30T08:00:00,-70.6510,-11.8722,0.087,-2.4,990.7,0.0,15.200000,48.000000,120
2015-12-30T09:00:00,-70.6576,-11.8766,NaN,-2.3,990.4,-0.4,15.200000,48.000000,0
2015-12-30T10:00:00,-70.6576,-11.8766,NaN,-2.3,989.9,-0.9,15.200000,48.000000,60
2015-12-30T11:00:00,-70.6576,-11.8766,0.070,-2.0,989.9,-0.8,15.200000,48.000000,120
2015-12-30T12:00:00,-70.6568,-11.8816,NaN,-1.8,989.7,-0.7,15.200000,48.000000,0
2015-12-30T13:00:00,-70.6568,-11.8816,NaN,-1.5,989.4,-0.5,15.200000,48.000000,60
2015-12-30T14:00:00,-70.6568,-11.8816,0.019,-1.3,989.1,-0.9,15.200000,48.000000,120
2015-12-30T15:00:00,-70.6542,-11.8878,NaN,-0.9,988.6,-1.1,15.200000,48.000000,0
2015-12-30T16:00:00,-70.6542,-11.8878,NaN,-0.6,988.2,-1.2,15.200000,48.000000,60
2015-12-30T17:00:00,-70.6542,-11.8878,0.034,-0.3,987.8,-1.3,15.200000,48.000000,120
2015-12-30T18:00:00,-70.6512,-11.8960,NaN,-0.2,987.4,-1.2,15.200000,48.000000,0
2015-12-30T19:00:00,-70.6512,-11.8960,NaN,-0.2,987.2,-0.9,15.200000,48.000000,60
2015-12-30T20:00:00,-70.6512,-11.8960,0.042,-1.0,987.0,-0.8,15.200000,48.000000,120
2015-12-30T21:00:00,-70.6456,-11.9100,NaN,-1.4,986.6,-0.8,15.200000,48.000000,0
2015-12-30T22:00:00,-70.6456,-11.9100,NaN,-2.2,986.2,-1.0,15.200000,48.000000,60
2015-12-30T23:00:00,-70.6456,-11.9100,0.075,-2.9,986.1,-0.9,15.200000,48.000000,120
2015-12-31T00:00:00,-70.6354,-11.9344,NaN,-3.2,986.0,-0.6,15.200000,48.000000,0
2015-12-31T01:00:00,-70.6354,-11.9344,NaN,-3.2,985.8,-0.4,15.200000,48.000000,60
2015-12-31T02:00:00,-70.6354,-11.9344,0.135,-3.7,985.5,-0.7,15.200000,48.000000,120
2015-12-31T03:00:00,-70.6250,-11.9584,NaN,-3.6,985.0,-0.9,15.200000,48.000000,0
2015-12-31T04:00:00,-70.6250,-11.9584,NaN,-3.3,984.5,-1.3,15.200000,48.000000,60
2015-12-31T05:00:00,-70.6250,-11.9584,0.135,-3.1,984.3,-1.2,15.200000,48.000000,120
2015-12-31T06:00:00,-70.6276,-11.9712,NaN,-3.4,984.3,-0.7,15.200000,48.000000,0
2015-12-31T07:00:00,-70.6276,-11.9712,NaN,-3.4,984.2,-0.3,15.200000,48.000000,60
2015-12-31T08:00:00,-70.6276,-11.9712,0.051,-3.3,984.1,-0.2,15.200000,48.000000,120
2015-12-31T09:00:00,-70.6304,-11.9592,NaN,-2.5,984.1,-0.3,15.200000,48.000000,0
2015-12-31T10:00:00,-70.6304,-11.9592,NaN,-1.8,984.1,-0.1,15.200000,48.000000,60
2015-12-31T11:00:00,-70.6304,-11.9592,0.050,-1.0,984.0,-0.1,15.200000,48.000000,120
2015-12-31T12:00:00,-70.6278,-11.9638,NaN,-0.5,984.0,-0.1,15.200000,48.000000,0
2015-12-31T13:00:00,-70.6278,-11.9638,NaN,-0.1,983.8,-0.3,15.200000,48.000000,60
2015-12-31T14:00:00,-70.6278,-11.9638,0.031,-0.8,983.7,-0.3,15.200000,48.000000,120
2015-12-31T15:00:00,-70.6300,-11.9764,NaN,-0.4,983.7,-0.2,15.200000,48.000000,0
2015-12-31T16:00:00,-70.6300,-11.9764,NaN,-0.1,983.7,-0.1,15.200000,48.000000,60
2015-12-31T17:00:00,-70.6300,-11.9764,0.049,-0.0,983.7,0.0,15.200000,48.000000,120
2015-12-31T18:00:00,-70.6378,-11.9662,NaN,-0.2,984.1,0.4,15.200000,48.000000,0
2015-12-31T19:00:00,-70.6378,-11.9662,NaN,-0.3,984.2,0.5,15.200000,48.000000,60
2015-12-31T20:00:00,-70.6378,-11.9662,0.088,-0.7,984.4,0.7,15.200000,48.000000,120
2015-12-31T21:00:00,-70.6416,-11.9592,NaN,-1.7,984.6,0.5,15.200000,48.000000,0
2015-12-31T22:00:00,-70.6416,-11.9592,NaN,-2.9,984.8,0.6,15.200000,48.000000,60
2015-12-31T23:00:00,-70.6416,-11.9592,0.046,-3.1,984.6,0.2,15.200000,48.000000,120
2016-01-01T00:00:00,-70.6420,-11.9742,NaN,-3.1,985.0,0.4,15.200000,48.000000,0
2016-01-01T01:00:00,-70.6420,-11.9742,NaN,-3.4,985.3,0.6,15.200000,48.000000,60
2016-01-01T02:00:00,-70.6420,-11.9742,0.052,-4.0,985.6,1.0,15.200000,48.000000,120
2016-01-01T03:00:00,-70.6454,-12.0040,NaN,-4.5,985.8,0.7,15.200000,48.000000,0
2016-01-01T04:00:00,-70.6454,-12.0040,NaN,-5.5,986.1,0.7,15.200000,48.000000,60
2016-01-01T05:00:00,-70.6454,-12.0040,0.108,-4.9,986.4,0.7,15.200000,48.000000,120
2016-01-01T06:00:00,-70.6564,-12.0186,NaN,-3.0,986.6,0.9,15.200000,48.000000,0
2016-01-01T07:00:00,-70.6564,-12.0186,NaN,-2.5,986.9,0.8,15.200000,48.000000,60
2016-01-01T08:00:00,-70.6564,-12.0186,0.124,-1.6,987.3,0.9,15.200000,48.000000,120
2016-01-01T09:00:00,-70.6664,-12.0200,NaN,-1.1,987.8,1.2,15.200000,48.000000,0
2016-01-01T10:00:00,-70.6664,-12.0200,NaN,0.8,988.1,1.2,15.200000,48.000000,60
2016-01-01T11:00:00,-70.6664,-12.0200,0.103,1.2,988.5,1.2,15.200000,48.000000,120
2016-01-01T12:00:00,-70.6750,-12.0296,NaN,3.3,988.7,0.9,15.200000,48.000000,0
2016-01-01T13:00:00,-70.6750,-12.0296,NaN,3.6,988.9,0.9,15.200000,48.000000,60
2016-01-01T14:00:00,-70.6750,-12.0296,0.095,3.2,989.4,0.9,15.200000,48.000000,120
2016-01-01T15:00:00,-70.6872,-12.0408,NaN,3.2,989.6,0.8,15.200000,48.000000,0
2016-01-01T16:00:00,-70.6872,-12.0408,NaN,3.1,989.9,1.0,15.200000,48.000000,60
2016-01-01T17:00:00,-70.6872,-12.0408,NaN,3.8,990.2,0.8,15.200000,48.000000,120
2016-01-01T18:00:00,-70.7042,-12.0408,NaN,3.2,990.5,0.9,15.200000,48.000000,0
2016-01-01T19:00:00,-70.7042,-12.0408,NaN,1.6,991.0,1.1,15.200000,48.000000,60
2016-01-01T20:00:00,-70.7042,-12.0408,0.152,1.3,991.6,1.4,15.200000,48.000000,120
2016-01-01T21:00:00,-70.7198,-12.0320,NaN,0.1,991.9,1.4,15.200000,48.000000,0
2016-01-01T22:00:00,-70.7198,-12.0320,NaN,-0.7,992.3,1.3,15.200000,48.000000,60
2016-01-01T23:00:00,-70.7198,-12.0320,0.164,-1.4,992.7,1.1,15.200000,48.000000,120
2016-01-02T00:00:00,-70.7294,-12.0350,NaN,-1.9,992.9,1.0,15.200000,48.000000,0
2016-01-02T01:00:00,-70.7294,-12.0350,NaN,-2.1,993.1,0.8,15.200000,48.000000,60
2016-01-02T02:00:00,-70.7294,-12.0350,0.100,-2.4,993.2,0.5,15.200000,48.000000,120
2016-01-02T03:00:00,-70.7368,-12.0460,NaN,-2.6,993.3,0.4,15.200000,44.000000,0
2016-01-02T04:00:00,-70.7368,-12.0460,NaN,-2.8,993.4,0.3,15.200000,44.000000,60
2016-01-02T05:00:00,-70.7368,-12.0460,0.085,-2.8,993.5,0.3,15.200000,44.000000,120
2016-01-02T06:00:00,-70.7428,-12.0576,NaN,-2.5,993.7,0.4,15.200000,48.000000,0
2016-01-02T07:00:00,-70.7428,-12.0576,NaN,-2.0,994.0,0.7,15.200000,48.000000,60
2016-01-02T08:00:00,-70.7428,-12.0576,0.074,-2.0,994.3,0.7,15.200000,48.000000,120
2016-01-02T09:00:00,-70.7510,-12.0628,NaN,-1.8,994.3,0.6,15.200000,48.000000,0
2016-01-02T10:00:00,-70.7510,-12.0628,NaN,-1.1,994.4,0.3,15.200000,48.000000,60
2016-01-02T11:00:00,-70.7510,-12.0628,0.087,-0.6,994.5,0.2,15.200000,48.000000,120
2016-01-02T12:00:00,-70.7568,-12.0618,NaN,0.1,994.5,0.3,15.200000,48.000000,0
2016-01-02T13:00:00,-70.7568,-12.0618,NaN,0.9,994.4,0.0,15.200000,48.000000,60
2016-01-02T14:00:00,-70.7568,-12.0618,0.060,1.2,994.2,-0.3,15.200000,48.000000,120
2016-01-02T15:00:00,-70.7614,-12.0734,NaN,1.0,994.1,-0.5,15.200000,44.000000,0
2016-01-02T16:00:00,-70.7614,-12.0734,NaN,1.3,993.9,-0.5,15.200000,44.000000,60
2016-01-02T17:00:00,-70.7614,-12.0734,0.062,1.6,993.8,-0.4,15.200000,44.000000,120
2016-01-02T18:00:00,-70.7690,-12.0798,NaN,1.8,993.7,-0.3,15.200000,48.000000,0
2016-01-02T19:00:00,-70.7690,-12.0798,NaN,2.0,993.6,-0.3,15.200000,48.000000,60
2016-01-02T20:00:00,-70.7690,-12.0798,0.081,1.6,993.7,-0.1,15.200000,48.000000,120
2016-01-02T21:00:00,-70.7752,-12.0800,NaN,0.4,993.5,-0.2,15.200000,48.000000,0
2016-01-02T22:00:00,-70.7752,-12.0800,NaN,-0.7,993.4,-0.2,15.200000,48.000000,60
2016-01-02T23:00:00,-70.7752,-12.0800,0.064,-1.6,993.2,-0.5,15.200000,48.000000,120
2016-01-03T00:00:00,-70.7770,-12.0922,NaN,-2.5,992.8,-0.7,15.200000,48.000000,0
2016-01-03T01:00:00,-70.7770,-12.0922,NaN,-3.2,992.2,-1.2,15.200000,48.000000,60
2016-01-03T02:00:00,-70.7770,-12.0922,0.046,-3.4,991.8,-1.4,15.200000,48.000000,120
2016-01-03T03:00:00,-70.7788,-12.1062,NaN,-3.4,991.2,-1.6,15.200000,44.000000,0
2016-01-03T04:00:00,-70.7788,-12.1062,NaN,-3.1,990.4,-1.8,15.200000,44.000000,60
2016-01-03T05:00:00,-70.7788,-12.1062,0.051,-3.0,989.8,-2.0,15.200000,44.000000,120
2016-01-03T06:00:00,-70.7810,-12.1140,NaN,-2.9,989.2,-2.0,15.200000,48.000000,0
2016-01-03T07:00:00,-70.7810,-12.1140,NaN,-2.8,988.6,-1.8,15.200000,48.000000,60
