UTC Time,Device Name,GPS Latitude,GPS Latitude DMS_1,GPS Latitude DMS_2,GPS Latitude DMS_3,GPS Longitude,GPS Longitude DMS_1,GPS Longitude DMS_2,GPS Longitude DMS_3,Iridium Approx Latitude,Iridium Approx Latitude DMS_1,Iridium Approx Latitude DMS_2,Iridium Approx Latitude DMS_3,Iridium Approx Longitude,Iridium Approx Longitude DMS_1,Iridium Approx Longitude DMS_2,Iridium Approx Longitude DMS_3
24/Jul/2022 07:03:30,SB4 ICE11,-59.16372,-59,9,49.3753038346767,0.847708,0,50,51.7487537115812,-59.1661333333333,-59,9,58.0800000000096,0.839433333333333,0,50,21.96
24/Jul/2022 06:21:42,SB4 ICE11,-59.16442,-59,9,51.9021593034267,0.834691,0,50,4.88755689002573,-59.1661333333333,-59,9,58.0800000000096,0.839433333333333,0,50,21.96
24/Jul/2022 04:58:13,SB4 ICE11,-59.16582,-59,9,56.9558702409267,0.802086,0,48,7.50958425924182,-59.1665666666667,-59,9,59.6400000000102,0.769483333333333,0,46,10.1399999999997
24/Jul/2022 03:34:31,SB4 ICE11,-59.16682,-59,10,0.553894025506452,0.764648,0,45,52.7328729629517,-59.1673166666667,-59,10,2.34000000000094,0.629583333333333,0,37,46.4999999999997
24/Jul/2022 02:11:00,SB4 ICE11,-59.16808,-59,10,5.07202162407339,0.718845,0,43,7.84203568473458,-59.1669666666667,-59,10,1.08000000001027,0.699533333333333,0,41,58.32
24/Jul/2022 00:47:38,SB4 ICE11,-59.16329,-59,9,47.8372178971767,0.681682,0,40,54.0551651269197,-59.1669666666667,-59,10,1.08000000001027,0.699533333333333,0,41,58.32
24/Jul/2022 00:05:42,SB4 ICE11,-59.15844,-59,9,30.3964219987392,0.669824,0,40,11.3664147444069,-59.1673166666667,-59,10,2.34000000000094,0.629583333333333,0,37,46.4999999999997
23/Jul/2022 22:41:45,SB4 ICE11,-59.14511,-59,8,42.3999007791281,0.655916,0,39,21.2975123897195,-59.3452666666667,-59,20,42.9599999999937,3.44906666666667,3,26,56.6399999999986
23/Jul/2022 21:59:52,SB4 ICE11,-59.13704,-59,8,13.3410645648837,0.648883,0,38,55.9787448495626,-59.1673166666667,-59,10,2.34000000000094,0.629583333333333,0,37,46.4999999999997
23/Jul/2022 21:17:57,SB4 ICE11,-59.12844,-59,7,42.3870865255594,0.638639,0,38,19.1003037616611,-59.1492166666667,-59,8,57.1800000000053,0.559633333333333,0,33,34.6800000000002
23/Jul/2022 19:12:18,SB4 ICE11,-59.09856,-59,5,54.8034679144621,0.604875,0,36,17.5501009449363,-59.1183833333333,-59,7,6.18000000000052,0.55895,0,33,32.2199999999997
23/Jul/2022 17:48:36,SB4 ICE11,-59.08284,-59,4,58.2238778471947,0.587435,0,35,14.7660249844193,-59.08755,-59,5,15.1799999999923,0.558283333333333,0,33,29.8199999999999
23/Jul/2022 17:06:40,SB4 ICE11,-59.0762,-59,4,34.3148812651634,0.578356,0,34,42.0817002654076,-59.08755,-59,5,15.1799999999923,0.558283333333333,0,33,29.8199999999999
23/Jul/2022 15:42:35,SB4 ICE11,-59.06578,-59,3,56.8240329623222,0.555132,0,33,18.4750992804766,-59.08755,-59,5,15.1799999999923,0.558283333333333,0,33,29.8199999999999
23/Jul/2022 14:18:18,SB4 ICE11,-59.05799,-59,3,28.781433776021,0.526665,0,31,35.9939005225897,-59.0385666666667,-59,2,18.8400000000115,0.4879,0,29,16.44
23/Jul/2022 13:36:10,SB4 ICE11,-59.05499,-59,3,17.9736334830523,0.511288,0,30,40.6367540359497,-59.0693833333333,-59,4,9.77999999999213,0.4885,0,29,18.6
23/Jul/2022 12:54:08,SB4 ICE11,-59.05148,-59,3,5.31188948079944,0.493652,0,29,37.1471498161554,-59.0080166666667,-59,0,28.8600000000116,0.4177,0,25,3.71999999999999
23/Jul/2022 11:29:52,SB4 ICE11,-59.04604,-59,2,45.7287602126598,0.455233,0,27,18.8388269394636,-59.0388166666667,-59,2,19.7400000000158,0.4182,0,25,5.51999999999979
23/Jul/2022 10:47:56,SB4 ICE11,-59.0436,-59,2,36.9534306228161,0.435507,0,26,7.82519811764359,-59.0696166666667,-59,4,10.6199999999944,0.418716666666667,0,25,7.37999999999999
23/Jul/2022 10:05:49,SB4 ICE11,-59.04095,-59,2,27.4090580642223,0.415515,0,24,55.8540187776089,-59.0388166666667,-59,2,19.7400000000158,0.4182,0,25,5.51999999999979
23/Jul/2022 08:42:16,SB4 ICE11,-59.03293,-59,1,58.5562102496624,0.374526,0,22,28.2935801893473,-59.0390166666667,-59,2,20.4600000000141,0.3485,0,20,54.6
23/Jul/2022 08:00:14,SB4 ICE11,-59.02806,-59,1,41.0055544227362,0.353418,0,21,12.3047729954123,-59.0391833333333,-59,2,21.0600000000085,0.2788,0,16,43.6800000000002
23/Jul/2022 06:36:25,SB4 ICE11,-59.01859,-59,1,6.92047099582851,0.308525,0,18,30.689986422658,-59.0083833333333,-59,0,30.1800000000043,0.278466666666667,0,16,42.4799999999999
23/Jul/2022 05:54:37,SB4 ICE11,-59.01218,-59,0,43.8629150390625,0.286929,0,17,12.9444404505193,-59.0085166666667,-59,0,30.6599999999946,0.20885,0,12,31.86
23/Jul/2022 05:12:50,SB4 ICE11,-59.00466,-59,0,16.7816162109375,0.270189,0,16,12.6803543418646,-58.9898833333333,-58,59,23.5799999999898,0.278466666666667,0,16,42.4799999999999
23/Jul/2022 04:31:08,SB4 ICE11,-58.99636,-58,59,46.8988034874201,0.256419,0,15,23.1084108352661,-58.9593333333333,-58,57,33.5999999999899,0.139066666666667,0,8,20.6399999999999
23/Jul/2022 03:49:08,SB4 ICE11,0,0,0,0,0,0,0,0,-58.9900166666667,-58,59,24.0600000000057,0.20885,0,12,31.86
23/Jul/2022 03:07:28,SB4 ICE11,-58.98146,-58,58,53.2717891037464,0.233598,0,14,0.95277784857899,-58.9591,-58,57,32.7599999999876,0.278116666666667,0,16,41.2200000000001
23/Jul/2022 02:25:30,SB4 ICE11,-58.97426,-58,58,27.3303218185902,0.221051,0,13,15.7835729420185,-58.9900166666667,-58,59,24.0600000000057,0.20885,0,12,31.86
23/Jul/2022 01:43:50,SB4 ICE11,-58.96825,-58,58,5.71472165174782,0.209723,0,12,35.0027840584517,-58.9593333333333,-58,57,33.5999999999899,0.139066666666667,0,8,20.6399999999999
23/Jul/2022 01:01:52,SB4 ICE11,-58.96351,-58,57,48.6447136849165,0.201054,0,12,3.79442470148206,-58.9594,-58,57,33.8399999999979,0,0,0,0
22/Jul/2022 23:37:57,SB4 ICE11,-58.95639,-58,57,23.0053704231977,0.185647,0,11,8.32918519154191,-58.9901166666667,-58,59,24.4199999999921,0.139233333333333,0,8,21.24
22/Jul/2022 22:56:01,SB4 ICE11,-58.95516,-58,57,18.5833733528852,0.177433,0,10,38.7587953358889,-59.0334166666667,-59,2,0.300000000009959,1.25445,1,15,16.0200000000002
22/Jul/2022 22:13:42,SB4 ICE11,-58.95413,-58,57,14.8617547005415,0.166106,0,9,57.981600612402,-58.9593333333333,-58,57,33.5999999999899,0.139066666666667,0,8,20.6399999999999
22/Jul/2022 21:31:38,SB4 ICE11,-58.95284,-58,57,10.2337648160756,0.151541,0,9,5.54758063517511,-58.9593333333333,-58,57,33.5999999999899,0.139066666666667,0,8,20.6399999999999
22/Jul/2022 19:25:25,SB4 ICE11,-58.94686,-58,56,48.6868277192116,0.104027,0,6,14.4972106441855,-58.9593833333333,-58,57,33.7799999999959,0.0695333333333333,0,4,10.32
22/Jul/2022 18:43:33,SB4 ICE11,-58.94237,-58,56,32.5369253754616,0.085663,0,5,8.3867940120399,-59.0781166666667,-59,4,41.2199999999871,2.44406666666667,2,26,38.6399999999989
22/Jul/2022 18:01:34,SB4 ICE11,-58.93523,-58,56,6.8289184011519,0.066815,0,4,0.533986691152677,-58.9100833333333,-58,54,36.3000000000028,0.0694333333333333,0,4,9.96
22/Jul/2022 17:19:33,SB4 ICE11,-58.92632,-58,55,34.7625721246004,0.05199,0,3,7.16399503871799,-58.9408666666667,-58,56,27.120000000005,0,0,0,0
22/Jul/2022 16:37:31,SB4 ICE11,-58.91617,-58,54,58.2192979753017,0.039839,0,2,23.4203986823559,-59.0277833333333,-59,1,40.0199999999984,1.74203333333333,1,44,31.3199999999997
22/Jul/2022 15:55:34,SB4 ICE11,-58.90316,-58,54,11.3900760188699,0.028522,0,1,42.6791992038488,-58.9101,-58,54,36.3600000000048,0,0,0,0
22/Jul/2022 14:31:28,SB4 ICE11,-58.87623,-58,52,34.4219986349344,0.013737,0,0,49.4531985372305,-58.9803,-58,58,49.0799999999922,1.6008,1,36,2.87999999999968
22/Jul/2022 13:07:46,SB4 ICE11,-58.85184,-58,51,6.64123543538153,0.001287,0,0,4.63320007547736,-58.8300166666667,-58,49,48.0599999999839,0,0,0,0
22/Jul/2022 11:43:54,SB4 ICE11,-58.82892,-58,49,44.1064462065697,-0.014769,-0,0,53.1684000045061,-58.83,-58,49,47.9999999999819,-0.0692666666666667,-0,4,9.35999999999997
22/Jul/2022 08:56:36,SB4 ICE11,-58.79573,-58,47,44.6301274001598,-0.04035,-0,2,25.260005146265,-58.7993,-58,47,57.4800000000153,0,0,0,0
22/Jul/2022 08:14:45,SB4 ICE11,-58.79038,-58,47,25.3765873610973,-0.046686,-0,2,48.069604486227,-58.7806833333333,-58,46,50.4600000000124,0,0,0,0
22/Jul/2022 07:33:03,SB4 ICE11,-58.78552,-58,47,7.86712607368827,-0.054104,-0,3,14.774401858449,-58.7759333333333,-58,46,33.3600000000075,1.10701666666667,1,6,25.26
22/Jul/2022 06:51:22,SB4 ICE11,-58.78173,-58,46,54.2166139930487,-0.060723,-0,3,38.6027980595827,-58.7806833333333,-58,46,50.4600000000124,0,0,0,0
22/Jul/2022 04:04:21,SB4 ICE11,-58.77204,-58,46,19.3487551063299,-0.09075,-0,5,26.700004376471,-58.7806833333333,-58,46,50.4600000000124,0,0,0,0
22/Jul/2022 03:22:35,SB4 ICE11,-58.77176,-58,46,18.3187868446112,-0.099709,-0,5,58.9523859322071,-58.74995,-58,44,59.8199999999906,0.0691,0,4,8.75999999999998
22/Jul/2022 02:40:54,SB4 ICE11,-58.77148,-58,46,17.3437502235174,-0.111905,-0,6,42.8580053150654,-58.7806666666667,-58,46,50.4000000000104,-0.0691833333333333,-0,4,9.06
22/Jul/2022 01:17:26,SB4 ICE11,-58.77023,-58,46,12.8118898719549,-0.144294,-0,8,39.4583757966757,-58.7481166666667,-58,44,53.2200000000017,-0.6911,-0,41,27.9600000000001
22/Jul/2022 00:35:41,SB4 ICE11,-58.76913,-58,46,8.87054465711117,-0.161529,-0,9,41.5044151246548,-58.7806,-58,46,50.1600000000025,-0.138383333333333,-0,8,18.1800000000001
21/Jul/2022 23:11:56,SB4 ICE11,-58.76518,-58,45,54.6432495117188,-0.192079,-0,11,31.4843729138374,-58.6952666666667,-58,41,42.9600000000192,-1.17335,-1,10,24.0600000000001
21/Jul/2022 22:30:03,SB4 ICE11,-58.76307,-58,45,47.0626831054688,-0.204158,-0,12,14.9687748402357,-58.7806,-58,46,50.1600000000025,-0.138383333333333,-0,8,18.1800000000001
21/Jul/2022 21:48:09,SB4 ICE11,-58.75995,-58,45,35.8291625976562,-0.218125,-0,13,5.25000211782753,-58.7498833333333,-58,44,59.5800000000082,-0.138216666666667,-0,8,17.58
21/Jul/2022 21:06:09,SB4 ICE11,-58.75725,-58,45,26.1062622070312,-0.230082,-0,13,48.2952184975147,-58.7805166666667,-58,46,49.8599999999925,-0.207583333333333,-0,12,27.3
21/Jul/2022 20:24:07,SB4 ICE11,-58.75556,-58,45,20.0225830078125,-0.241645,-0,14,29.9219761043787,-58.7498,-58,44,59.2799999999983,-0.207333333333333,-0,12,26.3999999999999
21/Jul/2022 19:42:05,SB4 ICE11,-58.75377,-58,45,13.568115234375,-0.252053,-0,15,7.3907732963562,-58.7498,-58,44,59.2799999999983,-0.207333333333333,-0,12,26.3999999999999
21/Jul/2022 19:00:06,SB4 ICE11,0,0,0,0,0,0,0,0,-58.7806,-58,46,50.1600000000025,0.138383333333333,0,8,18.1800000000001
21/Jul/2022 18:18:16,SB4 ICE11,-58.75212,-58,45,7.62176513671875,-0.272065,-0,16,19.4340493530035,-58.7496666666667,-58,44,58.8000000000079,-0.27645,-0,16,35.2199999999999
21/Jul/2022 17:36:05,SB4 ICE11,-58.75194,-58,45,6.976318359375,-0.280718,-0,16,50.5847956985235,-58.7803833333333,-58,46,49.3800000000022,-0.276783333333333,-0,16,36.42
21/Jul/2022 16:54:18,SB4 ICE11,-58.75312,-58,45,11.2335205078125,-0.288794,-0,17,19.6584396064281,-58.7487833333333,-58,44,55.6200000000047,-0.552883333333333,-0,33,10.3800000000001
21/Jul/2022 14:48:13,SB4 ICE11,-58.75765,-58,45,27.5344848632812,-0.317515,-0,19,3.0539489351213,-58.7276833333333,-58,43,39.6599999999864,-0.9675,-0,58,2.99999999999967
21/Jul/2022 14:06:12,SB4 ICE11,-58.76064,-58,45,38.3010864257812,-0.328353,-0,19,42.0707568526268,-58.7802166666667,-58,46,48.7800000000078,-0.345983333333333,-0,20,45.5400000000002
21/Jul/2022 11:59:52,SB4 ICE11,-58.76619,-58,45,58.2962036132812,-0.358838,-0,21,31.8167723715305,-58.7499666666667,-58,44,59.8799999999926,0,0,0,0
21/Jul/2022 07:06:33,SB4 ICE11,-58.77352,-58,46,24.6633913367987,-0.408261,-0,24,29.7396026551723,-58.7802166666667,-58,46,48.7800000000078,-0.345983333333333,-0,20,45.5400000000002
21/Jul/2022 03:37:40,SB4 ICE11,-58.78352,-58,47,0.671081518521532,-0.440481,-0,26,25.7316263392568,-58.7499666666667,-58,44,59.8799999999926,0,0,0,0
21/Jul/2022 02:14:07,SB4 ICE11,-58.78761,-58,47,15.3790287673473,-0.456535,-0,27,23.5260408371687,-58.7800166666667,-58,46,48.0600000000095,-0.415166666666667,-0,24,54.6
20/Jul/2022 23:26:50,SB4 ICE11,-58.80093,-58,48,3.36181644815952,-0.484058,-0,29,2.60877369437367,-58.6951666666667,-58,41,42.6000000000073,-3.52463333333333,-3,31,28.6800000000008
20/Jul/2022 22:44:54,SB4 ICE11,-58.80544,-58,48,19.5941168814898,-0.493592,-0,29,36.9311783462763,-58.82935,-58,49,45.659999999981,-0.415666666666667,-0,24,56.4
20/Jul/2022 19:57:02,SB4 ICE11,-58.81948,-58,49,10.1174927316606,-0.54373,-0,32,37.4280743300915,-58.8291166666667,-58,49,44.8199999999787,-0.48495,-0,29,5.82000000000016
20/Jul/2022 18:32:48,SB4 ICE11,-58.82339,-58,49,24.1937248036265,-0.568673,-0,34,7.22285276278853,-58.8291166666667,-58,49,44.8199999999787,-0.48495,-0,29,5.82000000000016
20/Jul/2022 17:51:01,SB4 ICE11,-58.82551,-58,49,31.8292245268822,-0.578991,-0,34,44.3675860762596,-58.8288333333333,-58,49,43.799999999996,-0.554233333333333,-0,33,15.2399999999995
