time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),submerged_boolean (none),accelometer_variance (),sampling_ratio (s)
2019-01-27T15:00:26,-65.7597,-60.6942,0.041,-1.1,983.0,-1.0,0.0,3.0,60.0
2019-01-27T16:00:25,-65.7600,-60.6907,0.046,-0.7,982.5,-0.8,0.0,5.0,60.0
2019-01-27T17:00:25,-65.7605,-60.6863,0.059,-0.2,982.2,-1.1,0.0,5.0,60.0
2019-01-27T18:00:54,-65.7617,-60.6808,0.078,0.2,981.8,-1.2,0.0,4.0,60.0
2019-01-27T19:00:26,-65.7635,-60.6749,0.094,0.1,981.3,-1.2,0.0,4.0,60.0
2019-01-27T20:00:25,-65.7653,-60.6692,0.092,-0.1,980.8,-1.4,0.0,3.0,60.0
2019-01-27T21:00:25,-65.7665,-60.6637,0.079,-1.2,980.5,-1.3,0.0,4.0,60.0
2019-01-27T22:00:54,-65.7670,-60.6593,0.057,-1.1,980.1,-1.2,0.0,5.0,60.0
2019-01-27T23:00:26,-65.7668,-60.6563,0.039,-1.5,979.7,-1.1,0.0,4.0,60.0
2019-01-28T00:00:25,-65.7657,-60.6541,0.043,-1.8,979.5,-1.0,0.0,3.0,60.0
2019-01-28T01:00:25,-65.7638,-60.6519,0.065,-2.0,979.1,-1.0,0.0,4.0,60.0
2019-01-28T02:00:54,-65.7614,-60.6499,0.079,-1.9,978.8,-0.9,0.0,4.0,60.0
2019-01-28T03:00:26,-65.7591,-60.6474,0.079,-2.1,978.6,-0.9,0.0,5.0,60.0
2019-01-28T04:00:25,-65.7569,-60.6455,0.073,-2.2,977.8,-1.3,0.0,5.0,60.0
2019-01-28T05:00:54,-65.7549,-60.6448,0.062,-2.2,977.8,-1.0,0.0,3.0,60.0
2019-01-28T06:00:26,-65.7532,-60.6448,0.052,-2.4,977.5,-1.1,0.0,4.0,60.0
2019-01-28T07:00:25,-65.7531,-60.6452,0.007,-2.1,977.7,-0.1,0.0,3.0,60.0
2019-01-28T08:00:54,-65.7545,-60.6429,0.053,-1.9,977.7,-0.1,0.0,5.0,60.0
2019-01-28T09:00:26,-65.7564,-60.6389,0.078,-1.4,977.6,0.1,0.0,4.0,60.0
2019-01-28T10:00:25,-65.7577,-60.6345,0.069,-1.9,977.3,-0.4,0.0,5.0,60.0
2019-01-28T11:00:54,-65.7582,-60.6311,0.046,-1.7,977.4,-0.3,0.0,3.0,60.0
2019-01-28T12:00:26,-65.7582,-60.6280,0.040,-1.2,977.1,-0.5,0.0,4.0,60.0
2019-01-28T13:00:25,-65.7580,-60.6246,0.043,-0.1,977.0,-0.3,0.0,4.0,60.0
2019-01-28T14:00:54,-65.7574,-60.6206,0.055,0.7,977.1,-0.3,0.0,4.0,60.0
2019-01-28T15:00:26,-65.7561,-60.6166,0.065,1.1,977.2,0.1,0.0,4.0,60.0
2019-01-28T16:00:26,-65.7545,-60.6129,0.067,1.9,977.2,0.2,0.0,4.0,60.0
2019-01-28T17:00:26,-65.7529,-60.6096,0.066,2.3,977.2,0.1,0.0,2.0,60.0
2019-01-28T18:00:54,-65.7514,-60.6062,0.064,2.1,977.2,0.0,0.0,4.0,60.0
2019-01-28T19:00:26,-65.7496,-60.6036,0.065,0.9,977.2,0.0,0.0,7.0,60.0
2019-01-28T20:00:25,-65.7474,-60.6020,0.070,0.5,977.5,0.3,0.0,4.0,60.0
2019-01-28T21:00:27,-65.7455,-60.6015,0.060,0.3,977.8,0.6,0.0,3.0,60.0
2019-01-28T22:00:54,-65.7434,-60.6023,0.066,0.2,978.0,0.8,0.0,3.0,60.0
2019-01-28T23:00:26,-65.7406,-60.6063,0.101,-1.4,978.4,0.9,0.0,4.0,60.0
2019-01-29T00:00:26,-65.7374,-60.6114,0.118,-1.5,978.6,0.8,0.0,4.0,60.0
2019-01-29T01:00:26,-65.7337,-60.6153,0.127,-1.4,978.9,0.9,0.0,4.0,60.0
2019-01-29T02:00:54,-65.7298,-60.6177,0.122,-1.4,979.1,0.7,0.0,4.0,60.0
2019-01-29T03:00:26,-65.7263,-60.6171,0.109,-1.6,979.3,0.7,0.0,4.0,60.0
2019-01-29T04:00:26,-65.7224,-60.6145,0.125,-1.8,979.3,0.4,0.0,4.0,60.0
2019-01-29T05:00:26,-65.7181,-60.6105,0.144,-1.6,979.5,0.4,0.0,5.0,60.0
2019-01-29T06:00:54,-65.7146,-60.6057,0.124,-1.3,979.6,0.3,0.0,4.0,60.0
2019-01-29T07:00:26,-65.7124,-60.6017,0.085,-1.1,980.0,0.7,0.0,5.0,60.0
2019-01-29T08:00:25,-65.7112,-60.5995,0.047,-1.9,980.3,0.8,0.0,4.0,60.0
2019-01-29T09:00:25,-65.7106,-60.5987,0.022,-1.2,980.7,1.1,0.0,4.0,60.0
2019-01-29T10:00:54,-65.7105,-60.5997,0.013,-1.6,981.1,1.1,0.0,3.0,60.0
2019-01-29T11:00:26,-65.7110,-60.6013,0.026,-1.4,981.6,1.3,0.0,4.0,60.0
2019-01-29T12:00:25,-65.7118,-60.6020,0.028,-1.3,981.6,0.9,0.0,6.0,60.0
2019-01-29T13:00:27,-65.7124,-60.6022,0.018,0.8,981.8,0.7,0.0,2.0,60.0
2019-01-29T14:00:54,-65.7125,-60.6025,0.004,0.3,982.1,0.5,0.0,4.0,60.0
2019-01-29T15:00:26,-65.7115,-60.6048,0.043,-1.3,982.2,0.6,0.0,5.0,60.0
2019-01-29T16:00:25,-65.7093,-60.6097,0.092,-0.5,982.2,0.4,0.0,3.0,60.0
2019-01-29T17:00:25,-65.7069,-60.6182,0.131,0.8,982.7,0.6,0.0,5.0,60.0
2019-01-29T18:00:54,-65.7050,-60.6292,0.151,1.4,983.0,0.8,0.0,5.0,60.0
2019-01-29T19:00:26,-65.7034,-60.6415,0.167,1.9,983.2,1.0,0.0,3.0,60.0
2019-01-29T20:00:26,-65.7026,-60.6545,0.168,-0.1,983.6,0.9,0.0,4.0,60.0
2019-01-29T21:00:27,-65.7029,-60.6680,0.172,0.1,984.1,1.1,0.0,4.0,60.0
2019-01-29T22:00:54,-65.7042,-60.6815,0.176,0.8,984.3,1.1,0.0,6.0,60.0
2019-01-29T23:00:26,-65.7067,-60.6933,0.171,0.4,984.6,1.0,0.0,4.0,60.0
2019-01-30T00:00:26,-65.7097,-60.7028,0.153,0.1,985.1,1.0,0.0,4.0,60.0
2019-01-30T01:00:27,-65.7121,-60.7078,0.098,-0.8,985.7,1.4,0.0,4.0,60.0
2019-01-30T02:00:54,-65.7142,-60.7104,0.071,-2.1,986.2,1.6,0.0,5.0,60.0
2019-01-30T03:00:26,-65.7160,-60.7114,0.059,-1.9,986.5,1.4,0.0,3.0,60.0
2019-01-30T04:00:27,-65.7176,-60.7123,0.050,-1.4,986.7,1.0,0.0,5.0,60.0
2019-01-30T05:00:26,-65.7191,-60.7124,0.047,-2.2,987.1,0.9,0.0,3.0,60.0
2019-01-30T06:00:54,-65.7204,-60.7122,0.041,-2.6,987.1,0.6,0.0,4.0,60.0
2019-01-30T07:00:26,-65.7217,-60.7115,0.041,-2.5,987.2,0.5,0.0,4.0,60.0
2019-01-30T08:00:25,-65.7233,-60.7104,0.050,-2.7,987.7,0.6,0.0,3.0,60.0
2019-01-30T09:00:26,-65.7253,-60.7106,0.062,-3.0,988.3,1.2,0.0,5.0,60.0
2019-01-30T10:00:54,-65.7276,-60.7117,0.073,-2.3,988.8,1.6,0.0,6.0,60.0
2019-01-30T11:00:26,-65.7304,-60.7127,0.090,-1.5,989.2,1.5,0.0,4.0,60.0
2019-01-30T12:00:25,-65.7336,-60.7164,0.108,-1.2,989.6,1.3,0.0,3.0,60.0
2019-01-30T13:00:25,-65.7372,-60.7236,0.144,-2.1,989.9,1.1,0.0,5.0,60.0
2019-01-30T14:00:54,-65.7411,-60.7315,0.156,-0.3,990.0,0.8,0.0,4.0,60.0
2019-01-30T15:00:26,-65.7446,-60.7404,0.158,-1.4,990.3,0.7,0.0,5.0,60.0
2019-01-30T16:00:25,-65.7478,-60.7505,0.163,-3.4,990.7,0.8,0.0,5.0,60.0
2019-01-30T17:00:25,-65.7502,-60.7607,0.148,-2.8,990.8,0.8,0.0,4.0,60.0
2019-01-30T18:00:54,-65.7511,-60.7706,0.128,-1.0,991.1,0.8,0.0,4.0,60.0
2019-01-30T19:00:26,-65.7503,-60.7798,0.120,0.0,991.4,0.7,0.0,5.0,60.0
2019-01-30T20:00:25,-65.7494,-60.7888,0.119,0.5,991.6,0.8,0.0,5.0,60.0
2019-01-30T21:00:26,-65.7481,-60.7980,0.123,-0.7,991.8,0.7,0.0,4.0,60.0
2019-01-30T22:00:54,-65.7473,-60.8073,0.120,-3.6,992.3,0.9,0.0,4.0,60.0
2019-01-30T23:00:28,-65.7467,-60.8161,0.115,-4.2,992.5,0.9,0.0,4.0,60.0
2019-01-31T00:00:26,-65.7463,-60.8240,0.102,-4.4,992.8,1.0,0.0,5.0,60.0
2019-01-31T01:00:25,-65.7465,-60.8316,0.097,-4.3,993.0,0.7,0.0,4.0,60.0
2019-01-31T02:00:54,-65.7474,-60.8385,0.092,-4.6,993.3,0.8,0.0,4.0,60.0
2019-01-31T03:00:26,-65.7486,-60.8443,0.083,-4.8,993.5,0.7,0.0,6.0,60.0
2019-01-31T04:00:25,-65.7501,-60.8498,0.084,-5.1,993.5,0.5,0.0,5.0,60.0
2019-01-31T05:00:25,-65.7521,-60.8540,0.083,-4.9,993.8,0.5,0.0,7.0,60.0
2019-01-31T06:00:54,-65.7542,-60.8576,0.077,-4.3,994.1,0.6,0.0,4.0,60.0
2019-01-31T07:00:26,-65.7563,-60.8600,0.074,-4.2,994.5,1.0,0.0,4.0,60.0
2019-01-31T08:00:25,-65.7588,-60.8615,0.078,-4.2,994.6,0.8,0.0,6.0,60.0
2019-01-31T09:00:25,-65.7613,-60.8624,0.079,-3.5,995.2,1.1,0.0,3.0,60.0
2019-01-31T10:00:54,-65.7640,-60.8630,0.082,-3.1,995.5,1.0,0.0,3.0,60.0
2019-01-31T11:00:26,-65.7666,-60.8639,0.084,-3.1,995.8,1.2,0.0,4.0,60.0
2019-01-31T12:00:25,-65.7693,-60.8657,0.086,-2.6,996.0,0.8,0.0,4.0,60.0
2019-01-31T13:00:25,-65.7718,-60.8684,0.085,-2.3,996.0,0.5,0.0,4.0,60.0
2019-01-31T14:00:54,-65.7742,-60.8724,0.089,-1.6,996.0,0.2,0.0,4.0,60.0
2019-01-31T15:00:26,-65.7765,-60.8775,0.096,-0.3,996.0,0.0,0.0,3.0,60.0
2019-01-31T16:00:25,-65.7784,-60.8837,0.098,1.0,996.0,0.0,0.0,3.0,60.0
2019-01-31T17:00:25,-65.7797,-60.8912,0.104,1.8,995.9,-0.1,0.0,4.0,60.0
2019-01-31T18:00:54,-65.7807,-60.8998,0.113,1.2,995.9,-0.1,0.0,3.0,60.0
2019-01-31T19:00:26,-65.7810,-60.9085,0.112,2.2,995.9,-0.1,0.0,4.0,60.0
2019-01-31T20:00:25,-65.7809,-60.9176,0.117,2.3,995.9,0.0,0.0,4.0,60.0
2019-01-31T21:00:54,-65.7806,-60.9271,0.120,0.6,995.9,0.0,0.0,3.0,60.0
2019-01-31T22:00:26,-65.7805,-60.9362,0.116,-0.3,996.1,0.2,0.0,6.0,60.0
2019-01-31T23:00:25,-65.7806,-60.9449,0.111,-1.4,996.2,0.3,0.0,5.0,60.0
2019-02-01T00:00:54,-65.7808,-60.9531,0.103,-1.1,996.2,0.3,0.0,5.0,60.0
2019-02-01T01:00:26,-65.7810,-60.9611,0.103,-1.4,996.2,0.1,0.0,3.0,60.0
2019-02-01T02:00:25,-65.7811,-60.9690,0.100,-1.7,996.3,0.1,0.0,6.0,60.0
2019-02-01T03:00:25,-65.7812,-60.9766,0.097,-2.0,996.4,0.2,0.0,3.0,60.0
2019-02-01T04:00:54,-65.7815,-60.9842,0.095,-2.2,996.5,0.3,0.0,5.0,60.0
2019-02-01T05:00:26,-65.7818,-60.9916,0.096,-2.3,996.5,0.2,0.0,6.0,60.0
2019-02-01T06:00:25,-65.7823,-60.9987,0.091,-2.2,996.6,0.2,0.0,6.0,60.0
2019-02-01T07:00:55,-65.7827,-61.0047,0.077,-2.4,996.8,0.3,0.0,3.0,60.0
2019-02-01T08:00:26,-65.7829,-61.0098,0.065,-2.4,997.2,0.7,0.0,4.0,60.0
2019-02-01T09:00:26,-65.7830,-61.0146,0.060,-2.2,997.5,0.9,0.0,4.0,60.0
2019-02-01T10:00:55,-65.7829,-61.0192,0.059,-2.0,997.7,0.9,0.0,4.0,60.0
2019-02-01T11:00:26,-65.7828,-61.0237,0.057,-1.3,998.0,0.8,0.0,5.0,60.0
2019-02-01T12:00:26,-65.7829,-61.0284,0.060,-1.1,998.4,0.9,0.0,4.0,60.0
2019-02-01T13:00:26,-65.7830,-61.0337,0.068,-0.1,998.6,0.9,0.0,3.0,60.0
2019-02-01T14:00:55,-65.7832,-61.0399,0.078,1.0,998.7,0.7,0.0,5.0,60.0
2019-02-01T15:00:26,-65.7833,-61.0465,0.085,1.7,998.7,0.3,0.0,4.0,60.0
2019-02-01T16:00:26,-65.7834,-61.0540,0.095,2.4,998.6,0.0,0.0,5.0,60.0
2019-02-01T17:00:54,-65.7832,-61.0623,0.105,2.4,998.7,0.0,0.0,4.0,60.0
2019-02-01T18:00:25,-65.7827,-61.0707,0.110,2.5,998.8,0.1,0.0,3.0,60.0
2019-02-01T19:00:25,-65.7819,-61.0792,0.111,2.4,999.0,0.4,0.0,6.0,60.0
2019-02-01T20:00:54,-65.7807,-61.0874,0.109,2.2,998.8,0.1,0.0,6.0,60.0
2019-02-01T21:00:26,-65.7792,-61.0942,0.099,2.5,998.6,-0.2,0.0,6.0,60.0
2019-02-01T22:00:25,-65.7780,-61.0976,0.058,1.7,998.9,-0.1,0.0,2.0,60.0
2019-02-01T23:00:25,-65.7765,-61.1009,0.063,0.7,999.1,0.3,0.0,4.0,60.0
2019-02-02T00:00:54,-65.7746,-61.1038,0.067,-0.4,999.1,0.5,0.0,4.0,60.0
2019-02-02T01:00:26,-65.7734,-61.1062,0.050,-1.1,998.9,0.0,0.0,3.0,60.0
2019-02-02T02:00:25,-65.7722,-61.1091,0.052,-2.0,998.7,-0.4,0.0,4.0,60.0
2019-02-02T03:00:25,-65.7710,-61.1123,0.054,-1.6,998.6,-0.5,0.0,5.0,60.0
2019-02-02T04:00:54,-65.7698,-61.1144,0.045,-1.6,998.3,-0.6,0.0,6.0,60.0
2019-02-02T05:00:27,-65.7684,-61.1157,0.047,-2.8,997.7,-1.0,0.0,5.0,60.0
2019-02-02T06:00:26,-65.7674,-61.1170,0.037,-3.0,997.4,-1.2,0.0,5.0,60.0
2019-02-02T07:00:55,-65.7664,-61.1181,0.034,-3.3,997.2,-1.1,0.0,6.0,60.0
2019-02-02T08:00:26,-65.7660,-61.1188,0.015,-3.1,996.9,-0.8,0.0,4.0,60.0
2019-02-02T09:00:26,-65.7660,-61.1189,0.003,-3.1,996.4,-1.0,0.0,5.0,60.0
2019-02-02T10:00:55,-65.7659,-61.1189,0.002,-2.5,995.8,-1.4,0.0,4.0,60.0
2019-02-02T11:00:26,-65.7661,-61.1188,0.004,-2.0,995.2,-1.7,0.0,4.0,60.0
2019-02-02T12:00:26,-65.7660,-61.1192,0.004,-1.6,994.9,-1.5,0.0,3.0,60.0
2019-02-02T13:00:55,-65.7660,-61.1200,0.010,-0.9,994.2,-1.6,0.0,5.0,60.0
2019-02-02T14:00:26,-65.7661,-61.1212,0.016,0.8,993.5,-1.7,0.0,7.0,60.0
2019-02-02T15:00:26,-65.7661,-61.1221,0.011,2.3,992.7,-2.2,0.0,4.0,60.0
2019-02-02T16:00:55,-65.7658,-61.1222,0.009,0.7,991.7,-2.5,0.0,3.0,60.0
2019-02-02T17:00:26,-65.7651,-61.1234,0.026,1.2,990.9,-2.6,0.0,4.0,60.0
2019-02-02T18:00:25,-65.7647,-61.1256,0.031,1.5,989.9,-2.8,0.0,3.0,60.0
2019-02-02T19:00:25,-65.7640,-61.1278,0.034,0.9,988.8,-2.9,0.0,4.0,60.0
2019-02-02T20:00:54,-65.7625,-61.1303,0.056,-0.3,987.9,-3.0,0.0,5.0,60.0
2019-02-02T21:00:26,-65.7617,-61.1318,0.033,-0.3,986.4,-3.5,0.0,4.0,60.0
2019-02-02T22:00:25,-65.7614,-61.1317,0.009,0.8,986.1,-2.7,0.0,4.0,60.0
2019-02-02T23:00:25,-65.7606,-61.1314,0.024,-1.1,984.3,-3.6,0.0,5.0,60.0
2019-02-03T00:00:54,-65.7601,-61.1316,0.016,-1.1,983.9,-2.5,0.0,4.0,60.0
2019-02-03T01:00:26,-65.7601,-61.1316,0.001,-1.7,982.7,-3.4,0.0,4.0,60.0
2019-02-03T02:00:25,-65.7601,-61.1316,0.001,-1.9,982.2,-2.1,0.0,4.0,60.0
2019-02-03T03:00:25,-65.7602,-61.1315,0.001,-1.7,981.8,-2.1,0.0,5.0,60.0
2019-02-03T04:00:54,-65.7602,-61.1316,0.000,-1.9,981.9,-0.8,0.0,6.0,60.0
2019-02-03T05:00:26,-65.7602,-61.1316,0.000,-1.9,981.8,-0.4,0.0,5.0,60.0
2019-02-03T06:00:25,-65.7602,-61.1316,0.000,-1.9,982.3,0.5,0.0,4.0,60.0
2019-02-03T07:00:54,-65.7602,-61.1316,NaN,-1.9,983.3,1.4,0.0,5.0,60.0
2019-02-03T08:00:26,-65.7602,-61.1316,0.000,-2.0,984.9,3.1,0.0,4.0,60.0
2019-02-03T09:00:25,-65.7602,-61.1316,0.000,-1.9,986.1,3.8,0.0,6.0,60.0
2019-02-03T10:00:54,-65.7603,-61.1313,0.005,-0.9,987.1,3.8,0.0,4.0,60.0
2019-02-03T11:00:26,-65.7610,-61.1306,0.023,-0.5,987.9,3.0,0.0,5.0,60.0
2019-02-03T12:00:25,-65.7621,-61.1294,0.038,0.6,988.9,2.8,0.0,4.0,60.0
2019-02-03T13:00:25,-65.7636,-61.1280,0.050,1.3,988.9,1.8,0.0,3.0,60.0
2019-02-03T14:00:54,-65.7655,-61.1260,0.064,2.0,989.2,1.3,0.0,4.0,60.0
2019-02-03T15:00:26,-65.7676,-61.1245,0.068,1.2,988.6,-0.3,0.0,3.0,60.0
2019-02-03T16:00:25,-65.7697,-61.1246,0.063,1.3,988.5,-0.4,0.0,6.0,60.0
2019-02-03T17:00:54,-65.7714,-61.1267,0.061,0.7,987.7,-1.5,0.0,3.0,60.0
2019-02-03T18:00:26,-65.7729,-61.1279,0.048,0.8,987.5,-1.1,0.0,4.0,60.0
2019-02-03T19:00:25,-65.7733,-61.1280,0.011,0.8,986.3,-2.2,0.0,3.0,60.0
2019-02-03T20:00:54,-65.7733,-61.1282,0.002,-0.1,985.2,-2.5,0.0,5.0,60.0
2019-02-03T21:00:26,-65.7733,-61.1286,0.005,-0.2,984.5,-3.0,0.0,5.0,60.0
2019-02-03T22:00:25,-65.7733,-61.1284,0.003,-0.3,984.0,-2.3,0.0,5.0,60.0
2019-02-03T23:00:25,-65.7732,-61.1283,0.002,-0.8,982.7,-2.5,0.0,3.0,60.0
2019-02-04T00:00:54,-65.7733,-61.1279,0.004,-0.9,981.2,-3.3,0.0,4.0,60.0
2019-02-04T01:00:26,-65.7733,-61.1274,0.007,-1.2,980.1,-3.9,0.0,4.0,60.0
2019-02-04T02:00:25,-65.7733,-61.1279,0.006,-1.4,978.6,-4.1,0.0,3.0,60.0
2019-02-04T03:00:25,-65.7733,-61.1291,0.015,-1.6,977.6,-3.6,0.0,5.0,60.0
2019-02-04T04:00:54,-65.7734,-61.1304,0.017,-2.1,977.3,-2.8,0.0,3.0,60.0
2019-02-04T05:00:26,-65.7734,-61.1311,0.009,-1.9,976.7,-1.9,0.0,5.0,60.0
2019-02-04T06:00:25,-65.7735,-61.1315,0.006,-3.2,976.1,-1.5,0.0,3.0,60.0
2019-02-04T07:00:54,-65.7738,-61.1315,0.011,-4.0,976.2,-1.1,0.0,2.0,60.0
2019-02-04T08:00:26,-65.7751,-61.1298,0.044,-4.2,975.6,-1.1,0.0,3.0,60.0
2019-02-04T09:00:26,-65.7768,-61.1263,0.069,-4.1,975.7,-0.4,0.0,3.0,60.0
2019-02-04T10:00:54,-65.7789,-61.1205,0.098,-3.6,975.9,-0.3,0.0,3.0,60.0
2019-02-04T11:00:26,-65.7808,-61.1148,0.096,-2.4,975.4,-0.2,0.0,2.0,60.0
2019-02-04T12:00:25,-65.7827,-61.1098,0.085,0.0,975.2,-0.5,0.0,5.0,60.0
2019-02-04T13:00:25,-65.7845,-61.1062,0.073,2.0,974.8,-1.1,0.0,4.0,60.0
2019-02-04T14:00:54,-65.7871,-61.1026,0.090,3.1,975.0,-0.4,0.0,4.0,60.0
2019-02-04T15:00:26,-65.7899,-61.0997,0.097,3.4,974.6,-0.6,0.0,4.0,60.0
2019-02-04T16:00:25,-65.7929,-61.0980,0.093,3.5,974.4,-0.4,0.0,5.0,60.0
2019-02-04T17:00:54,-65.7958,-61.0969,0.093,2.7,973.9,-1.1,0.0,4.0,60.0
2019-02-04T18:00:26,-65.7984,-61.0964,0.080,2.5,973.7,-0.9,0.0,4.0,60.0
2019-02-04T19:00:25,-65.8006,-61.0965,0.068,2.4,973.3,-1.1,0.0,3.0,60.0
2019-02-04T20:00:54,-65.8021,-61.0967,0.048,2.2,973.3,-0.6,0.0,3.0,60.0
2019-02-04T21:00:26,-65.8030,-61.0978,0.031,2.7,973.1,-0.6,0.0,4.0,60.0
2019-02-04T22:00:25,-65.8033,-61.1001,0.031,1.9,973.1,-0.2,0.0,2.0,60.0
2019-02-04T23:00:25,-65.8031,-61.1023,0.028,1.4,973.3,0.0,0.0,5.0,60.0
2019-02-05T00:00:54,-65.8030,-61.1037,0.018,0.3,973.6,0.5,0.0,4.0,60.0
2019-02-05T01:00:26,-65.8033,-61.1032,0.010,-0.3,974.5,1.4,0.0,4.0,60.0
2019-02-05T02:00:25,-65.8031,-61.1015,0.022,-1.3,975.5,2.2,0.0,3.0,60.0
2019-02-05T03:00:25,-65.8003,-61.1011,0.088,-0.9,976.0,2.4,0.0,5.0,60.0
2019-02-05T04:00:54,-65.7947,-61.1063,0.183,-1.2,976.7,2.2,0.0,4.0,60.0
2019-02-05T05:00:26,-65.7893,-61.1138,0.195,-1.4,977.8,2.3,0.0,4.0,60.0
2019-02-05T06:00:25,-65.7834,-61.1204,0.200,-2.0,978.2,2.2,0.0,4.0,60.0
2019-02-05T07:00:54,-65.7809,-61.1229,0.083,-2.9,979.3,2.6,0.0,3.0,60.0
2019-02-05T08:00:26,-65.7810,-61.1228,0.004,-3.2,980.0,2.2,0.0,5.0,60.0
2019-02-05T09:00:25,-65.7819,-61.1222,0.028,-2.4,980.3,2.1,0.0,4.0,60.0
2019-02-05T10:00:54,-65.7836,-61.1194,0.064,-1.9,981.1,1.8,0.0,4.0,60.0
2019-02-05T11:00:26,-65.7853,-61.1139,0.087,-1.1,981.6,1.6,0.0,4.0,60.0
2019-02-05T12:00:25,-65.7870,-61.1061,0.113,0.2,981.8,1.5,0.0,4.0,60.0
2019-02-05T13:00:25,-65.7887,-61.0972,0.124,1.6,982.4,1.3,0.0,4.0,60.0
2019-02-05T14:00:54,-65.7899,-61.0882,0.119,3.1,982.9,1.3,0.0,4.0,60.0
2019-02-05T15:00:27,-65.7908,-61.0815,0.092,3.5,983.6,1.8,0.0,3.0,60.0
2019-02-05T16:00:25,-65.7919,-61.0772,0.062,1.6,984.3,1.9,0.0,4.0,60.0
2019-02-05T17:00:54,-65.7928,-61.0758,0.034,2.0,984.4,1.5,0.0,4.0,60.0
2019-02-05T18:00:26,-65.7940,-61.0773,0.042,0.4,984.8,1.2,0.0,5.0,60.0
2019-02-05T19:00:25,-65.7957,-61.0796,0.059,0.0,985.3,1.0,0.0,4.0,60.0
2019-02-05T20:00:54,-65.7972,-61.0831,0.064,-0.6,985.2,0.8,0.0,4.0,60.0
2019-02-05T21:00:26,-65.7988,-61.0893,0.094,-0.8,985.4,0.6,0.0,4.0,60.0
2019-02-05T22:00:25,-65.8004,-61.0942,0.080,-1.4,985.8,0.5,0.0,4.0,60.0
2019-02-05T23:00:25,-65.8011,-61.0958,0.029,-1.8,986.3,1.1,0.0,3.0,60.0
2019-02-06T00:00:54,-65.8011,-61.0958,0.002,-2.2,986.4,1.0,0.0,5.0,60.0
2019-02-06T01:00:26,-65.8010,-61.0959,0.001,-2.5,987.0,1.2,0.0,3.0,60.0
2019-02-06T02:00:25,-65.8010,-61.0960,0.002,-2.9,987.4,1.1,0.0,3.0,60.0
2019-02-06T03:00:25,-65.8010,-61.0961,0.001,-3.1,987.9,1.5,0.0,6.0,60.0
2019-02-06T04:00:54,-65.8011,-61.0963,0.003,-3.2,988.0,1.0,0.0,4.0,60.0
2019-02-06T05:00:26,-65.8010,-61.0963,0.000,-3.5,988.1,0.7,0.0,3.0,60.0
2019-02-06T06:00:25,-65.8010,-61.0963,0.000,-3.2,987.8,-0.1,0.0,4.0,60.0
2019-02-06T07:00:54,-65.8010,-61.0963,0.000,-2.8,988.1,0.1,0.0,4.0,60.0
2019-02-06T08:00:26,-65.8010,-61.0963,0.000,-2.5,988.1,0.0,0.0,7.0,60.0
2019-02-06T09:00:25,-65.8010,-61.0962,0.001,-2.4,988.1,0.3,0.0,4.0,60.0
2019-02-06T10:00:54,-65.8011,-61.0961,0.003,-2.2,987.9,-0.2,0.0,5.0,60.0
2019-02-06T11:00:26,-65.8012,-61.0954,0.011,-2.0,988.0,-0.1,0.0,5.0,60.0
2019-02-06T12:00:25,-65.8016,-61.0935,0.026,-1.9,987.6,-0.5,0.0,5.0,60.0
2019-02-06T13:00:25,-65.8020,-61.0915,0.028,-1.6,987.6,-0.3,0.0,4.0,60.0
2019-02-06T14:00:54,-65.8020,-61.0897,0.022,-1.4,987.4,-0.6,0.0,5.0,60.0
2019-02-06T15:00:26,-65.8016,-61.0887,0.019,-1.1,986.6,-1.0,0.0,5.0,60.0
2019-02-06T16:00:25,-65.8010,-61.0886,0.018,-0.7,986.0,-1.6,0.0,3.0,60.0
2019-02-06T17:00:54,-65.8007,-61.0901,0.021,-0.5,985.4,-2.0,0.0,3.0,60.0
2019-02-06T18:00:26,-65.8008,-61.0922,0.028,-0.5,984.8,-1.8,0.0,3.0,60.0
2019-02-06T19:00:25,-65.8004,-61.0946,0.033,-0.4,984.4,-1.6,0.0,4.0,60.0
2019-02-06T20:00:54,-65.7991,-61.0966,0.048,-0.5,983.7,-1.7,0.0,4.0,60.0
2019-02-06T21:00:26,-65.7972,-61.0978,0.061,-0.7,983.4,-1.4,0.0,4.0,60.0
2019-02-06T22:00:25,-65.7948,-61.0986,0.074,-1.1,983.0,-1.4,0.0,4.0,60.0
2019-02-06T23:00:25,-65.7919,-61.0983,0.091,-1.4,982.5,-1.2,0.0,4.0,60.0
2019-02-07T00:00:54,-65.7888,-61.0980,0.095,-1.6,982.2,-1.2,0.0,6.0,60.0
2019-02-07T01:00:26,-65.7861,-61.0963,0.086,-1.8,981.9,-1.1,0.0,4.0,60.0
2019-02-07T02:00:26,-65.7840,-61.0940,0.072,-1.9,981.7,-0.8,0.0,7.0,60.0
2019-02-07T03:00:26,-65.7821,-61.0912,0.070,-2.0,981.3,-0.9,0.0,8.0,60.0
2019-02-07T04:00:55,-65.7802,-61.0885,0.066,-2.1,981.0,-0.9,0.0,3.0,60.0
2019-02-07T05:00:26,-65.7787,-61.0868,0.051,-2.2,980.7,-1.0,0.0,5.0,60.0
2019-02-07T06:00:26,-65.7777,-61.0857,0.035,-2.2,980.5,-0.8,0.0,4.0,60.0
