Calc_time (UTC),Bat_vol (V),Latitude (deg),Longitude (deg),Hm0 (m),Pdirnaut (deg),Tm01 (s),Hmax_up (m),Crest (m),Meandir (deg),Spread (deg),Peakper (s),Tmm10 (s),Tm02 (s),drift,dir,dist_from_start
2022.07.23 16:27:42,3.51,-58.4617157,-0.1056588,4.059,311,8.8,6.034,3.153,320,39,11.8,9.8,8.2,0.3,134,77
2022.07.23 16:49:33,3.51,-58.4637756,-0.1028947,4.6,320,9.0,8.483,4.575,318,38,9.6,9.9,8.5,0.3,145,77
2022.07.23 17:11:24,3.51,-58.4668732,-0.0999788,4.816,304,9.8,6.273,3.387,312,31,11.8,10.9,9.1,0.4,154,77
2022.07.23 17:33:14,3.51,-58.4696083,-0.0975926,4.902,298,9.6,6.899,4.741,314,33,13.4,10.7,8.9,0.4,155,78
2022.07.23 17:55:05,3.52,-58.4723015,-0.0954782,4.599,306,9.5,7.522,4.474,310,35,11.8,10.7,8.8,0.3,158,78
2022.07.23 18:16:56,3.51,-58.4761543,-0.0924838,4.354,306,8.9,6.065,3.363,312,37,10.6,9.9,8.3,0.5,158,78
2022.07.23 18:38:46,3.51,-58.4795074,-0.0901889,5.458,307,10.0,8.846,4.647,316,27,11.8,11.0,9.4,0.4,160,78
2022.07.23 19:00:37,3.51,-58.4832001,-0.0883212,5.136,318,9.2,8.905,4.768,324,31,11.8,10.2,8.5,0.5,165,79
2022.07.23 19:22:28,3.51,-58.4881401,-0.0862468,5.28,283,9.4,8.107,4.555,301,33,13.4,10.6,8.7,0.6,168,79
2022.07.23 19:44:19,3.51,-58.4928513,-0.0842867,4.903,301,9.3,8.7,4.217,326,36,13.4,10.5,8.6,0.6,168,79
2022.07.23 20:06:09,3.5,-58.4984207,-0.0805943,4.939,316,8.8,8.255,4.59,328,35,13.4,10.1,8.1,0.7,161,80
2022.07.23 20:28:00,3.51,-58.5034256,-0.0778203,5.071,306,9.1,8.379,4.527,316,33,11.8,10.3,8.4,0.6,164,80
2022.07.23 20:49:51,3.51,-58.508007,-0.0745433,4.426,298,8.4,6.644,3.977,325,39,11.8,9.6,7.8,0.6,159,80
2022.07.23 21:11:41,3.51,-58.5133171,-0.0703989,5.573,303,9.8,7.549,4.031,315,33,13.4,10.9,9.1,0.7,158,81
2022.07.23 21:33:32,3.51,-58.5172157,-0.0680052,4.972,300,8.9,8.753,4.441,311,36,11.8,10.0,8.2,0.5,162,81
2022.07.23 21:55:23,3.51,-58.5208435,-0.0645451,4.782,275,9.0,6.889,3.965,302,38,13.4,10.2,8.3,0.5,153,81
2022.07.23 22:17:14,3.51,-58.5253372,-0.0591565,4.936,297,9.0,8.235,4.951,318,37,13.4,10.4,8.2,0.6,148,82
2022.07.23 22:39:04,3.51,-58.5284271,-0.0527281,4.853,326,8.7,7.296,4.086,328,36,9.6,9.8,8.0,0.5,133,82
2022.07.23 23:00:55,3.51,-58.5314064,-0.0431121,4.873,310,8.8,7.381,5.414,327,34,13.4,10.1,8.1,0.7,121,83
2022.07.23 23:22:46,3.51,-58.5333138,-0.0355812,4.892,296,9.0,7.7,4.234,319,36,11.8,10.2,8.3,0.5,116,83
2022.07.23 23:44:36,3.51,-58.5342445,-0.0257869,5.285,294,9.5,8.806,4.354,316,36,13.4,10.6,8.7,0.6,100,84
2022.07.24 00:06:27,3.5,-58.5352821,-0.0117435,5.123,337,9.2,8.214,4.605,330,36,10.6,10.2,8.5,0.9,98,85
2022.07.24 00:28:18,3.51,-58.5345459,0.0027461,5.227,302,9.4,7.17,4.374,318,34,13.4,10.8,8.6,0.9,84,86
2022.07.24 00:50:09,3.52,-58.5327759,0.0176733,4.794,325,8.8,7.007,4.55,321,40,8.7,9.9,8.1,1.0,77,86
2022.07.24 01:11:59,3.5,-58.5299759,0.0374904,5.533,308,9.3,10.512,5.12,320,32,13.4,10.4,8.6,1.3,75,87
2022.07.24 01:33:50,3.51,-58.5275154,0.0524809,5.081,304,9.0,7.32,3.963,317,34,13.4,10.2,8.4,1.0,73,88
2022.07.24 01:55:41,3.52,-58.5252686,0.0639225,5.289,298,9.2,6.577,3.577,310,34,13.4,10.4,8.4,0.8,69,88
2022.07.24 02:17:32,3.51,-58.522644,0.0759824,5.515,298,9.5,8.289,5.005,311,34,13.4,10.8,8.5,0.8,67,89
2022.07.24 02:39:22,3.52,-58.5205841,0.0853389,5.181,317,8.7,7.274,4.664,317,36,10.6,9.7,8.0,0.6,67,89
2022.07.24 03:01:13,3.52,-58.5183105,0.0965374,4.785,316,8.9,7.189,4.121,319,35,10.6,10.2,8.1,0.8,69,90
2022.07.24 03:23:04,3.51,-58.5167313,0.1040464,5.0,301,8.9,7.873,4.008,320,36,13.4,10.0,8.2,0.5,68,90
2022.07.24 03:44:54,3.51,-58.5156746,0.1115498,5.262,327,9.2,9.294,4.53,320,34,10.6,10.4,8.4,0.5,75,91
2022.07.24 04:06:45,3.51,-58.5147591,0.1209146,5.343,315,9.3,7.54,4.676,318,33,11.8,10.3,8.5,0.6,79,91
2022.07.24 04:28:36,3.5,-58.51408,0.1279806,4.906,336,8.8,7.626,4.379,322,35,9.6,10.0,8.0,0.5,80,92
