time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min)
2016-01-21T13:00:00,-75.1452,-36.3952,0.130,-0.9,991.3,-0.4,16.000000,44.000000,0
2016-01-21T14:00:00,-75.1414,-36.3990,0.122,-0.6,991.0,-0.2,16.000000,40.000000,0
2016-01-21T15:00:00,-75.1382,-36.4054,0.112,-0.1,990.8,-0.5,16.000000,44.000000,0
2016-01-21T16:00:00,-75.1366,-36.4138,0.083,0.1,990.6,-0.7,16.000000,44.000000,0
2016-01-21T17:00:00,-75.1362,-36.4228,0.073,0.1,990.3,-0.7,16.000000,40.000000,0
2016-01-21T18:00:00,-75.1370,-36.4308,0.068,0.1,990.0,-0.8,16.000000,44.000000,0
2016-01-21T19:00:00,-75.1390,-36.4360,0.075,-0.5,990.0,-0.6,16.000000,44.000000,0
2016-01-21T20:00:00,-75.1412,-36.4366,0.068,-0.8,989.7,-0.6,16.000000,44.000000,0
2016-01-21T21:00:00,-75.1438,-36.4320,0.089,-0.5,989.4,-0.6,16.000000,44.000000,0
2016-01-21T22:00:00,-75.1460,-36.4212,0.110,-0.6,989.1,-0.9,16.000000,44.000000,0
2016-01-21T23:00:00,-75.1466,-36.4048,0.132,-0.8,989.0,-0.8,16.000000,48.000000,0
2016-01-22T00:00:00,-75.1452,-36.3868,0.150,-1.3,988.9,-0.5,16.000000,44.000000,0
2016-01-22T01:00:00,-75.1424,-36.3702,0.158,-1.6,988.9,-0.1,16.000000,44.000000,0
2016-01-22T02:00:00,-75.1392,-36.3566,0.147,-1.9,988.9,-0.1,16.000000,44.000000,0
2016-01-22T03:00:00,-75.1360,-36.3472,0.124,-2.2,988.5,-0.4,16.000000,44.000000,0
2016-01-22T04:00:00,-75.1336,-36.3418,0.086,-2.4,988.3,-0.7,16.000000,40.000000,0
2016-01-22T05:00:00,-75.1324,-36.3398,0.040,-2.4,988.1,-0.8,16.000000,44.000000,0
2016-01-22T06:00:00,-75.1330,-36.3396,0.019,-2.2,987.8,-0.6,16.000000,44.000000,0
2016-01-22T07:00:00,-75.1344,-36.3390,0.044,-1.9,987.8,-0.5,16.000000,40.000000,0
2016-01-22T08:00:00,-75.1362,-36.3360,0.061,-1.6,987.7,-0.5,16.000000,48.000000,0
2016-01-22T09:00:00,-75.1370,-36.3302,0.052,-1.4,987.5,-0.4,16.000000,44.000000,0
2016-01-22T10:00:00,-75.1364,-36.3226,0.063,-1.3,987.4,-0.4,16.000000,44.000000,0
2016-01-22T11:00:00,-75.1340,-36.3142,0.100,-1.2,987.3,-0.4,16.000000,44.000000,0
2016-01-22T12:00:00,-75.1300,-36.3068,0.137,-0.8,987.1,-0.3,16.000000,40.000000,0
2016-01-22T13:00:00,-75.1248,-36.3020,0.166,-0.8,987.1,-0.4,16.000000,44.000000,0
2016-01-22T14:00:00,-75.1194,-36.3002,0.168,-0.4,987.0,-0.3,16.000000,40.000000,0
2016-01-22T15:00:00,-75.1148,-36.3014,0.143,-0.3,986.8,-0.3,16.000000,44.000000,0
2016-01-22T16:00:00,-75.1112,-36.3060,0.117,-0.1,986.6,-0.5,16.000000,44.000000,0
2016-01-22T17:00:00,-75.1092,-36.3122,0.079,-0.2,986.4,-0.6,16.000000,40.000000,0
2016-01-22T18:00:00,-75.1086,-36.3170,0.043,-0.4,986.4,-0.5,16.000000,44.000000,0
2016-01-22T19:00:00,-75.1098,-36.3194,0.042,-0.6,986.3,-0.2,16.000000,44.000000,0
2016-01-22T20:00:00,-75.1120,-36.3186,0.069,-0.8,986.4,0.0,16.000000,44.000000,0
2016-01-22T21:00:00,-75.1144,-36.3138,0.084,-1.2,986.3,-0.1,16.000000,44.000000,0
2016-01-22T22:00:00,-75.1166,-36.3036,0.106,-1.5,986.2,-0.1,16.000000,44.000000,0
2016-01-22T23:00:00,-75.1176,-36.2882,0.127,-1.6,986.4,0.0,16.000000,48.000000,0
2016-01-23T00:00:00,-75.1172,-36.2692,0.152,-1.9,986.5,0.2,16.000000,44.000000,0
2016-01-23T01:00:00,-75.1154,-36.2480,0.178,-2.0,986.7,0.5,16.000000,44.000000,0
2016-01-23T02:00:00,-75.1126,-36.2264,0.193,-2.3,986.8,0.4,16.000000,44.000000,0
2016-01-23T03:00:00,-75.1094,-36.2064,0.188,-2.5,986.8,0.3,16.000000,44.000000,0
2016-01-23T04:00:00,-75.1062,-36.1898,0.165,-2.6,986.8,0.1,16.000000,40.000000,0
2016-01-23T05:00:00,-75.1036,-36.1766,0.133,-2.7,986.9,0.2,16.000000,44.000000,0
2016-01-23T06:00:00,-75.1022,-36.1662,0.094,-2.6,987.0,0.2,16.000000,44.000000,0
2016-01-23T07:00:00,-75.1016,-36.1572,0.074,-2.5,986.9,0.1,16.000000,44.000000,0
2016-01-23T08:00:00,-75.1018,-36.1480,0.074,-2.2,987.1,0.2,16.000000,48.000000,0
2016-01-23T09:00:00,-75.1018,-36.1376,0.083,-2.1,987.5,0.5,16.000000,48.000000,0
2016-01-23T10:00:00,-75.1010,-36.1258,0.097,-2.0,987.7,0.8,16.000000,44.000000,0
2016-01-23T11:00:00,-75.0986,-36.1122,0.132,-1.8,988.1,0.9,16.000000,48.000000,0
2016-01-23T12:00:00,-75.0948,-36.0988,0.159,-1.5,988.4,0.9,16.000000,40.000000,0
2016-01-23T13:00:00,-75.0894,-36.0870,0.192,-1.3,988.7,1.0,16.000000,44.000000,0
2016-01-23T14:00:00,-75.0840,-36.0778,0.183,-1.2,989.0,0.9,16.000000,40.000000,0
2016-01-23T15:00:00,-75.0788,-36.0726,0.166,-1.0,989.3,0.9,16.000000,44.000000,0
2016-01-23T16:00:00,-75.0752,-36.0718,0.112,-0.9,989.4,0.7,16.000000,44.000000,0
2016-01-23T17:00:00,-75.0730,-36.0732,0.069,-0.7,989.6,0.6,16.000000,40.000000,0
2016-01-23T18:00:00,-75.0726,-36.0754,0.022,-0.9,989.8,0.5,16.000000,44.000000,0
2016-01-23T19:00:00,-75.0730,-36.0768,0.017,-1.0,990.1,0.7,16.000000,44.000000,0
2016-01-23T20:00:00,-75.0746,-36.0770,0.050,-1.1,990.3,0.7,16.000000,44.000000,0
2016-01-23T21:00:00,-75.0768,-36.0742,0.072,-1.4,990.7,0.9,16.000000,44.000000,0
2016-01-23T22:00:00,-75.0790,-36.0668,0.090,-1.4,991.1,1.0,16.000000,44.000000,0
2016-01-23T23:00:00,-75.0810,-36.0542,0.118,-1.6,991.4,1.0,16.000000,48.000000,0
2016-01-24T00:00:00,-75.0816,-36.0374,0.135,-1.6,991.8,1.2,16.000000,44.000000,0
2016-01-24T01:00:00,-75.0808,-36.0170,0.165,-1.8,992.1,1.1,16.000000,44.000000,0
2016-01-24T02:00:00,-75.0792,-35.9940,0.190,-1.9,992.4,1.1,15.800000,44.000000,0
2016-01-24T03:00:00,-75.0768,-35.9706,0.201,-2.3,992.6,0.8,15.800000,44.000000,0
2016-01-24T04:00:00,-75.0740,-35.9498,0.187,-2.5,992.8,0.7,15.800000,40.000000,0
2016-01-24T05:00:00,-75.0716,-35.9336,0.149,-2.6,993.0,0.5,15.800000,44.000000,0
2016-01-24T06:00:00,-75.0700,-35.9218,0.107,-2.5,993.0,0.3,15.800000,44.000000,0
2016-01-24T07:00:00,-75.0694,-35.9126,0.076,-2.4,993.2,0.3,15.800000,40.000000,0
2016-01-24T08:00:00,-75.0692,-35.9044,0.066,-2.2,993.4,0.5,15.800000,48.000000,0
2016-01-24T09:00:00,-75.0688,-35.8974,0.057,-2.4,993.8,0.8,15.800000,48.000000,0
2016-01-24T10:00:00,-75.0680,-35.8916,0.053,-2.1,994.2,1.0,15.800000,44.000000,0
2016-01-24T11:00:00,-75.0662,-35.8846,0.079,-1.9,994.5,1.0,15.800000,48.000000,0
2016-01-24T12:00:00,-75.0634,-35.8772,0.105,-1.3,994.8,1.0,15.800000,40.000000,0
2016-01-24T13:00:00,-75.0594,-35.8722,0.130,-0.9,995.0,0.8,15.800000,44.000000,0
2016-01-24T14:00:00,-75.0550,-35.8698,0.138,0.1,995.1,0.6,16.000000,40.000000,0
2016-01-24T15:00:00,-75.0510,-35.8716,0.125,0.4,995.3,0.5,16.000000,44.000000,0
2016-01-24T16:00:00,-75.0480,-35.8772,0.103,1.3,995.1,0.1,16.000000,44.000000,0
2016-01-24T17:00:00,-75.0460,-35.8858,0.093,1.6,994.9,-0.2,16.000000,40.000000,0
2016-01-24T18:00:00,-75.0456,-35.8966,0.087,1.6,995.0,-0.2,16.000000,44.000000,0
2016-01-24T19:00:00,-75.0470,-35.9058,0.085,0.3,995.2,0.0,16.000000,44.000000,0
2016-01-24T20:00:00,-75.0500,-35.9128,0.109,0.5,995.0,0.1,16.000000,44.000000,0
2016-01-24T21:00:00,-75.0538,-35.9158,0.120,-0.1,995.0,0.0,16.000000,44.000000,0
2016-01-24T22:00:00,-75.0574,-35.9136,0.113,-0.6,995.1,-0.1,16.000000,44.000000,0
2016-01-24T23:00:00,-75.0604,-35.9052,0.115,-1.2,995.2,0.2,16.000000,48.000000,0
2016-01-25T00:00:00,-75.0616,-35.8918,0.113,-1.6,995.4,0.4,16.000000,44.000000,0
2016-01-25T01:00:00,-75.0610,-35.8760,0.128,-1.9,995.6,0.5,15.800000,44.000000,0
2016-01-25T02:00:00,-75.0588,-35.8594,0.149,-1.9,995.4,0.2,15.800000,44.000000,0
2016-01-25T03:00:00,-75.0560,-35.8436,0.153,-2.1,995.5,0.2,15.800000,44.000000,0
2016-01-25T04:00:00,-75.0530,-35.8302,0.142,-2.2,995.5,-0.1,15.800000,40.000000,0
2016-01-25T05:00:00,-75.0506,-35.8208,0.106,-2.2,995.4,-0.1,15.800000,44.000000,0
2016-01-25T06:00:00,-75.0492,-35.8138,0.071,-2.4,995.3,-0.2,15.800000,44.000000,0
2016-01-25T07:00:00,-75.0486,-35.8070,0.058,-2.5,995.3,-0.2,15.800000,40.000000,0
2016-01-25T08:00:00,-75.0486,-35.8020,0.040,-2.2,995.3,0.0,15.800000,48.000000,0
2016-01-25T09:00:00,-75.0488,-35.7964,0.045,-2.0,995.1,-0.2,15.800000,44.000000,0
2016-01-25T10:00:00,-75.0484,-35.7898,0.054,-1.8,995.0,-0.3,15.800000,44.000000,0
2016-01-25T11:00:00,-75.0472,-35.7832,0.065,-1.6,994.9,-0.5,15.800000,48.000000,0
2016-01-25T12:00:00,-75.0446,-35.7760,0.099,-1.5,994.8,-0.4,15.800000,40.000000,0
2016-01-25T13:00:00,-75.0404,-35.7690,0.142,-1.0,994.7,-0.3,15.800000,44.000000,0
2016-01-25T14:00:00,-75.0354,-35.7644,0.159,-0.9,994.5,-0.4,15.800000,40.000000,0
2016-01-25T15:00:00,-75.0296,-35.7612,0.182,-0.9,994.3,-0.4,15.800000,44.000000,0
2016-01-25T16:00:00,-75.0240,-35.7626,0.174,-2.0,994.4,-0.4,15.800000,44.000000,0
2016-01-25T17:00:00,-75.0190,-35.7694,0.164,-1.6,994.4,-0.1,15.800000,40.000000,0
2016-01-25T18:00:00,-75.0154,-35.7814,0.147,-1.3,994.2,-0.1,15.800000,44.000000,0
2016-01-25T19:00:00,-75.0144,-35.7960,0.121,-1.6,994.1,-0.3,15.800000,40.000000,0
2016-01-25T20:00:00,-75.0148,-35.8088,0.103,-1.9,994.1,-0.3,15.800000,44.000000,0
2016-01-25T21:00:00,-75.0160,-35.8182,0.084,-2.0,994.0,-0.3,15.800000,40.000000,0
2016-01-25T22:00:00,-75.0180,-35.8230,0.073,-2.2,994.0,-0.1,15.800000,44.000000,0
2016-01-25T23:00:00,-75.0204,-35.8218,0.075,-2.4,994.0,-0.1,15.800000,48.000000,0
2016-01-26T00:00:00,-75.0226,-35.8146,0.089,-2.5,994.0,0.0,15.800000,44.000000,0
2016-01-26T01:00:00,-75.0230,-35.7988,0.127,-2.7,993.9,-0.1,15.800000,44.000000,0
2016-01-26T02:00:00,-75.0216,-35.7782,0.171,-2.9,993.9,-0.1,15.800000,40.000000,0
2016-01-26T03:00:00,-75.0188,-35.7552,0.204,-3.1,993.7,-0.3,15.800000,44.000000,0
2016-01-26T04:00:00,-75.0152,-35.7342,0.202,-3.1,993.6,-0.3,15.800000,40.000000,0
2016-01-26T05:00:00,-75.0120,-35.7158,0.178,-3.6,993.6,-0.3,15.800000,48.000000,0
2016-01-26T06:00:00,-75.0092,-35.7010,0.147,-3.6,993.5,-0.2,15.800000,44.000000,0
2016-01-26T07:00:00,-75.0076,-35.6908,0.096,-3.8,993.4,-0.2,15.800000,40.000000,0
2016-01-26T08:00:00,-75.0072,-35.6828,0.065,-2.8,993.4,-0.2,15.800000,48.000000,0
2016-01-26T09:00:00,-75.0072,-35.6738,0.072,-2.1,993.4,-0.1,15.800000,48.000000,0
2016-01-26T10:00:00,-75.0066,-35.6642,0.079,-0.1,993.2,-0.2,15.800000,44.000000,0
2016-01-26T11:00:00,-75.0052,-35.6564,0.076,-0.5,993.4,0.0,15.800000,44.000000,0
2016-01-26T12:00:00,-75.0026,-35.6490,0.100,-1.3,993.6,0.2,15.800000,44.000000,0
2016-01-26T13:00:00,-74.9990,-35.6418,0.126,-0.5,993.6,0.3,15.800000,44.000000,0
2016-01-26T14:00:00,-74.9946,-35.6374,0.141,-0.2,993.5,0.1,15.800000,40.000000,0
2016-01-26T15:00:00,-74.9898,-35.6338,0.152,-0.4,993.5,-0.1,15.800000,44.000000,0
2016-01-26T16:00:00,-74.9850,-35.6340,0.149,-0.6,993.6,0.1,15.800000,44.000000,0
2016-01-26T17:00:00,-74.9814,-35.6388,0.118,-0.2,993.5,0.0,15.800000,40.000000,0
2016-01-26T18:00:00,-74.9792,-35.6438,0.079,-0.4,993.4,-0.1,15.800000,44.000000,0
2016-01-26T19:00:00,-74.9790,-35.6502,0.052,-0.5,993.5,-0.2,15.800000,40.000000,0
2016-01-26T20:00:00,-74.9804,-35.6554,0.060,-0.7,993.5,0.0,15.800000,44.000000,0
2016-01-26T21:00:00,-74.9828,-35.6576,0.076,-1.1,993.5,0.1,15.800000,44.000000,0
2016-01-26T22:00:00,-74.9856,-35.6568,0.087,-1.4,993.4,-0.1,15.800000,44.000000,0
2016-01-26T23:00:00,-74.9884,-35.6522,0.094,-1.6,993.2,-0.3,15.800000,48.000000,0
2016-01-27T00:00:00,-74.9904,-35.6444,0.088,-1.6,993.2,-0.3,15.800000,44.000000,0
2016-01-27T01:00:00,-74.9914,-35.6332,0.095,-2.4,993.0,-0.4,15.800000,44.000000,0
2016-01-27T02:00:00,-74.9918,-35.6188,0.116,-2.6,992.8,-0.4,15.800000,40.000000,0
2016-01-27T03:00:00,-74.9920,-35.5998,0.153,-2.8,992.6,-0.6,15.800000,44.000000,0
2016-01-27T04:00:00,-74.9918,-35.5790,0.167,-2.9,992.4,-0.6,15.800000,40.000000,0
2016-01-27T05:00:00,-74.9916,-35.5548,0.194,-2.8,992.3,-0.5,15.800000,48.000000,0
2016-01-27T06:00:00,-74.9916,-35.5288,0.209,-2.9,992.4,-0.2,15.800000,44.000000,0
2016-01-27T07:00:00,-74.9916,-35.5044,0.196,-2.9,992.3,-0.1,15.800000,44.000000,0
2016-01-27T08:00:00,-74.9914,-35.4826,0.175,-2.8,992.2,-0.1,15.800000,48.000000,0
2016-01-27T09:00:00,-74.9912,-35.4624,0.162,-2.6,992.4,0.0,15.800000,48.000000,0
2016-01-27T10:00:00,-74.9902,-35.4426,0.162,-2.4,992.6,0.3,15.800000,44.000000,0
2016-01-27T11:00:00,-74.9880,-35.4252,0.156,-1.9,992.9,0.6,15.800000,44.000000,0
2016-01-27T12:00:00,-74.9844,-35.4100,0.165,-1.7,993.2,0.8,15.800000,44.000000,0
2016-01-27T13:00:00,-74.9798,-35.3964,0.180,-1.9,993.5,0.9,15.800000,44.000000,0
2016-01-27T14:00:00,-74.9746,-35.3846,0.187,-1.2,993.9,1.0,15.800000,40.000000,0
2016-01-27T15:00:00,-74.9684,-35.3772,0.201,-0.8,994.2,1.0,15.800000,44.000000,0
2016-01-27T16:00:00,-74.9626,-35.3752,0.181,-0.7,994.5,1.0,15.800000,44.000000,0
2016-01-27T17:00:00,-74.9594,-35.3762,0.100,-0.6,994.9,1.0,15.800000,40.000000,0
2016-01-27T18:00:00,-74.9586,-35.3780,0.029,-0.7,995.4,1.2,15.800000,44.000000,0
2016-01-27T19:00:00,-74.9594,-35.3800,0.030,-1.0,995.8,1.3,15.800000,44.000000,0
2016-01-27T20:00:00,-74.9624,-35.3846,0.100,-1.0,996.3,1.4,15.800000,44.000000,0
2016-01-27T21:00:00,-74.9670,-35.3916,0.153,-1.2,996.7,1.3,15.800000,44.000000,0
2016-01-27T22:00:00,-74.9724,-35.3948,0.169,-1.1,997.0,1.3,15.800000,44.000000,0
2016-01-27T23:00:00,-74.9776,-35.3926,0.162,-1.5,997.3,1.0,15.800000,48.000000,0
2016-01-28T00:00:00,-74.9816,-35.3856,0.136,-1.7,997.6,0.9,15.800000,44.000000,0
2016-01-28T01:00:00,-74.9836,-35.3736,0.115,-1.9,998.0,1.0,15.800000,44.000000,0
2016-01-28T02:00:00,-74.9834,-35.3598,0.111,-2.2,998.2,0.9,15.800000,40.000000,0
2016-01-28T03:00:00,-74.9818,-35.3454,0.126,-2.2,998.3,0.7,15.800000,44.000000,0
2016-01-28T04:00:00,-74.9794,-35.3332,0.123,-2.3,998.6,0.6,15.800000,44.000000,0
2016-01-28T05:00:00,-74.9770,-35.3218,0.118,-2.3,998.7,0.5,15.800000,48.000000,0
2016-01-28T06:00:00,-74.9748,-35.3138,0.094,-2.2,998.9,0.6,15.800000,44.000000,0
2016-01-28T07:00:00,-74.9734,-35.3088,0.059,-2.3,999.1,0.5,15.800000,44.000000,0
2016-01-28T08:00:00,-74.9728,-35.3060,0.029,-2.9,999.2,0.5,15.800000,48.000000,0
2016-01-28T09:00:00,-74.9734,-35.3044,0.023,-2.3,999.4,0.5,15.800000,48.000000,0
2016-01-28T10:00:00,-74.9742,-35.3030,0.027,-2.3,999.7,0.6,15.800000,44.000000,0
2016-01-28T11:00:00,-74.9746,-35.3018,0.016,-2.5,999.8,0.5,15.800000,44.000000,0
2016-01-28T12:00:00,-74.9742,-35.3006,0.016,-2.2,1000.0,0.6,15.800000,44.000000,0
2016-01-28T13:00:00,-74.9730,-35.2988,0.040,-1.5,1000.1,0.4,15.800000,44.000000,0
2016-01-28T14:00:00,-74.9702,-35.2970,0.088,-0.9,1000.2,0.4,15.800000,44.000000,0
2016-01-28T15:00:00,-74.9666,-35.2954,0.112,-0.2,1000.3,0.3,15.800000,44.000000,0
2016-01-28T16:00:00,-74.9626,-35.2966,0.124,1.1,1000.1,0.1,15.800000,44.000000,0
2016-01-28T17:00:00,-74.9594,-35.3008,0.105,0.2,1000.1,-0.1,15.800000,44.000000,0
2016-01-28T18:00:00,-74.9578,-35.3082,0.078,0.3,999.9,-0.3,15.800000,44.000000,0
2016-01-28T19:00:00,-74.9580,-35.3174,0.074,-1.1,999.6,-0.6,15.800000,44.000000,0
2016-01-28T20:00:00,-74.9598,-35.3264,0.091,0.0,999.8,-0.3,15.800000,44.000000,0
2016-01-28T21:00:00,-74.9632,-35.3328,0.117,-0.2,999.5,-0.5,15.800000,44.000000,0
2016-01-28T22:00:00,-74.9666,-35.3370,0.111,-0.6,999.2,-0.4,15.800000,44.000000,0
2016-01-28T23:00:00,-74.9704,-35.3386,0.119,-1.7,998.9,-0.9,15.800000,48.000000,0
2016-01-29T00:00:00,-74.9738,-35.3338,0.112,-1.7,998.4,-1.1,15.800000,44.000000,0
2016-01-29T01:00:00,-74.9762,-35.3242,0.107,-1.8,998.1,-1.2,15.800000,44.000000,0
