time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min)
2017-11-13T20:00:00,-56.5918,92.1880,0.591,0.5,980.3,0.2,14.200000,44.000000,0
2017-11-13T21:00:00,-56.5948,92.2202,0.557,0.5,980.5,0.4,14.200000,40.000000,0
2017-11-13T22:00:00,-56.5976,92.2534,0.573,0.5,980.9,0.7,14.200000,44.000000,0
2017-11-13T23:00:00,-56.6008,92.2894,0.622,0.5,981.5,1.2,14.200000,44.000000,0
2017-11-14T00:00:00,-56.6040,92.3238,0.595,0.5,988.2,7.7,14.200000,44.000000,0
2017-11-14T01:00:00,-56.6072,92.3602,0.629,0.5,987.4,6.5,14.200000,44.000000,0
2017-11-14T02:00:00,-56.6124,92.3974,0.655,0.4,982.5,1.0,14.200000,44.000000,0
2017-11-14T03:00:00,-56.6186,92.4342,0.656,0.4,982.5,-5.7,14.200000,40.000000,0
2017-11-14T04:00:00,-56.6240,92.4742,0.702,0.4,982.8,-4.6,14.200000,44.000000,0
2017-11-14T05:00:00,-56.6298,92.5122,0.672,0.4,982.7,0.3,14.200000,48.000000,0
2017-11-14T06:00:00,-56.6344,92.5458,0.590,0.5,982.7,0.2,14.200000,44.000000,0
2017-11-14T07:00:00,-56.6416,92.5770,0.577,0.8,982.7,-0.1,14.200000,44.000000,0
2017-11-14T08:00:00,-56.6446,92.6110,0.587,1.0,983.1,0.3,14.200000,44.000000,0
2017-11-14T09:00:00,-56.6440,92.6424,0.535,0.6,983.7,1.0,14.200000,40.000000,0
2017-11-14T10:00:00,-56.6450,92.6700,0.471,0.5,984.0,1.3,14.200000,44.000000,0
2017-11-14T11:00:00,-56.6470,92.6934,0.404,0.4,984.3,1.3,14.200000,44.000000,0
2017-11-14T12:00:00,-56.6510,92.7150,0.388,0.4,984.6,0.9,14.200000,44.000000,0
2017-11-14T13:00:00,-56.6560,92.7352,0.377,0.5,984.3,0.3,14.200000,40.000000,0
2017-11-14T14:00:00,-56.6632,92.7554,0.410,0.5,984.6,0.2,14.200000,44.000000,0
2017-11-14T15:00:00,-56.6734,92.7788,0.508,0.5,985.2,0.5,14.200000,40.000000,0
2017-11-14T16:00:00,-56.6846,92.8036,0.546,0.5,985.1,0.8,14.200000,44.000000,0
2017-11-14T17:00:00,-56.6954,92.8310,0.574,0.5,985.1,0.5,14.200000,44.000000,0
2017-11-14T18:00:00,-56.7042,92.8600,0.564,0.5,985.3,0.1,14.200000,44.000000,0
2017-11-14T19:00:00,-56.7112,92.8892,0.542,0.5,985.5,0.4,14.200000,44.000000,0
2017-11-14T20:00:00,-56.7134,92.9170,0.478,0.5,985.8,0.7,14.200000,44.000000,0
2017-11-14T21:00:00,-56.7132,92.9378,0.354,0.6,986.0,0.7,14.200000,44.000000,0
2017-11-14T22:00:00,-56.7126,92.9590,0.361,0.6,986.4,1.0,14.200000,44.000000,0
2017-11-14T23:00:00,-56.7060,92.9706,0.284,0.5,987.3,1.5,14.200000,44.000000,0
2017-11-15T00:00:00,-56.6998,92.9744,0.202,0.5,987.9,1.9,14.200000,40.000000,0
2017-11-15T01:00:00,-56.6884,92.9758,0.353,0.5,989.0,2.6,14.200000,44.000000,0
2017-11-15T02:00:00,-56.6768,92.9742,0.360,0.5,990.1,2.7,14.200000,40.000000,0
2017-11-15T03:00:00,-56.6656,92.9666,0.370,0.5,991.0,3.1,14.200000,44.000000,0
2017-11-15T04:00:00,-56.6570,92.9626,0.275,0.5,991.9,2.9,14.200000,44.000000,0
2017-11-15T05:00:00,-56.6502,92.9628,0.210,0.5,992.6,2.6,14.200000,48.000000,0
2017-11-15T06:00:00,-56.6446,92.9656,0.180,0.5,993.1,2.1,14.200000,44.000000,0
2017-11-15T07:00:00,-56.6382,92.9726,0.231,0.5,994.0,2.0,14.200000,44.000000,0
2017-11-15T08:00:00,-56.6306,92.9810,0.275,0.6,994.6,1.9,14.200000,48.000000,0
2017-11-15T09:00:00,-56.6214,92.9908,0.330,0.5,995.1,2.0,14.200000,44.000000,0
2017-11-15T10:00:00,-56.6114,93.0000,0.347,0.5,995.6,1.6,14.200000,44.000000,0
2017-11-15T11:00:00,-56.6012,93.0082,0.345,0.5,996.4,1.8,14.200000,40.000000,0
2017-11-15T12:00:00,-56.5908,93.0144,0.339,0.5,997.0,1.9,14.200000,44.000000,0
2017-11-15T13:00:00,-56.5818,93.0192,0.290,0.5,997.3,1.7,14.200000,44.000000,0
2017-11-15T14:00:00,-56.5742,93.0212,0.238,0.5,997.9,1.5,14.200000,40.000000,0
2017-11-15T15:00:00,-56.5682,93.0224,0.187,0.5,998.0,1.1,14.200000,44.000000,0
2017-11-15T16:00:00,-56.5644,93.0250,0.126,0.5,998.0,0.8,14.200000,44.000000,0
2017-11-15T17:00:00,-56.5606,93.0278,0.127,0.5,998.2,0.3,14.200000,44.000000,0
2017-11-15T18:00:00,-56.5558,93.0322,0.166,0.5,998.4,0.4,14.200000,44.000000,0
2017-11-15T19:00:00,-56.5506,93.0384,0.193,0.5,998.7,0.6,14.200000,40.000000,0
2017-11-15T20:00:00,-56.5452,93.0476,0.229,0.5,998.8,0.7,14.200000,44.000000,0
2017-11-15T21:00:00,-56.5390,93.0572,0.252,0.5,999.1,0.7,14.200000,44.000000,0
2017-11-15T22:00:00,-56.5314,93.0674,0.293,0.5,999.2,0.6,14.200000,40.000000,0
2017-11-15T23:00:00,-56.5226,93.0776,0.323,0.5,999.5,0.6,14.200000,40.000000,0
2017-11-16T00:00:00,-56.5134,93.0864,0.322,0.5,999.7,0.6,14.200000,44.000000,0
2017-11-16T01:00:00,-56.5044,93.0930,0.300,0.6,999.7,0.5,14.200000,44.000000,0
2017-11-16T02:00:00,-56.4942,93.0984,0.329,0.6,999.7,0.3,14.200000,44.000000,0
2017-11-16T03:00:00,-56.4840,93.0968,0.317,0.6,999.5,-0.1,14.200000,44.000000,0
2017-11-16T04:00:00,-56.4732,93.0918,0.345,0.6,999.3,-0.4,14.200000,44.000000,0
2017-11-16T05:00:00,-56.4644,93.0892,0.276,0.7,999.4,-0.3,14.200000,48.000000,0
2017-11-16T06:00:00,-56.4574,93.0890,0.217,0.6,999.2,-0.4,14.200000,44.000000,0
2017-11-16T07:00:00,-56.4528,93.0924,0.154,0.6,999.0,-0.4,14.200000,44.000000,0
2017-11-16T08:00:00,-56.4492,93.0978,0.145,0.7,998.7,-0.7,14.200000,48.000000,0
2017-11-16T09:00:00,-56.4484,93.1052,0.129,0.8,998.2,-1.0,14.200000,44.000000,0
2017-11-16T10:00:00,-56.4508,93.1148,0.180,0.8,997.4,-1.6,14.200000,44.000000,0
2017-11-16T11:00:00,-56.4568,93.1254,0.260,0.8,996.4,-2.3,14.200000,40.000000,0
2017-11-16T12:00:00,-56.4644,93.1344,0.281,0.8,995.5,-2.6,14.200000,44.000000,0
2017-11-16T13:00:00,-56.4728,93.1450,0.317,1.0,994.7,-2.7,14.200000,44.000000,0
2017-11-16T14:00:00,-56.4822,93.1526,0.319,1.1,993.4,-3.0,14.200000,40.000000,0
2017-11-16T15:00:00,-56.4920,93.1566,0.311,1.0,992.0,-3.5,14.200000,44.000000,0
2017-11-16T16:00:00,-56.5026,93.1590,0.330,1.0,990.3,-4.3,14.200000,44.000000,0
2017-11-16T17:00:00,-56.5140,93.1564,0.355,0.9,988.7,-4.7,14.200000,44.000000,0
2017-11-16T18:00:00,-56.5240,93.1472,0.347,0.9,986.5,-5.4,14.200000,44.000000,0
2017-11-16T19:00:00,-56.5338,93.1326,0.393,1.1,984.5,-5.9,14.200000,44.000000,0
2017-11-16T20:00:00,-56.5468,93.1182,0.471,0.9,982.4,-6.3,14.200000,44.000000,0
2017-11-16T21:00:00,-56.5610,93.1012,0.527,0.6,980.0,-6.5,14.200000,44.000000,0
2017-11-16T22:00:00,-56.5764,93.0808,0.590,0.6,977.3,-7.1,14.200000,44.000000,0
2017-11-16T23:00:00,-56.5938,93.0574,0.670,0.6,974.9,-7.4,14.200000,44.000000,0
2017-11-17T00:00:00,-56.6122,93.0356,0.680,0.6,972.4,-7.6,14.200000,44.000000,0
2017-11-17T01:00:00,-56.6290,93.0112,0.666,0.6,969.6,-7.8,14.200000,44.000000,0
2017-11-17T02:00:00,-56.6430,92.9836,0.639,0.6,966.4,-8.5,14.200000,44.000000,0
2017-11-17T03:00:00,-56.6552,92.9528,0.646,0.5,963.1,-9.2,14.200000,44.000000,0
2017-11-17T04:00:00,-56.6670,92.9212,0.650,0.5,960.0,-9.6,14.200000,44.000000,0
2017-11-17T05:00:00,-56.6770,92.8888,0.633,0.5,957.0,-9.5,14.200000,48.000000,0
2017-11-17T06:00:00,-56.6868,92.8550,0.650,0.5,954.4,-8.8,14.200000,44.000000,0
2017-11-17T07:00:00,-56.6950,92.8234,0.595,0.5,951.4,-8.6,14.200000,44.000000,0
2017-11-17T08:00:00,-56.7022,92.7924,0.573,0.5,949.1,-7.8,14.200000,44.000000,0
2017-11-17T09:00:00,-56.7082,92.7630,0.534,0.5,946.9,-7.5,14.200000,44.000000,0
2017-11-17T10:00:00,-56.7130,92.7346,0.505,0.6,944.7,-6.7,14.200000,44.000000,0
2017-11-17T11:00:00,-56.7178,92.7100,0.444,0.8,942.9,-6.3,14.200000,44.000000,0
2017-11-17T12:00:00,-56.7228,92.6882,0.402,0.9,941.5,-5.4,14.200000,44.000000,0
2017-11-17T13:00:00,-56.7286,92.6704,0.352,0.9,940.4,-4.4,14.200000,44.000000,0
2017-11-17T14:00:00,-56.7348,92.6536,0.344,0.8,939.5,-3.4,14.200000,40.000000,0
2017-11-17T15:00:00,-56.7394,92.6352,0.344,0.8,938.7,-2.8,14.200000,44.000000,0
2017-11-17T16:00:00,-56.7424,92.6156,0.346,0.8,938.0,-2.4,14.200000,44.000000,0
2017-11-17T17:00:00,-56.7432,92.5954,0.344,0.8,937.3,-2.2,14.200000,44.000000,0
2017-11-17T18:00:00,-56.7442,92.5766,0.321,0.8,936.7,-2.1,14.200000,44.000000,0
2017-11-17T19:00:00,-56.7452,92.5612,0.264,0.6,936.1,-1.9,14.200000,44.000000,0
2017-11-17T20:00:00,-56.7460,92.5508,0.178,0.5,936.0,-1.3,14.200000,44.000000,0
2017-11-17T21:00:00,-56.7488,92.5432,0.156,0.5,936.2,-0.5,14.200000,44.000000,0
2017-11-17T22:00:00,-56.7544,92.5340,0.233,0.5,936.9,0.9,14.200000,44.000000,0
2017-11-17T23:00:00,-56.7604,92.5198,0.304,0.5,937.7,1.7,14.200000,44.000000,0
2017-11-18T00:00:00,-56.7662,92.5010,0.366,0.5,938.9,2.7,14.200000,44.000000,0
2017-11-18T01:00:00,-56.7732,92.4748,0.495,0.5,940.7,3.8,14.200000,44.000000,0
2017-11-18T02:00:00,-56.7788,92.4412,0.596,0.5,942.6,4.9,14.200000,40.000000,0
2017-11-18T03:00:00,-56.7814,92.4042,0.633,0.6,944.5,5.6,14.200000,44.000000,0
2017-11-18T04:00:00,-56.7824,92.3652,0.663,0.6,946.6,5.9,14.200000,40.000000,0
2017-11-18T05:00:00,-56.7828,92.3254,0.676,0.6,948.9,6.3,14.200000,48.000000,0
2017-11-18T06:00:00,-56.7818,92.2862,0.666,0.5,951.4,6.9,14.200000,44.000000,0
2017-11-18T07:00:00,-56.7786,92.2504,0.616,0.6,953.6,7.0,14.200000,44.000000,0
2017-11-18T08:00:00,-56.7744,92.2220,0.499,0.6,955.8,6.9,14.200000,44.000000,0
2017-11-18T09:00:00,-56.7682,92.1982,0.447,0.5,957.6,6.2,14.200000,44.000000,0
2017-11-18T10:00:00,-56.7616,92.1764,0.423,0.5,959.5,5.9,14.200000,44.000000,0
2017-11-18T11:00:00,-56.7532,92.1576,0.412,0.6,961.4,5.6,14.200000,44.000000,0
2017-11-18T12:00:00,-56.7436,92.1404,0.417,0.6,963.3,5.7,14.200000,44.000000,0
2017-11-18T13:00:00,-56.7338,92.1268,0.381,0.6,965.2,5.8,14.200000,44.000000,0
2017-11-18T14:00:00,-56.7216,92.1174,0.410,0.7,966.9,5.5,14.200000,40.000000,0
2017-11-18T15:00:00,-56.7090,92.1086,0.417,0.7,968.3,5.0,14.200000,44.000000,0
2017-11-18T16:00:00,-56.6958,92.1008,0.429,0.7,969.1,3.8,14.200000,44.000000,0
2017-11-18T17:00:00,-56.6830,92.0932,0.417,0.7,970.7,3.9,14.200000,44.000000,0
2017-11-18T18:00:00,-56.6718,92.0866,0.364,0.7,971.6,3.3,14.200000,44.000000,0
2017-11-18T19:00:00,-56.6612,92.0784,0.356,0.8,972.7,3.6,14.200000,44.000000,0
2017-11-18T20:00:00,-56.6520,92.0714,0.309,0.8,973.7,3.0,14.200000,44.000000,0
2017-11-18T21:00:00,-56.6424,92.0694,NaN,0.8,975.0,3.4,14.200000,44.000000,0
2017-11-18T22:00:00,-56.6314,92.0694,0.319,0.8,976.3,3.6,14.200000,40.000000,0
2017-11-18T23:00:00,-56.6192,92.0752,0.390,0.7,977.3,3.6,14.200000,44.000000,0
2017-11-19T00:00:00,-56.6068,92.0854,0.421,0.7,978.2,3.2,14.200000,44.000000,0
2017-11-19T01:00:00,-56.5944,92.1016,0.473,0.6,978.8,2.5,14.200000,44.000000,0
2017-11-19T02:00:00,-56.5818,92.1210,0.511,0.6,979.0,1.7,14.200000,44.000000,0
2017-11-19T03:00:00,-56.5708,92.1350,0.416,0.6,979.3,1.1,14.200000,44.000000,0
2017-11-19T04:00:00,-56.5596,92.1378,0.350,0.7,980.4,1.6,14.200000,44.000000,0
2017-11-19T05:00:00,-56.5484,92.1460,0.374,0.8,981.0,2.0,14.200000,48.000000,0
2017-11-19T06:00:00,-56.5388,92.1548,0.333,0.8,981.4,2.1,14.200000,44.000000,0
2017-11-19T07:00:00,-56.5296,92.1654,0.337,0.7,981.9,1.4,14.200000,44.000000,0
2017-11-19T08:00:00,-56.5218,92.1750,0.292,0.8,982.3,1.3,14.200000,44.000000,0
2017-11-19T09:00:00,-56.5152,92.1870,0.289,0.8,982.8,1.3,14.200000,44.000000,0
2017-11-19T10:00:00,-56.5106,92.2040,0.324,0.8,983.3,1.4,14.200000,44.000000,0
2017-11-19T11:00:00,-56.5068,92.2236,0.355,0.8,983.6,1.3,14.200000,44.000000,0
2017-11-19T12:00:00,-56.5004,92.2444,0.407,0.8,983.6,0.8,14.200000,44.000000,0
2017-11-19T13:00:00,-56.4948,92.2676,0.433,0.8,983.6,0.3,14.200000,44.000000,0
2017-11-19T14:00:00,-56.4908,92.2924,0.442,0.8,983.8,0.2,14.200000,44.000000,0
2017-11-19T15:00:00,-56.4856,92.3166,0.444,0.8,983.8,0.2,14.200000,44.000000,0
2017-11-19T16:00:00,-56.4780,92.3394,0.456,0.8,983.7,0.1,14.200000,44.000000,0
2017-11-19T17:00:00,-56.4710,92.3610,0.428,0.7,983.4,-0.4,14.200000,44.000000,0
2017-11-19T18:00:00,-56.4648,92.3788,0.360,0.7,983.0,-0.8,14.200000,40.000000,0
2017-11-19T19:00:00,-56.4590,92.3942,0.319,0.7,982.8,-0.9,14.200000,44.000000,0
2017-11-19T20:00:00,-56.4520,92.4070,0.308,0.7,982.8,-0.6,14.200000,44.000000,0
2017-11-19T21:00:00,-56.4464,92.4168,0.241,0.7,982.8,-0.2,14.200000,44.000000,0
2017-11-19T22:00:00,-56.4416,92.4294,0.262,0.7,982.8,0.0,14.200000,44.000000,0
2017-11-19T23:00:00,-56.4372,92.4426,0.264,0.7,982.9,0.0,14.200000,44.000000,0
2017-11-20T00:00:00,-56.4328,92.4596,0.322,0.7,983.1,0.3,14.200000,44.000000,0
2017-11-20T01:00:00,-56.4270,92.4824,0.430,0.7,983.3,0.4,14.200000,40.000000,0
2017-11-20T02:00:00,-56.4192,92.5086,0.510,0.7,983.4,0.6,14.200000,40.000000,0
2017-11-20T03:00:00,-56.4100,92.5204,0.349,0.6,983.9,0.8,14.200000,44.000000,0
2017-11-20T04:00:00,-56.3970,92.5276,0.421,0.6,984.4,1.2,14.200000,44.000000,0
2017-11-20T05:00:00,-56.3816,92.5332,0.486,0.6,985.0,1.5,14.200000,44.000000,0
2017-11-20T06:00:00,-56.3652,92.5380,NaN,0.7,985.7,1.8,14.200000,44.000000,0
2017-11-20T07:00:00,-56.3482,92.5380,0.518,0.6,986.3,1.9,14.200000,48.000000,0
2017-11-20T08:00:00,-56.3332,92.5368,0.464,0.7,987.0,2.1,14.200000,44.000000,0
2017-11-20T09:00:00,-56.3204,92.5390,0.398,0.8,987.8,2.1,14.200000,44.000000,0
2017-11-20T10:00:00,-56.3078,92.5460,0.408,0.8,988.3,2.0,14.200000,44.000000,0
2017-11-20T11:00:00,-56.2944,92.5564,0.451,0.9,988.9,1.9,14.200000,44.000000,0
2017-11-20T12:00:00,-56.2814,92.5672,0.443,0.9,989.4,1.6,14.200000,44.000000,0
2017-11-20T13:00:00,-56.2700,92.5794,0.410,0.9,989.5,1.2,14.200000,44.000000,0
2017-11-20T14:00:00,-56.2596,92.5948,0.417,0.9,989.9,1.0,14.200000,44.000000,0
2017-11-20T15:00:00,-56.2492,92.6118,0.435,0.9,990.4,1.1,14.200000,44.000000,0
2017-11-20T16:00:00,-56.2386,92.6282,0.433,0.9,990.7,1.2,14.200000,44.000000,0
2017-11-20T17:00:00,-56.2290,92.6440,0.403,1.0,990.9,1.0,14.200000,44.000000,0
2017-11-20T18:00:00,-56.2200,92.6606,0.399,1.0,991.3,0.9,14.200000,44.000000,0
2017-11-20T19:00:00,-56.2102,92.6754,0.396,0.9,991.8,1.1,14.200000,44.000000,0
2017-11-20T20:00:00,-56.2002,92.6886,0.384,1.1,992.4,1.5,14.200000,44.000000,0
2017-11-20T21:00:00,-56.1898,92.6988,0.367,1.1,993.0,1.7,14.200000,40.000000,0
2017-11-20T22:00:00,-56.1792,92.7072,0.358,1.1,993.7,1.9,14.200000,44.000000,0
2017-11-20T23:00:00,-56.1682,92.7104,NaN,1.1,994.5,2.1,14.200000,44.000000,0
2017-11-21T00:00:00,-56.1584,92.7104,0.323,1.1,995.1,2.2,14.200000,44.000000,0
2017-11-21T01:00:00,-56.1494,92.7136,0.284,1.0,995.8,2.1,14.200000,40.000000,0
2017-11-21T02:00:00,-56.1406,92.7206,0.298,1.0,996.4,1.9,14.200000,40.000000,0
2017-11-21T03:00:00,-56.1324,92.7314,0.315,1.0,997.0,1.9,14.200000,44.000000,0
2017-11-21T04:00:00,-56.1242,92.7460,0.358,1.1,997.5,1.7,14.200000,44.000000,0
2017-11-21T05:00:00,-56.1156,92.7622,0.386,1.0,998.1,1.7,14.200000,44.000000,0
2017-11-21T06:00:00,-56.1074,92.7782,0.375,1.0,998.6,1.6,14.200000,44.000000,0
2017-11-21T07:00:00,-56.0974,92.7990,0.474,1.1,999.2,1.7,14.200000,48.000000,0
2017-11-21T08:00:00,-56.0868,92.8206,0.497,1.0,1000.0,1.9,14.200000,44.000000,0
2017-11-21T09:00:00,-56.0758,92.8402,0.480,1.0,1000.7,2.1,14.200000,44.000000,0
2017-11-21T10:00:00,-56.0644,92.8552,0.438,1.2,1001.2,1.9,14.200000,44.000000,0
2017-11-21T11:00:00,-56.0532,92.8708,0.439,1.2,1001.7,1.7,14.200000,44.000000,0
2017-11-21T12:00:00,-56.0430,92.8852,0.402,1.1,1002.2,1.5,14.200000,44.000000,0
2017-11-21T13:00:00,-56.0344,92.8992,0.360,1.1,1002.5,1.3,14.200000,44.000000,0
2017-11-21T14:00:00,-56.0278,92.9138,0.325,1.1,1003.2,1.5,14.200000,40.000000,0
2017-11-21T15:00:00,-56.0222,92.9318,0.357,1.1,1003.5,1.3,14.200000,44.000000,0
2017-11-21T16:00:00,-56.0168,92.9528,0.400,1.1,1003.6,1.2,14.200000,44.000000,0
2017-11-21T17:00:00,-56.0124,92.9754,0.415,1.1,1003.7,0.5,14.200000,44.000000,0
2017-11-21T18:00:00,-56.0100,93.0026,0.477,1.1,1003.7,0.2,14.200000,44.000000,0
2017-11-21T19:00:00,-56.0064,93.0316,0.515,1.1,1003.9,0.3,14.200000,44.000000,0
2017-11-21T20:00:00,-56.0048,93.0606,0.505,1.1,1003.9,0.2,14.200000,44.000000,0
2017-11-21T21:00:00,-56.0044,93.0920,0.544,1.1,1003.7,0.0,14.200000,44.000000,0
2017-11-21T22:00:00,-56.0038,93.1274,0.614,1.1,1003.5,-0.4,14.200000,48.000000,0
2017-11-21T23:00:00,-56.0060,93.1610,0.586,1.2,1003.0,-0.9,14.200000,44.000000,0
2017-11-22T00:00:00,-56.0078,93.1970,0.626,1.2,1003.0,-0.8,14.200000,44.000000,0
2017-11-22T01:00:00,-56.0096,93.2320,0.609,1.2,1002.7,-0.8,14.200000,44.000000,0
2017-11-22T02:00:00,-56.0142,93.2680,0.640,1.3,1002.3,-0.7,14.200000,44.000000,0
2017-11-22T03:00:00,-56.0214,93.3056,0.688,1.3,1001.6,-1.3,14.200000,44.000000,0
2017-11-22T04:00:00,-56.0272,93.3436,0.682,1.2,1000.9,-1.8,14.200000,44.000000,0
2017-11-22T05:00:00,-56.0354,93.3806,0.689,1.3,999.9,-2.5,14.200000,44.000000,0
2017-11-22T06:00:00,-56.0446,93.4210,0.755,1.3,999.3,-2.3,14.200000,44.000000,0
2017-11-22T07:00:00,-56.0540,93.4616,0.761,1.2,998.0,-3.0,14.200000,48.000000,0
2017-11-22T08:00:00,-56.0644,93.5016,0.763,1.1,996.9,-3.0,14.200000,44.000000,0
2017-11-22T09:00:00,-56.0768,93.5410,0.782,1.1,995.7,-3.6,14.200000,44.000000,0
2017-11-22T10:00:00,-56.0910,93.5790,0.790,1.2,994.5,-3.5,14.200000,44.000000,0
2017-11-22T11:00:00,-56.1070,93.6214,0.884,1.2,992.5,-4.3,14.200000,44.000000,0
2017-11-22T12:00:00,-56.1222,93.6656,0.897,1.2,990.4,-5.3,14.200000,44.000000,0
2017-11-22T13:00:00,-56.1402,93.7054,0.885,1.1,988.2,-6.3,14.200000,44.000000,0
2017-11-22T14:00:00,-56.1596,93.7462,0.925,1.2,985.9,-6.7,14.200000,44.000000,0
2017-11-22T15:00:00,-56.1788,93.7866,0.916,1.1,983.8,-6.7,14.200000,44.000000,0
2017-11-22T16:00:00,-56.1974,93.8278,0.914,1.2,981.5,-6.7,14.200000,44.000000,0
2017-11-22T17:00:00,-56.2166,93.8680,0.913,1.1,978.9,-7.0,14.200000,44.000000,0
2017-11-22T18:00:00,-56.2354,93.9084,0.907,1.1,976.3,-7.4,14.200000,44.000000,0
2017-11-22T19:00:00,-56.2514,93.9488,0.854,1.1,973.9,-7.6,14.200000,44.000000,0
2017-11-22T20:00:00,-56.2664,93.9852,0.780,1.2,971.6,-7.3,14.200000,44.000000,0
2017-11-22T21:00:00,-56.2810,94.0178,0.720,1.1,973.0,-3.4,14.200000,44.000000,0
2017-11-22T22:00:00,-56.2920,94.0496,0.644,1.1,966.8,-7.1,14.200000,44.000000,0
2017-11-22T23:00:00,-56.3008,94.0792,0.577,1.1,965.0,-6.6,14.200000,44.000000,0
2017-11-23T00:00:00,-56.3064,94.1118,0.587,1.1,963.5,-9.4,14.200000,44.000000,0
2017-11-23T01:00:00,-56.3056,94.1486,0.633,1.1,963.2,-3.6,14.200000,44.000000,0
2017-11-23T02:00:00,-56.3000,94.1890,0.716,1.1,963.7,-1.3,14.200000,44.000000,0
2017-11-23T03:00:00,-56.2950,94.2322,0.759,1.0,964.4,0.8,14.200000,44.000000,0
2017-11-23T04:00:00,-56.2908,94.2762,0.768,1.1,964.6,1.5,14.200000,44.000000,0
2017-11-23T05:00:00,-56.2898,94.3212,0.775,1.1,964.7,1.1,14.200000,48.000000,0
2017-11-23T06:00:00,-56.2908,94.3670,0.788,1.0,964.3,-0.1,14.200000,44.000000,0
2017-11-23T07:00:00,-56.2926,94.4156,0.838,1.0,963.4,-1.3,14.200000,48.000000,0
2017-11-23T08:00:00,-56.2946,94.4668,0.883,1.1,963.4,-1.4,14.200000,40.000000,0
2017-11-23T09:00:00,-56.2950,94.5134,0.802,1.0,963.0,-1.2,14.200000,44.000000,0
2017-11-23T10:00:00,-56.2934,94.5558,0.731,1.1,962.0,-1.3,14.200000,44.000000,0
2017-11-23T11:00:00,-56.2902,94.5996,0.760,1.1,962.6,-0.8,14.200000,44.000000,0
2017-11-23T12:00:00,-56.2848,94.6438,0.778,1.1,962.6,-0.5,14.200000,44.000000,0
2017-11-23T13:00:00,-56.2760,94.6848,0.756,1.0,963.1,1.0,14.200000,44.000000,0
2017-11-23T14:00:00,-56.2644,94.7280,0.826,1.0,964.4,1.8,14.200000,44.000000,0
2017-11-23T15:00:00,-56.2494,94.7720,0.888,1.0,966.5,3.9,14.200000,44.000000,0
2017-11-23T16:00:00,-56.2334,94.8200,0.964,1.1,968.8,5.7,14.200000,44.000000,0
2017-11-23T17:00:00,-56.2160,94.8684,0.993,1.2,971.0,6.6,14.200000,44.000000,0
2017-11-23T18:00:00,-56.1990,94.9158,0.972,1.3,973.0,6.5,14.200000,44.000000,0
2017-11-23T19:00:00,-56.1812,94.9640,0.997,1.4,975.0,6.2,14.200000,44.000000,0
2017-11-23T20:00:00,-56.1642,95.0100,0.952,1.4,976.9,6.0,14.200000,40.000000,0
2017-11-23T21:00:00,-56.1470,95.0556,0.950,1.4,978.4,5.3,14.200000,40.000000,0
2017-11-23T22:00:00,-56.1304,95.0996,0.917,1.5,980.6,5.6,14.200000,44.000000,0
2017-11-23T23:00:00,-56.1146,95.1374,0.816,1.6,981.5,4.5,14.200000,44.000000,0
2017-11-24T00:00:00,-56.1020,95.1720,0.714,1.7,982.3,3.9,14.200000,44.000000,0
2017-11-24T01:00:00,-56.0932,95.2126,0.753,1.7,983.1,2.5,14.200000,44.000000,0
2017-11-24T02:00:00,-56.0836,95.2522,0.746,1.6,983.9,2.4,14.200000,44.000000,0
2017-11-24T03:00:00,-56.0752,95.2910,0.720,1.6,984.5,2.2,14.200000,44.000000,0
2017-11-24T04:00:00,-56.0690,95.3298,0.698,2.0,985.1,2.0,14.200000,48.000000,0
2017-11-24T05:00:00,-56.0644,95.3692,0.696,2.1,985.7,1.8,14.200000,44.000000,0
2017-11-24T06:00:00,-56.0582,95.4128,0.778,1.9,985.9,1.3,14.200000,40.000000,0
2017-11-24T07:00:00,-56.0498,95.4618,0.887,1.9,986.1,1.0,14.200000,48.000000,0
2017-11-24T08:00:00,-56.0412,95.5050,0.794,1.6,986.2,0.4,14.200000,44.000000,0
2017-11-24T09:00:00,-56.0338,95.5438,0.710,1.6,986.0,0.1,14.200000,44.000000,0
2017-11-24T10:00:00,-56.0280,95.5832,0.705,1.6,985.5,-0.6,14.200000,44.000000,0
2017-11-24T11:00:00,-56.0222,95.6188,0.642,1.5,985.2,-1.0,14.200000,44.000000,0
2017-11-24T12:00:00,-56.0206,95.6484,0.515,1.4,984.1,-1.8,14.200000,44.000000,0
2017-11-24T13:00:00,-56.0214,95.6796,0.541,1.4,983.6,-1.9,14.200000,44.000000,0
2017-11-24T14:00:00,-56.0254,95.7092,0.527,1.3,982.7,-2.4,14.200000,44.000000,0
2017-11-24T15:00:00,-56.0330,95.7356,0.514,1.4,981.4,-2.7,14.200000,44.000000,0
2017-11-24T16:00:00,-56.0438,95.7600,0.539,1.5,980.0,-3.5,14.200000,44.000000,0
2017-11-24T17:00:00,-56.0546,95.7788,0.466,1.4,978.1,-4.6,14.200000,44.000000,0
2017-11-24T18:00:00,-56.0668,95.7900,0.424,1.4,975.8,-5.6,14.200000,44.000000,0
2017-11-24T19:00:00,-56.0790,95.7982,0.403,1.4,973.4,-6.6,14.200000,44.000000,0
