time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min),Unit_ID,drift_x (m),drift_y (m),U (m/s),u (m/s),v (m/s)
2016-01-18 13:00:00,-75.0616,-35.9552,,1.7,983.2,-25.5,15.6,48.0,60,2016P18,,,,,
2016-01-18 14:00:00,-75.0616,-35.9552,0.0,2.0,983.2,-25.5,15.6,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-18 15:00:00,-75.059,-35.961,,2.1,983.5,0.7,15.6,48.0,0,2016P18,-166.95923127271445,290.20933886148197,0.09300240823478008,-0.04637756424242068,0.08061370523930055
2016-01-18 16:00:00,-75.059,-35.961,,2.3,983.7,0.5,15.6,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-18 17:00:00,-75.059,-35.961,0.031,2.5,984.1,0.9,15.6,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-18 18:00:00,-75.0644,-35.949,,2.7,984.4,0.9,15.6,48.0,0,2016P18,345.4916185892802,-602.742547153161,0.19298320719979875,0.09596989405257784,-0.1674284853203225
2016-01-18 19:00:00,-75.0644,-35.949,,2.7,984.8,1.0,15.6,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-18 20:00:00,-75.0644,-35.949,0.064,2.7,985.3,1.2,15.6,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-18 21:00:00,-75.066,-35.9098,,2.5,985.5,1.1,15.6,48.0,0,2016P18,1128.2074943641137,-178.5904392493017,0.31729308112700094,0.31339097065669824,-0.049608455347028256
2016-01-18 22:00:00,-75.066,-35.9098,,2.3,986.0,1.2,15.6,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-18 23:00:00,-75.066,-35.9098,0.106,2.0,986.3,1.0,15.6,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 00:00:00,-75.0632,-35.8698,,1.5,986.9,1.4,15.6,52.0,0,2016P18,1151.1116683094826,312.53325221643337,0.33132905609841007,0.3197532411970785,0.0868147922823426
2016-01-19 01:00:00,-75.0632,-35.8698,,1.1,987.2,1.2,15.6,52.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 02:00:00,-75.0632,-35.8698,0.11,0.6,987.2,0.8,15.6,52.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 03:00:00,-75.0624,-35.8424,,-0.1,987.3,0.4,15.4,48.0,0,2016P18,788.6559112510383,89.29520079992977,0.22047083792019626,0.21907108645862175,0.02480422244442494
2016-01-19 04:00:00,-75.0624,-35.8424,,-1.0,987.5,0.3,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 05:00:00,-75.0624,-35.8424,0.073,-1.7,987.4,0.3,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 06:00:00,-75.0628,-35.8106,,-1.9,987.8,0.5,15.4,48.0,0,2016P18,915.3492686835941,-44.6475996152801,0.2545659722865939,0.25426368574544284,-0.012402111004244471
2016-01-19 07:00:00,-75.0628,-35.8106,,-1.8,988.1,0.6,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 08:00:00,-75.0628,-35.8106,0.085,-1.9,988.3,0.9,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 09:00:00,-75.056,-35.773,,-1.8,988.6,0.8,15.4,48.0,0,2016P18,1082.2714494526701,759.0089800732383,0.3671930273035208,0.30063095818129726,0.21083582779812174
2016-01-19 10:00:00,-75.056,-35.773,,-1.5,988.8,0.7,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 11:00:00,-75.056,-35.773,0.122,-1.2,989.0,0.7,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 12:00:00,-75.0422,-35.7532,,-0.8,988.9,0.3,15.4,48.0,0,2016P18,570.1729742135772,1540.3403591954975,0.45624487505070815,0.15838138172599367,0.4278723219987493
2016-01-19 13:00:00,-75.0422,-35.7532,,-0.6,988.9,0.1,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 14:00:00,-75.0422,-35.7532,0.152,-0.6,988.7,-0.3,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 15:00:00,-75.0296,-35.7534,,-0.3,988.5,-0.5,15.4,48.0,0,2016P18,-5.764517781309228,1406.3960864666074,0.39066886116161703,-0.0016012549392525632,0.3906655795740576
2016-01-19 16:00:00,-75.0296,-35.7534,,-0.0,988.3,-0.7,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 17:00:00,-75.0296,-35.7534,0.13,0.3,988.2,-0.4,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 18:00:00,-75.0242,-35.7474,,0.3,988.3,-0.2,15.4,48.0,0,2016P18,173.07781631789675,602.7407024929929,0.17419397379034166,0.048077171199415764,0.16742797291472025
2016-01-19 19:00:00,-75.0242,-35.7474,,0.4,988.4,0.2,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 20:00:00,-75.0242,-35.7474,0.058,0.3,988.5,0.3,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 21:00:00,-75.0166,-35.7104,,0.1,988.5,0.2,15.4,48.0,0,2016P18,1067.6892011949274,848.301243901105,0.3787951202346896,0.2965803336652576,0.2356392344169736
2016-01-19 22:00:00,-75.0166,-35.7104,,-0.2,988.6,0.2,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-19 23:00:00,-75.0166,-35.7104,0.126,-0.8,988.7,0.1,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 00:00:00,-75.0008,-35.6692,,-1.5,988.8,0.3,15.4,52.0,0,2016P18,1189.4756130722735,1763.571820674164,0.5908926732444346,0.33040989252007597,0.4898810612983789
2016-01-20 01:00:00,-75.0008,-35.6692,,-2.1,988.8,0.1,15.4,52.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 02:00:00,-75.0008,-35.6692,0.197,-2.8,988.7,0.0,15.4,52.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 03:00:00,-74.9872,-35.6396,,-3.4,988.5,-0.3,15.4,48.0,0,2016P18,855.4548036872156,1518.0092198823502,0.4840157150417304,0.2376263343575599,0.4216692277450973
2016-01-20 04:00:00,-74.9872,-35.6396,,-3.9,988.3,-0.5,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 05:00:00,-74.9872,-35.6396,0.161,-4.2,988.3,-0.3,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 06:00:00,-74.9766,-35.5954,,-4.2,988.3,-0.2,15.4,48.0,0,2016P18,1278.533201249111,1183.1529816102418,0.48388363664306583,0.3551481114580864,0.32865360600284493
2016-01-20 07:00:00,-74.9766,-35.5954,,-4.2,988.4,0.1,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 08:00:00,-74.9766,-35.5954,0.161,-4.0,988.5,0.2,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 09:00:00,-74.956,-35.5568,,-3.8,988.7,0.4,15.4,48.0,0,2016P18,1117.3169618616537,2299.3318716470462,0.710118895954502,0.31036582273934826,0.6387032976797351
2016-01-20 10:00:00,-74.956,-35.5568,,-3.6,988.5,0.2,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 11:00:00,-74.956,-35.5568,0.237,-3.4,988.7,0.1,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 12:00:00,-74.9266,-35.5566,,-3.2,988.8,0.1,15.4,48.0,0,2016P18,5.796958631988979,3281.5634747267695,0.9115468319317446,0.0016102662866636054,0.9115454096463249
2016-01-20 13:00:00,-74.9266,-35.5566,,-3.0,989.1,0.6,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 14:00:00,-74.9266,-35.5566,0.304,-2.8,989.1,0.5,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 15:00:00,-74.9054,-35.5982,,-2.6,989.1,0.3,15.4,48.0,0,2016P18,-1208.0681545414143,2366.2921699589665,0.7380094651494457,-0.3355744873726151,0.6573033805441574
2016-01-20 16:00:00,-74.9054,-35.5982,,-2.4,989.2,0.0,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 17:00:00,-74.9054,-35.5982,0.246,-2.1,989.5,0.3,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 18:00:00,-74.8998,-35.645,,-2.0,989.9,0.8,15.4,48.0,0,2016P18,-1360.9428925162006,625.0575664852881,0.41600526376941876,-0.37803969236561125,0.17362710180146892
2016-01-20 19:00:00,-74.8998,-35.645,,-1.9,990.2,1.0,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 20:00:00,-74.8998,-35.645,0.139,-1.8,990.3,0.9,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 21:00:00,-74.9008,-35.6486,,-1.9,990.6,0.8,15.4,48.0,0,2016P18,-104.7258354836369,-111.61739981541591,0.0425153789888234,-0.029090509856565805,-0.031004833282059975
2016-01-20 22:00:00,-74.9008,-35.6486,,-2.1,990.7,0.5,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-20 23:00:00,-74.9008,-35.6486,0.014,-2.5,990.8,0.5,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 00:00:00,-74.8942,-35.6136,,-3.0,991.1,0.4,15.4,48.0,0,2016P18,1018.1020012843687,736.6746557767884,0.34907519281365795,0.2828061114678802,0.20463184882688568
2016-01-21 01:00:00,-74.8942,-35.6136,,-3.5,991.1,0.4,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 02:00:00,-74.8942,-35.6136,0.116,-3.8,991.2,0.3,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 03:00:00,-74.885,-35.5902,,-4.3,991.0,-0.1,15.4,48.0,0,2016P18,680.9643865708787,1026.8791032518668,0.34226383996505433,0.1891567740474663,0.28524419534774076
2016-01-21 04:00:00,-74.885,-35.5902,,-4.6,991.0,-0.1,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 05:00:00,-74.885,-35.5902,0.114,-4.8,991.2,0.0,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 06:00:00,-74.8804,-35.5794,,-4.8,991.3,0.3,15.4,48.0,0,2016P18,314.4781267456544,513.4392370908466,0.16724813899984356,0.08735503520712622,0.14262201030301294
2016-01-21 07:00:00,-74.8804,-35.5794,,-4.8,991.2,0.2,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 08:00:00,-74.8804,-35.5794,0.056,-4.7,991.3,0.1,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 09:00:00,-74.875,-35.5636,,-4.4,991.2,-0.1,15.4,48.0,0,2016P18,460.20653863743235,602.732749785788,0.21064950005306626,0.127835149621509,0.16742576382938554
2016-01-21 10:00:00,-74.875,-35.5636,,-3.9,991.0,-0.1,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 11:00:00,-74.875,-35.5636,0.07,-3.4,990.8,-0.5,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 12:00:00,-74.859,-35.5566,,-2.9,990.8,-0.4,15.4,48.0,0,2016P18,203.96006100741207,1785.8731160994328,0.4993006291901034,0.05665557250205891,0.4960758655831758
2016-01-21 13:00:00,-74.859,-35.5566,,-2.4,990.8,-0.2,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 14:00:00,-74.859,-35.5566,0.166,-2.0,990.6,-0.2,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 15:00:00,-74.8436,-35.5824,,-1.6,990.4,-0.4,15.4,48.0,0,2016P18,-752.5147880710991,1718.9004743447347,0.5212237312390995,-0.2090318855753053,0.47747235398464855
2016-01-21 16:00:00,-74.8436,-35.5824,,-1.3,990.2,-0.6,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 17:00:00,-74.8436,-35.5824,0.174,-1.1,989.9,-0.7,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 18:00:00,-74.8406,-35.6264,,-1.0,989.6,-0.8,15.4,48.0,0,2016P18,-1284.6326852046695,334.8504676109567,0.3687656641949654,-0.3568424125568527,0.0930140187808213
2016-01-21 19:00:00,-74.8406,-35.6264,,-1.1,989.4,-0.7,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 20:00:00,-74.8406,-35.6264,0.123,-1.2,989.2,-0.7,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 21:00:00,-74.845,-35.637,,-1.7,989.0,-0.6,15.4,48.0,0,2016P18,-309.53949272205944,-491.11404976487444,0.1612565692582531,-0.08598319242279429,-0.1364205693791318
2016-01-21 22:00:00,-74.845,-35.637,,-1.7,988.7,-0.7,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-21 23:00:00,-74.845,-35.637,0.054,-1.7,988.6,-0.6,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 00:00:00,-74.8426,-35.6054,,-1.8,988.3,-0.7,15.4,52.0,0,2016P18,922.5166622028264,267.8804146256073,0.2668397743372437,0.256254628389674,0.07441122628489091
2016-01-22 01:00:00,-74.8426,-35.6054,,-1.9,988.3,-0.4,15.4,52.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 02:00:00,-74.8426,-35.6054,0.089,-2.2,988.3,-0.3,15.4,52.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 03:00:00,-74.8308,-35.557,,-2.5,987.8,-0.5,15.4,48.0,0,2016P18,1413.186954137058,1317.077872671409,0.5366068153035638,0.3925519317047383,0.36585496463094697
2016-01-22 04:00:00,-74.8308,-35.557,,-2.7,987.7,-0.6,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 05:00:00,-74.8308,-35.557,0.179,-2.9,987.6,-0.7,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 06:00:00,-74.8174,-35.5312,,-2.9,987.4,-0.4,15.4,48.0,0,2016P18,753.8828413095812,1495.6630240707632,0.46525474403959693,0.20941190036377255,0.41546195113076756
2016-01-22 07:00:00,-74.8174,-35.5312,,-2.7,987.4,-0.3,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 08:00:00,-74.8174,-35.5312,0.155,-2.4,987.2,-0.4,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 09:00:00,-74.8058,-35.5336,,-1.9,987.0,-0.4,15.4,48.0,0,2016P18,-70.18910231495408,1294.7516228141935,0.36018131095904954,-0.019496972865265024,0.3596532285594982
2016-01-22 10:00:00,-74.8058,-35.5336,,-1.5,986.9,-0.5,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 11:00:00,-74.8058,-35.5336,0.12,-1.5,986.7,-0.4,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 12:00:00,-74.7936,-35.5378,,-1.3,986.7,-0.3,15.4,48.0,0,2016P18,-122.92252402751468,1361.7200886844234,0.3797935951414854,-0.034145145563198524,0.3782555801901176
2016-01-22 13:00:00,-74.7936,-35.5378,,-0.8,986.6,-0.3,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 14:00:00,-74.7936,-35.5378,0.127,-0.6,986.6,-0.2,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 15:00:00,-74.7838,-35.5578,,-0.6,986.4,-0.3,15.4,48.0,0,2016P18,-585.8040504832351,1093.839652823355,0.3446741585764398,-0.1627233473564542,0.3038443480064875
2016-01-22 16:00:00,-74.7838,-35.5578,,-0.5,986.2,-0.4,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 17:00:00,-74.7838,-35.5578,0.115,-0.6,986.0,-0.6,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 18:00:00,-74.7924,-35.604,,-0.7,985.9,-0.5,15.4,48.0,0,2016P18,-1354.058436444159,-959.9000520692811,0.461051063632726,-0.37612734345671084,-0.26663890335257806
2016-01-22 19:00:00,-74.7924,-35.604,,-1.1,985.9,-0.2,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 20:00:00,-74.7924,-35.604,0.154,-1.5,986.1,0.1,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 21:00:00,-74.8112,-35.6058,,-1.9,986.0,0.0,15.4,48.0,0,2016P18,-52.72642528776742,-2098.3887265281396,0.5830697369737966,-0.01464622924660206,-0.5828857573689277
2016-01-22 22:00:00,-74.8112,-35.6058,,-2.3,985.9,0.0,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-22 23:00:00,-74.8112,-35.6058,0.194,-2.6,986.1,0.0,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 00:00:00,-74.8172,-35.5666,,-3.0,986.3,0.3,15.4,48.0,0,2016P18,1146.8789118302618,-669.6992705365425,0.3689144434921743,0.31857747550840604,-0.1860275751490396
2016-01-23 01:00:00,-74.8172,-35.5666,,-3.1,986.4,0.5,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 02:00:00,-74.8172,-35.5666,0.123,-3.2,986.5,0.4,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 03:00:00,-74.8136,-35.512,,-3.5,986.5,0.2,15.4,48.0,0,2016P18,1596.8225519737487,401.81960531810887,0.4573897068792667,0.44356181999270794,0.11161655703280803
2016-01-23 04:00:00,-74.8136,-35.512,,-3.4,986.5,0.1,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 05:00:00,-74.8136,-35.512,0.152,-3.5,986.6,0.1,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 06:00:00,-74.8062,-35.4764,,-3.3,986.7,0.3,15.4,48.0,0,2016P18,1041.392670531265,825.9621169239422,0.3692158976484724,0.28927574181424026,0.22943392136776172
2016-01-23 07:00:00,-74.8062,-35.4764,,-3.1,986.7,0.2,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 08:00:00,-74.8062,-35.4764,0.123,-3.1,987.0,0.3,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 09:00:00,-74.7994,-35.4626,,-3.0,987.3,0.6,15.4,48.0,0,2016P18,403.8779149310386,758.9917348193625,0.23882199058336265,0.11218830970306629,0.2108310374498229
2016-01-23 10:00:00,-74.7994,-35.4626,,-2.7,987.5,0.8,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 11:00:00,-74.7994,-35.4626,0.08,-2.5,988.0,1.0,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 12:00:00,-74.7862,-35.4482,,-2.1,988.2,0.9,15.4,48.0,0,2016P18,421.62190877024887,1473.335581939317,0.42568778506333077,0.11711719688062469,0.40925988387203255
2016-01-23 13:00:00,-74.7862,-35.4482,,-1.7,988.5,1.0,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 14:00:00,-74.7862,-35.4482,0.142,-1.8,988.8,0.9,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 15:00:00,-74.7676,-35.4484,,-1.6,989.2,0.9,15.4,48.0,0,2016P18,-5.860822683179107,2076.060825958703,0.5766858607329957,-0.0016280063008830851,0.5766835627663064
2016-01-23 16:00:00,-74.7676,-35.4484,,-1.0,989.3,0.8,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 17:00:00,-74.7676,-35.4484,0.192,-0.6,989.4,0.6,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 18:00:00,-74.76,-35.4728,,-1.1,989.7,0.5,15.4,48.0,0,2016P18,-715.8734514119747,848.2819247264264,0.3083279556905997,-0.1988537365033263,0.23563386797956287
2016-01-23 19:00:00,-74.76,-35.4728,,-1.4,990.0,0.7,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 20:00:00,-74.76,-35.4728,0.103,-1.5,990.2,0.7,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 21:00:00,-74.766,-35.4768,,-1.3,990.5,0.8,15.4,48.0,0,2016P18,-117.41344397520369,-669.6962084498343,0.18886415860131398,-0.03261484554866769,-0.18602672456939842
2016-01-23 22:00:00,-74.766,-35.4768,,-1.4,990.8,0.9,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-23 23:00:00,-74.766,-35.4768,0.063,-1.6,991.2,1.0,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 00:00:00,-74.7734,-35.4312,,-1.8,991.6,1.1,15.4,48.0,0,2016P18,1337.9989737336525,-825.9591519365134,0.43677848568125666,0.3716663815926813,-0.22943309776014262
2016-01-24 01:00:00,-74.7734,-35.4312,,-2.0,991.9,1.0,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 02:00:00,-74.7734,-35.4312,0.146,-2.1,992.1,0.9,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 03:00:00,-74.7688,-35.3348,,-2.2,992.3,0.7,15.4,48.0,0,2016P18,2827.2356712540995,513.4341316850969,0.7981883493759733,0.7853432420150277,0.14262059213474912
2016-01-24 04:00:00,-74.7688,-35.3348,,-2.3,992.4,0.5,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 05:00:00,-74.7688,-35.3348,0.266,-2.4,992.5,0.4,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 06:00:00,-74.7624,-35.267,,-2.7,992.6,0.3,15.4,48.0,0,2016P18,1989.036323413192,714.3427884481857,0.5870615723738879,0.5525100898369978,0.19842855234671825
2016-01-24 07:00:00,-74.7624,-35.267,,-2.8,992.9,0.5,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 08:00:00,-74.7624,-35.267,0.196,-2.5,993.2,0.7,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 09:00:00,-74.7564,-35.2544,,-2.1,993.5,0.9,15.4,52.0,0,2016P18,369.795509687578,669.695992797845,0.21250298504704185,0.1027209749132161,0.18602666466606804
2016-01-24 10:00:00,-74.7564,-35.2544,,-2.0,993.7,0.9,15.4,52.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 11:00:00,-74.7564,-35.2544,0.071,-1.2,994.0,0.8,15.4,52.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 12:00:00,-74.746,-35.2588,,-1.1,994.4,1.0,15.4,48.0,0,2016P18,-129.1845603312487,1160.8055357724586,0.3244366131222806,-0.035884600092013524,0.32244598215901626
2016-01-24 13:00:00,-74.746,-35.2588,,-0.9,994.7,0.9,15.4,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 14:00:00,-74.746,-35.2588,0.108,-0.2,994.7,0.7,15.4,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 15:00:00,-74.733,-35.2768,,0.4,994.9,0.5,15.2,48.0,0,2016P18,-528.8341289012889,1451.0053997170885,0.4289919822392196,-0.14689836913924692,0.403057055476969
2016-01-24 16:00:00,-74.733,-35.2768,,1.2,994.8,0.1,15.2,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 17:00:00,-74.733,-35.2768,0.143,1.8,994.6,-0.1,15.2,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 18:00:00,-74.7306,-35.312,,1.0,994.7,-0.2,15.4,48.0,0,2016P18,-1035.0245085203774,267.8777351768267,0.2969799394440645,-0.287506807922327,0.07441048199356298
2016-01-24 19:00:00,-74.7306,-35.312,,0.9,994.9,0.1,15.2,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 20:00:00,-74.7306,-35.312,0.099,0.5,994.8,0.2,15.2,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 21:00:00,-74.7378,-35.3342,,-0.4,994.8,0.1,15.2,48.0,0,2016P18,-652.8712738888037,-803.6333783294201,0.28761303562047225,-0.1813531316357788,-0.22323149398039446
2016-01-24 22:00:00,-74.7378,-35.3342,,-1.0,995.0,0.0,15.2,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-24 23:00:00,-74.7378,-35.3342,0.096,-1.5,995.0,0.2,15.2,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 00:00:00,-74.7376,-35.3186,,-1.8,995.0,0.2,15.2,48.0,0,2016P18,458.5633243118479,22.323156397261176,0.12752954321107615,0.12737870119773553,0.006200876777016993
2016-01-25 01:00:00,-74.7376,-35.3186,,-2.2,995.3,0.4,15.2,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 02:00:00,-74.7376,-35.3186,0.043,-2.6,995.2,0.2,15.2,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 03:00:00,-74.7248,-35.2656,,-2.7,995.2,0.2,15.2,48.0,0,2016P18,1557.959373224032,1428.6811774107607,0.5871809164559354,0.43276649256223115,0.3968558826141002
2016-01-25 04:00:00,-74.7248,-35.2656,,-2.7,995.2,-0.1,15.2,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 05:00:00,-74.7248,-35.2656,0.196,-2.8,995.1,-0.1,15.2,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 06:00:00,-74.7076,-35.222,,-2.8,995.0,-0.2,15.2,48.0,0,2016P18,1282.6908622539036,1919.7877505273623,0.6413527885023945,0.356303017292751,0.5332743751464896
2016-01-25 07:00:00,-74.7076,-35.222,,-2.8,995.0,-0.2,15.2,48.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 08:00:00,-74.7076,-35.222,0.214,-2.6,995.0,-0.1,15.2,48.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 09:00:00,-74.6952,-35.2136,,-2.3,994.8,-0.1,15.2,52.0,0,2016P18,247.39543399192775,1384.031191567572,0.39054674796375183,0.06872095388664659,0.38445310876877
2016-01-25 10:00:00,-74.6952,-35.2136,,-2.1,994.7,-0.4,15.2,52.0,60,2016P18,0.0,0.0,0.0,0.0,0.0
2016-01-25 11:00:00,-74.6952,-35.2136,0.13,-1.4,994.6,-0.4,15.2,52.0,120,2016P18,0.0,0.0,0.0,0.0,0.0
