time,latitude (deg),longitude (deg), FMTID, YEAR, MONTH, DAY, HOUR, MIN,surf temperature (degC),barometric_pressure (hPa),air temperature (degC), VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body,Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s),x (km),y (km),distance (km)
2019-08-11 01:00:00,-55.7804,3.4934,40,2019,8,11,1,0,-1.0,985.8,-0.4,15.4,0,40,48,10, 282705840A9D273EFFFD02BFC000A7169BFFB662BF,ISVP1_30min,288.6512509993292,-289.47829876503,408.7997433455331,1800.0,0.22711096852529616,0.16036180611073844,-0.16082127709168334,217.65319549015993,139.654163021077,258.60432857203944
2019-08-11 01:30:00,-55.7818,3.499,40,2019,8,11,1,30,-1.0,985.3,-0.9,15.4,0,44,112,11, 28270585EA93273DBFFD02FFC000A714DBFFEEE2FF,ISVP1_30min,351.3781280069894,-155.8729811495206,384.399499341681,1800.0,0.213555277412045,0.1952100711149941,-0.08659610063862255,217.99308649006696,139.49829003992733,258.80641159277627
2019-08-11 02:00:00,-55.7826,3.5036,40,2019,8,11,2,0,-1.0,985.3,-1.0,15.4,0,44,66,7, 282705880A93273D7FFD01FFC000A713DC001C86FF,ISVP1_30min,288.6216857443104,-89.07029098716238,302.0529659156242,1800.0,0.1678072032864579,0.16034538096906134,-0.04948349499286799,218.2722823943307,139.40921974894033,258.9936675145529
2019-08-11 02:30:00,-55.783,3.5086,40,2019,8,11,2,30,-1.0,985.1,-0.6,15.4,0,40,58,7, 28270589EA8F273E7FFD01FFC000A7135C004E76BF,ISVP1_30min,313.712796209731,-44.53514986844708,316.85816713402426,1800.0,0.1760323150744579,0.17428488678318388,-0.024741749926915045,218.5757559223736,139.36468459907164,259.22553190308196
2019-08-11 03:00:00,-55.783,3.514,40,2019,8,11,3,0,-1.0,985.7,0.5,15.4,0,44,28,8, 2827058C0A9B27413FFD023FC000A7135C00843AFF,ISVP1_30min,338.80634906518196,0.0,338.80634906518196,1800.0,0.18822574948065665,0.18822574948065665,0.0,218.903507003503,139.36468459907164,259.50194737579795
2019-08-11 03:30:00,-55.7824,3.5196,40,2019,8,11,3,30,-1.0,986.6,1.3,15.4,0,44,24,7, 2827058DEAAD27433FFD01FFC000A7141C00BC32FF,ISVP1_30min,351.35473235723924,66.80272370874367,357.648922610895,1800.0,0.19869384589494166,0.19519707353179958,0.03711262428263537,219.24339665198727,139.43148732278001,259.82456895479146
2019-08-11 04:00:00,-55.7816,3.5252,40,2019,8,11,4,0,-1.0,987.0,1.9,15.4,0,44,28,7, 282705900AB52744BFFD01FFC000A7151C00F43AFF,ISVP1_30min,351.3601314182741,89.07028807103389,362.474079304057,1800.0,0.2013744885022539,0.19520007301015227,0.0494834933727966,219.58328593175617,139.5205576108511,260.15919252763337
2019-08-11 04:30:00,-55.78,3.5314,40,2019,8,11,4,30,-1.0,986.5,0.8,15.4,0,44,52,10, 28270591EAAB2741FFFD02BFC000A7171C01326AFF,ISVP1_30min,389.01382973613164,178.14054113540365,427.8619077716389,1800.0,0.23770105987313273,0.2161187942978509,0.09896696729744647,219.95959148929143,139.69869815198635,260.5723472540702
2019-08-11 05:00:00,-55.7774,3.5398,40,2019,8,11,5,0,-1.0,986.9,0.3,15.4,0,44,48,7, 282705940AB32740BFFD01FFC000A71A5C018662FF,ISVP1_30min,527.0725907291858,289.4782798039131,601.3345078874223,1800.0,0.3340747266041235,0.29281810596065877,0.1608212665577295,220.46942410183303,139.98817643179004,261.15791488004317
2019-08-11 05:30:00,-55.7716,3.5468,40,2019,8,11,5,30,-1.0,985.8,-1.2,15.4,0,44,24,8, 28270595EA9D273CFFFD023FC000A7219C01CC32FF,ISVP1_30min,439.2564025304108,645.7587954297287,780.9933476277582,1800.0,0.43388519312653234,0.24403133473911712,0.35875488634984926,220.89428397509047,140.63393522721984,261.8629191587877
2019-08-11 06:00:00,-55.7652,3.554,40,2019,8,11,6,0,-1.0,985.3,-1.3,15.4,0,40,28,10, 282705980A93273CBFFD02BFC000A7299C02143ABF,ISVP1_30min,451.8736814423349,712.5607176150498,843.7609852726799,1800.0,0.4687561029292666,0.25104093413463047,0.39586706534169436,221.33128209628538,141.34649594483528,262.61448617749323
2019-08-11 06:30:00,-55.758,3.5602,40,2019,8,11,6,30,-1.0,985.6,-1.4,15.4,0,44,48,20, 28270599EA99273C7FFD053FC000A7329C025262FF,ISVP1_30min,389.1771973215835,801.6299145422662,891.1057236961974,1800.0,0.49505873538677636,0.21620955406754638,0.4453499525234812,221.70758554096466,142.14812585937764,263.36351906013414
2019-08-11 07:00:00,-55.7512,3.5674,40,2019,8,11,7,0,-1.0,984.0,-1.9,15.4,0,44,46,15, 2827059C0A79273B3FFD03FFC000A73B1C029A5EFF,ISVP1_30min,452.03099161003723,757.094051234363,881.7728844721943,1800.0,0.4898738247067746,0.2511283286722429,0.4206078062413128,222.14458251601025,142.90521991061195,264.1403365995297
2019-08-11 07:30:00,-55.744,3.575,40,2019,8,11,7,30,-1.1,982.9,-2.3,15.4,0,44,60,9, 2827059DEA6326BA3FFD027FC000A7441C02E67AFF,ISVP1_30min,477.226839065603,801.6280762182658,932.9271292581992,1800.0,0.5182928495878885,0.2651260217031128,0.4453489312323699,222.60585643075717,143.70684798682979,264.9623095377542
2019-08-11 08:00:00,-55.7368,3.582,40,2019,8,11,8,0,-1.1,982.3,-3.3,15.4,0,44,46,7, 282705A00A5726B7BFFD01FFC000A74D1C032C5EFF,ISVP1_30min,439.63198771222557,801.6271306587175,914.2660122896023,1800.0,0.5079255623831124,0.24423999317345865,0.44534840592150976,223.03071337381664,144.50847511748844,265.7543950507975
2019-08-11 08:30:00,-55.7292,3.589,40,2019,8,11,8,30,-1.1,983.5,-0.5,15.4,0,44,72,4, 282705A1EA6F26BEBFFD013FC000A7569C037292FF,ISVP1_30min,439.71293238575663,846.160945335072,953.5910068355425,1800.0,0.5297727815753014,0.24428496243653147,0.47008941407504,223.45556973079837,145.3546360628239,266.5714948539541
2019-08-11 09:00:00,-55.7214,3.5958,40,2019,8,11,9,0,-1.1,983.6,0.7,15.4,0,44,52,10, 282705A40A7126C1BFFD02BFC000A7605C03B66AFF,ISVP1_30min,427.23269876473756,868.427242922908,967.8293522850423,1800.0,0.5376829734916901,0.23735149931374308,0.48245957940161555,223.86828677246436,146.2230633057469,267.3914622140258
2019-08-11 09:30:00,-55.7134,3.601,40,2019,8,11,9,30,-1.1,983.9,1.6,15.4,0,44,46,13, 282705A5EA7726C3FFFD037FC000A76A5C03EA5EFF,ISVP1_30min,326.7724872660369,890.6934550102718,948.7439534627704,1800.0,0.5270799741459835,0.18154027070335382,0.4948296972279288,224.18389354744914,147.11375676075727,268.1433861842527
2019-08-11 10:00:00,-55.7058,3.605,40,2019,8,11,10,0,-1.1,983.7,0.2,15.2,0,40,60,20, 282705A80A7326C07FFCC53FC000A773DC04127ABF,ISVP1_30min,251.41483096079781,846.1577005519252,882.7186819312075,1800.0,0.4903992677395597,0.1396749060893321,0.47008761141773625,224.42666776855228,147.95991446130913,268.8112079008129
2019-08-11 10:30:00,-55.6978,3.6076,40,2019,8,11,10,30,-1.1,984.4,0.8,15.2,0,44,58,18, 282705A9EA8126C1FFFCC4BFC000A77DDC042C76FF,ISVP1_30min,163.45136380445544,890.6911776124444,905.5645323256535,1800.0,0.5030914068475854,0.09080631322469747,0.49482843200691357,224.584470909016,148.85060563892145,269.43401302091826
2019-08-11 11:00:00,-55.6908,3.61,40,2019,8,11,11,0,-1.0,984.3,0.4,15.2,0,44,60,9, 282705AC0A7F2740FFFCC27FC000A7869C04447AFF,ISVP1_30min,150.90900368902402,779.3538222219985,793.8298984079979,1800.0,0.4410166102266655,0.08383833538279112,0.43297434567888804,224.73013527410347,149.62995946114356,269.9865894237347
2019-08-11 11:30:00,-55.6834,3.613,40,2019,8,11,11,30,-1.1,984.4,0.7,15.2,0,40,46,10, 282705ADEA8126C1BFFCC2BFC000A78FDC04625EBF,ISVP1_30min,188.6699628044421,823.8873538296589,845.2140123454338,1800.0,0.4695633401919077,0.10481664600246783,0.4577151965720327,224.91221563283648,150.45384681497333,270.5953893958561
2019-08-11 12:00:00,-55.6774,3.6172,40,2019,8,11,12,0,-1.0,984.2,-0.1,15.2,0,40,64,10, 282705B00A7D273FBFFCC2BFC000A7975C048C82BF,ISVP1_30min,264.187831703465,668.0160395378871,718.3596867169415,1800.0,0.3990887148427453,0.14677101761303613,0.3711200219654928,225.1671279526692,151.12186285451082,271.1790053508407
2019-08-11 12:30:00,-55.6726,3.6232,40,2019,8,11,12,30,-1.1,983.9,-0.4,15.2,0,40,28,21, 282705B1EA7726BEFFFCC57FC000A79D5C04C83ABF,ISVP1_30min,377.4689638726826,534.4123584276807,654.2777602267652,1800.0,0.3634876445704251,0.20970497992926812,0.2968957546820448,225.53128804000485,151.65627521293857,271.77929960989707
2019-08-11 13:00:00,-55.6688,3.6302,40,2019,8,11,13,0,-1.2,983.1,-1.3,15.2,0,40,28,7, 282705B40A67263CBFFCC1FFC000A7A21C050E3ABF,ISVP1_30min,440.43437834951976,423.07615209893953,610.7175059771686,1800.0,0.3392875033206492,0.2446857657497332,0.23504230672163307,225.95614092485874,152.07935136503792,272.3679620169474
2019-08-11 13:30:00,-55.6646,3.64,40,2019,8,11,13,30,-1.2,982.7,-1.5,15.2,0,40,48,7, 282705B5EA5F263C3FFCC1FFC000A7A75C057062BF,ISVP1_30min,616.667888274583,467.6101771570397,773.911210805136,1800.0,0.42995067266952,0.34259327126365724,0.25978343175391094,226.55093396586753,152.5469615421948,273.12250210585495
2019-08-11 14:00:00,-55.6596,3.6516,40,2019,8,11,14,0,-1.2,982.6,-1.3,15.2,0,36,28,14, 282705B80A5D263CBFFCC3BFC000A7AD9C05E43A7F,ISVP1_30min,730.011595485007,556.6783623640305,918.0456027163707,1800.0,0.5100253348424282,0.40556199749167055,0.30926575686890584,227.2549732000213,153.1036399045591,274.017421701919
2019-08-11 14:30:00,-55.6542,3.666,40,2019,8,11,14,30,-1.2,982.0,-1.1,15.2,0,36,48,9, 282705B9EA51263D3FFCC27FC000A7B45C0674627F,ISVP1_30min,906.336816398045,601.2121185918068,1087.6131832136793,1800.0,0.6042295462298218,0.5035204535544695,0.33400673255100377,228.12895065690174,153.70485202315052,275.0781700958433
2019-08-11 15:00:00,-55.6492,3.6818,40,2019,8,11,15,0,-1.2,982.3,-0.4,15.2,0,40,52,9, 282705BC0A57263EFFFCC27FC000A7BA9C07126ABF,ISVP1_30min,994.5897851376806,556.6774127773166,1139.7800588695454,1800.0,0.6332111438164141,0.5525498806320448,0.3092652293207314,229.08789522506365,154.2615294359281,276.1845093457659
2019-08-11 15:30:00,-55.6428,3.6968,40,2019,8,11,15,30,-1.2,982.1,-0.5,15.2,0,36,32,8, 282705BDEA53263EBFFCC23FC000A7C29C07A8427F,ISVP1_30min,944.3511333537571,712.546422111624,1183.013722122699,1800.0,0.6572298456237217,0.524639518529865,0.3958591233953467,229.99828280003743,154.97407585803936,277.33765391489726
2019-08-11 16:00:00,-55.636,3.7148,40,2019,8,11,16,0,-1.2,982.1,0.1,15.2,0,40,160,9, 282705C00A5326403FFCC27FC000A7CB1C085D42BF,ISVP1_30min,1133.4061647123913,757.0797537722167,1363.0037739418965,1800.0,0.7572243188566091,0.629670091506884,0.42059986320678705,231.09074422561807,155.73115561181183,278.6666913984167
2019-08-11 16:30:00,-55.6296,3.7302,40,2019,8,11,16,30,-1.2,982.3,0.0,15.2,0,40,64,11, 282705C1EA57263FFFFCC2FFC000A7D31C08F682BF,ISVP1_30min,969.8599217156577,712.5448790405761,1203.4735029892645,1800.0,0.6685963905495914,0.5388110676198098,0.3958582661336534,232.02540248089846,156.44370049085222,279.83998788538855
2019-08-11 17:00:00,-55.621,3.7468,40,2019,8,11,17,0,-1.2,982.7,0.6,15.2,0,40,52,11, 282705C40A5F26417FFCC2FFC000A7DDDC099C6ABF,ISVP1_30min,1045.6038264345723,957.4810029200314,1417.7648721869816,1800.0,0.7876471512149897,0.5808910146858735,0.5319338905111286,233.03288794422232,157.40118149377236,281.2107017865073
2019-08-11 17:30:00,-55.6118,3.7628,40,2019,8,11,17,30,-1.2,983.0,0.9,15.2,0,36,84,2, 282705C5EA6526423FFCC0BFC000A7E95C0A3CAA7F,ISVP1_30min,1008.0316020321886,1024.2805071707771,1437.107604901458,1800.0,0.7983931138341434,0.5600175566845492,0.5690447262059873,234.0039550111038,158.42546200094324,282.5888850805194
2019-08-11 18:00:00,-55.6118,3.7628,40,2019,8,11,18,0,-1.2,983.1,0.8,15.2,32,36,254,8, 282705C80A672641FFFCC23FC080A7E95C0A3DFE7F,ISVP1_30min,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,234.0039550111038,158.42546200094324,282.5888850805194
2019-08-11 18:30:00,-55.5942,3.7914,40,2019,8,11,18,30,-1.2,984.7,2.1,15.2,0,40,192,1, 282705C9EA8726453FFCC07FC000A7FF5C0B5B82BF,ISVP1_30min,1802.2784299747743,1959.4888346718064,2662.2930027244956,1800.0,1.4790516681802754,1.0012657944304302,1.0886049081510036,235.73972938044054,160.38495083561463,285.12550300333686
2019-08-11 19:00:00,-55.5942,3.7914,40,2019,8,11,19,0,-1.2,986.5,3.5,15.2,30,28,254,7, 282705CC0AAB2648BFFCC1FFC078A7FF5C0B5BFDFF,ISVP1_30min,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,235.73972938044054,160.38495083561463,285.12550300333686
2019-08-11 19:30:00,-55.5942,3.7914,40,2019,8,11,19,30,-1.2,987.2,4.0,15.2,60,40,254,17, 282705CDEAB92649FFFCC47FC0F0A7FF5C0B5BFEBF,ISVP1_30min,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,235.73972938044054,160.38495083561463,285.12550300333686
2019-08-11 20:00:00,-55.5652,3.8296,40,2019,8,11,20,0,-1.1,987.3,2.6,15.2,0,28,230,23, 282705D00ABB26C67FFCC5FFC000A8239C0CD9CDFF,ISVP1_30min,2408.3169936728077,3228.690843444224,4027.9567158242658,1800.0,2.237753731013481,1.337953885373782,1.793717135246791,238.0581251561519,163.61364167905904,288.86172244924666
2019-08-11 20:30:00,-55.5556,3.84,40,2019,8,11,20,30,-1.1,987.4,0.9,15.2,0,32,196,13, 282705D1EABD26C23FFCC37FC000A82F9C0D418A3F,ISVP1_30min,656.1509046312068,1068.8046160663503,1254.1440575041966,1800.0,0.6967466986134425,0.3645282803506704,0.5937803422590835,238.689308221694,164.68244629512535,289.9877479775614
2019-08-11 21:00:00,-55.5556,3.84,40,2019,8,11,21,0,-1.1,987.4,0.2,15.2,30,32,254,28, 282705D40ABD26C07FFCC73FC078A82F9C0D41FE3F,ISVP1_30min,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,238.689308221694,164.68244629512535,289.9877479775614
2019-08-11 21:30:00,-55.5556,3.84,40,2019,8,11,21,30,-1.1,987.4,0.1,15.2,60,36,254,19, 282705D5EABD26C03FFCC4FFC0F0A82F9C0D41FE7F,ISVP1_30min,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,238.689308221694,164.68244629512535,289.9877479775614
