time,latitude (deg),longitude (deg), FMTID, YEAR, MONTH, DAY, HOUR, MIN,temperature (degC),barometric_pressure (hPa), BPT, VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body,Unit_ID,drift_x (m),drift_y (m),U (m/s),u (m/s),v (m/s)
2019-08-24 13:00:00,-55.259,10.157,40,2019,8,24,13,0,-1.2,978.9,1.4,14.0,0,36,76,9, 28270C340A1326437FFB427FC000A9A25D04029A7F,ISVP3,-1780.713085329111,-1091.0163830803422,0.5801005553805136,-0.4946425237025308,-0.3030601064112062
2019-08-24 12:00:00,-55.2704,10.1274,40,2019,8,24,12,0,-1.2,978.8,4.1,14.0,0,40,88,23, 28270C300A11264A3FFB45FFC000A9941D02DAB2BF,ISVP3,-1882.0049827739724,-1269.1437250272254,0.6305413942341535,-0.522779161881659,-0.3525399236186737
2019-08-24 11:00:00,-55.2812,10.0952,40,2019,8,24,11,0,-1.2,978.3,0.7,14.0,0,40,84,10, 28270C2C0A072641BFFB42BFC000A9869D0198AABF,ISVP3,-2046.7300814194389,-1202.3488871231393,0.6593783824764612,-0.5685361337276219,-0.3339858019786498
2019-08-24 10:00:00,-55.2906,10.0632,40,2019,8,24,10,0,-1.2,977.6,4.5,14.0,0,40,74,20, 28270C2809F9264B3FFB453FC000A97ADD005896BF,ISVP3,-2033.4655491885778,-1046.4905884776817,0.6352629408162205,-0.5648515414412716,-0.2906918301326894
2019-08-24 09:00:00,-55.303,10.0146,40,2019,8,24,9,0,-1.2,974.7,2.5,14.0,62,32,254,19, 28270C2409BF26463FFB44FFC0F8A96B5CFE73FE3F,ISVP3,-3087.596103510382,-1380.4794265234789,0.9394875288048626,-0.8576655843084394,-0.38346650736763305
2019-08-24 08:00:00,-55.303,10.0146,40,2019,8,24,8,0,-1.1,977.6,4.6,14.0,0,40,102,4, 28270C2009F926CB7FFB413FC000A96B5CFE72CEBF,ISVP3,0.0,0.0,0.0,0.0,0.0
2019-08-24 07:00:00,-55.3092,9.9978,40,2019,8,24,7,0,-1.2,973.1,-0.7,14.0,0,40,80,11, 28270C1C099F263E3FFB42FFC000A9639CFDCAA2BF,ISVP3,-1066.9844179121394,-690.2407711260637,0.35299512882135603,-0.2963845605311498,-0.1917335475350177
2019-08-24 06:00:00,-55.3128,9.9816,40,2019,8,24,6,0,-1.1,972.2,-2.0,14.0,0,36,64,8, 28270C18098D26BAFFFB423FC000A95F1CFD28827F,ISVP3,-1028.717369468572,-400.78528748397764,0.30667575883637554,-0.28575482485238113,-0.11132924652332712
2019-08-24 05:00:00,-55.3142,9.964,40,2019,8,24,5,0,-1.1,973.0,-1.0,14.0,0,40,46,10, 28270C14099D26BD7FFB42BFC000A95D5CFC785EBF,ISVP3,-1117.5176404984747,-155.86100933615938,0.31342619918349435,-0.3104215668051319,-0.04329472481559983
2019-08-24 04:00:00,-55.3102,9.9458,40,2019,8,24,4,0,-1.1,973.8,-1.2,14.0,0,40,64,19, 28270C1009AD26BCFFFB44FFC000A9625CFBC282BF,ISVP3,-1155.5741222107056,445.31707414244397,0.3440027239840907,-0.320992811725196,0.12369918726179
2019-08-24 03:00:00,-55.3048,9.9272,40,2019,8,24,3,0,-1.1,974.2,-0.7,14.0,0,40,54,10, 28270C0C09B526BE3FFB42BFC000A9691CFB086EBF,ISVP3,-1181.090225332549,601.1775845107954,0.3681355896729104,-0.32808061814793027,0.16699377347522096
2019-08-24 02:00:00,-55.2986,9.9106,40,2019,8,24,2,0,-1.1,974.0,-0.6,14.0,0,44,128,11, 28270C0809B126BE7FFB42FFC000A970DCFA6302FF,ISVP3,-1054.234487721557,690.2402706503565,0.35002667296171286,-0.29284291325598805,0.1917334085139879
2019-08-24 01:00:00,-55.2908,9.8938,40,2019,8,24,1,0,-1.1,975.0,-0.3,14.0,0,40,178,18, 28270C0409C526BF3FFB44BFC000A97A9CF9BB66BF,ISVP3,-1067.1025043378988,868.3657903484112,0.3821607367991875,-0.296417362316083,0.24121271954122533
2019-08-24 00:00:00,-55.2858,9.8764,40,2019,8,24,0,0,-1.0,974.9,-0.3,14.0,0,40,112,15, 28270C0009C3273F3FFB43FFC000A980DCF90CE2BF,ISVP3,-1105.4301029460619,556.6441502423619,0.3437973786090514,-0.3070639174850172,0.15462337506732274
2019-08-23 23:00:00,-55.2846,9.8534,40,2019,8,23,23,0,-1.0,974.6,0.3,14.0,0,40,98,15, 28270BDC09BD2740BFFB43FFC000A9825CF826C6BF,ISVP3,-1461.3843911163585,133.59452779674584,0.40763279253966506,-0.40594010864343294,0.03710959105465162
2019-08-23 22:00:00,-55.286,9.8264,40,2019,8,23,22,0,-1.0,975.3,0.1,14.0,0,40,62,8, 28270BD809CB27403FFB423FC000A9809CF7187EBF,ISVP3,-1715.5899440925161,-155.8602849997115,0.4785153612798964,-0.47655276224792115,-0.04329452361103097
2019-08-23 21:00:00,-55.2894,9.7952,40,2019,8,23,21,0,-1.1,975.2,-1.8,14.0,0,40,60,4, 28270BD409C926BB7FFB413FC000A97C5CF5E07ABF,ISVP3,-1982.3897217043364,-378.5179847322998,0.5606120493421937,-0.5506638115845379,-0.10514388464786105
2019-08-23 20:00:00,-55.2928,9.758,40,2019,8,23,20,0,-1.2,974.3,-3.3,14.0,0,40,110,7, 28270BD009B72637BFFB41FFC000A9781CF46CDEBF,ISVP3,-2363.4164879739137,-378.51819684959565,0.6648710494680702,-0.6565045799927538,-0.10514394356933213
2019-08-23 19:00:00,-55.2944,9.7144,40,2019,8,23,19,0,-1.0,975.2,-2.7,14.0,0,40,100,9, 28270BCC09C927393FFB427FC000A9761CF2B8CABF,ISVP3,-2769.7889802362015,-178.1262836767263,0.7709752105655959,-0.7693858278433893,-0.049479523243535085
2019-08-23 18:00:00,-55.294,9.6654,40,2019,8,23,18,0,-1.2,977.1,-1.2,14.0,0,40,24,12, 28270BC809EF263CFFFB433FC000A9769CF0CE32BF,ISVP3,-3112.710993773297,44.531575323181954,0.8647304222028805,-0.8646419427148048,0.01236988203421721
2019-08-23 17:00:00,-55.2916,9.6098,40,2019,8,23,17,0,-1.2,977.6,-1.5,14.0,0,40,60,11, 28270BC409F9263C3FFB42FFC000A9799CEEA27ABF,ISVP3,-3532.0096115990186,267.1893902863511,0.9839170453147531,-0.9811137809997273,0.07421927507954197
2019-08-23 16:00:00,-55.283,9.5544,40,2019,8,23,16,0,-1.2,977.9,-2.2,14.0,0,44,60,7, 28270BC009FF263A7FFB41FFC000A9845CEC787AFF,ISVP3,-3519.516923114201,957.4277806048683,1.0131720192918967,-0.9776435897539447,0.2659521612791301
2019-08-23 15:00:00,-55.2716,9.5066,40,2019,8,23,15,0,-1.1,978.3,-2.7,14.0,0,44,68,17, 28270BBC0A0726B93FFB447FC000A9929CEA9A8AFF,ISVP3,-3037.351714752905,1269.1463613435685,0.9144011535260417,-0.8437088096535847,0.35254065592876904
2019-08-23 14:00:00,-55.2552,9.4632,40,2019,8,23,14,0,-1.1,979.1,-3.3,14.0,0,44,28,8, 28270BB80A1726B7BFFB423FC000A9A71CE8E83AFF,ISVP3,-2758.553009798291,1825.7853183311017,0.9188990803084494,-0.7662647249439697,0.507162588425306
2019-08-23 13:00:00,-55.2322,9.4376,40,2019,8,23,13,0,-1.2,980.1,-3.6,14.0,0,44,30,10, 28270BB40A2B2636FFFB42BFC000A9C3DCE7E83EFF,ISVP3,-1627.8353087289136,2560.5442626415925,0.8428271571124809,-0.45217647464692046,0.7112622951782201
2019-08-23 12:00:00,-55.2092,9.4176,40,2019,8,23,12,0,-1.2,981.0,-5.9,14.0,0,44,30,7, 28270BB00A3D26313FFB41FFC000A9E09CE7203EFF,ISVP3,-1272.4806685501508,2560.5345487544078,0.7942474613597761,-0.3534668523750419,0.7112595968762244
2019-08-23 11:00:00,-55.1872,9.4032,40,2019,8,23,11,0,-1.1,982.4,-3.0,14.0,0,44,48,11, 28270BAC0A5926B87FFB42FFC000A9FC1CE69062FF,ISVP3,-916.7146517409059,2449.1978674990223,0.7264266479923779,-0.2546429588169183,0.6803327409719506
2019-08-23 10:00:00,-55.1678,9.3886,40,2019,8,23,10,0,-1.2,983.7,1.3,14.0,0,44,58,24, 28270BA80A7326433FFB463FC000AA145CE5FE76FF,ISVP3,-929.9592675616447,2159.739832183616,0.6531795679575759,-0.2583220187671235,0.5999277311621155
2019-08-23 09:00:00,-55.1542,9.3674,40,2019,8,23,9,0,-1.3,986.8,4.3,14.0,0,44,34,17, 28270BA40AB125CABFFB447FC000AA255CE52A46FF,ISVP3,-1351.0078320743,1514.0402945677604,0.5636589689925009,-0.37527995335397224,0.42056674849104453
2019-08-23 08:00:00,-55.1458,9.345,40,2019,8,23,8,0,-1.2,985.4,2.3,14.0,0,44,54,12, 28270BA00A952645BFFB433FC000AA2FDCE44A6EFF,ISVP3,-1427.9657972373373,935.1408365202383,0.47414434808889977,-0.39665716589926037,0.25976134347784396
2019-08-23 07:00:00,-55.1412,9.3214,40,2019,8,23,7,0,-1.2,982.4,-1.6,14.0,0,44,78,7, 28270B9C0A59263BFFFB41FFC000AA359CE35E9EFF,ISVP3,-1504.7800644717706,512.1003846453137,0.4415364803226056,-0.41799446235326965,0.1422501068459205
2019-08-23 06:00:00,-55.142,9.2922,40,2019,8,23,6,0,-1.1,982.6,-0.4,14.0,0,44,166,22, 28270B980A5D26BEFFFB45BFC000AA349CE23B4EFF,ISVP3,-1862.0606762745865,-89.06090851709875,0.5178303656796424,-0.5172390767429407,-0.024739141254749655
2019-08-23 05:00:00,-55.1432,9.251,40,2019,8,23,5,0,-1.2,983.1,1.2,14.0,0,44,52,7, 28270B940A672642FFFB41FFC000AA331CE09E6AFF,ISVP3,-2627.2385218421728,-133.5913848356994,0.7307313322941835,-0.7297884782894924,-0.0371087180099165
2019-08-23 04:00:00,-55.1432,9.2048,40,2019,8,23,4,0,-1.2,984.1,3.1,14.0,0,44,64,7, 28270B900A7B2647BFFB41FFC000AA331CDED082FF,ISVP3,-2945.9897444220405,0.0,0.8183304845616779,-0.8183304845616779,0.0
2019-08-23 03:00:00,-55.1426,9.1546,40,2019,8,23,3,0,-1.2,983.0,1.9,14.0,0,44,46,17, 28270B8C0A652644BFFB447FC000AA33DCDCDA5EFF,ISVP3,-3201.053781009062,66.79569572709455,0.8893751696719548,-0.8891816058358505,0.01855435992419293
2019-08-23 02:00:00,-55.1402,9.1038,40,2019,8,23,2,0,-1.3,981.9,18.0,14.0,0,44,58,8, 28270B880A4F25ECFFFB423FC000AA36DCDADE76FF,ISVP3,-3239.361983392652,267.18271672578925,0.9028783133578893,-0.8998227731646256,0.07421742131271923
2019-08-23 01:00:00,-55.124,9.0236,40,2019,8,23,1,0,-1.3,981.0,18.2,14.0,62,44,254,7, 28270B840A3D25ED7FFB41FFC0F8AA4B1CD7BDFEFF,ISVP3,-5114.417562671152,1803.4805679845065,1.5064114306828797,-1.4206715451864311,0.5009668244401407
2019-08-23 00:00:00,-55.124,9.0236,40,2019,8,23,0,0,-1.3,981.1,18.3,14.0,0,44,58,7, 28270B800A3F25EDBFFB41FFC000AA4B1CD7BC76FF,ISVP3,0.0,0.0,0.0,0.0,0.0
2019-08-22 23:00:00,-55.1114,8.995,40,2019,8,22,23,0,-1.2,963.9,1.8,14.0,0,44,48,11, 28270B5C08E726447FFB42FFC000AA5ADCD69E62FF,ISVP3,-1824.58337061754,1402.7037721744077,0.6392922850148469,-0.5068287140604277,0.38963993671511327
2019-08-22 22:00:00,-55.0996,8.9682,40,2019,8,22,22,0,-1.2,962.8,0.7,14.0,0,40,106,10, 28270B5808D12641BFFB42BFC000AA699CD592D6BF,ISVP3,-1710.2876812519605,1313.6405676726558,0.5990434436263053,-0.4750799114588779,0.36490015768684886
2019-08-22 21:00:00,-55.0886,8.9396,40,2019,8,22,21,0,-1.2,962.8,1.1,14.0,0,40,166,18, 28270B5408D12642BFFB44BFC000AA775CD4754EBF,ISVP3,-1825.695575724668,1224.5778836551744,0.6106535741989443,-0.5071376599235189,0.3401605232375485
2019-08-22 20:00:00,-55.078,8.9132,40,2019,8,22,20,0,-1.1,962.1,0.3,14.0,0,44,120,7, 28270B5008C326C0BFFB41FFC000AA849CD36CF2FF,ISVP3,-1685.72018959073,1180.04567281041,0.5715854296231113,-0.4682556082196472,0.32779046466955836
2019-08-22 19:00:00,-55.068,8.885,40,2019,8,22,19,0,-1.1,962.1,0.2,14.0,0,40,100,7, 28270B4C08C326C07FFB41FFC000AA911CD252CABF,ISVP3,-1801.1319014425696,1113.2487396791862,0.5881677242252636,-0.5003144170673804,0.3092357610219962
2019-08-22 18:00:00,-55.0592,8.8586,40,2019,8,22,18,0,-1.2,961.7,-0.4,14.0,0,40,86,8, 28270B4808BB263EFFFB423FC000AA9C1CD14AAEBF,ISVP3,-1686.5865938850932,979.6573688033329,0.5417950630534044,-0.46849627607919253,0.2721270468898147
2019-08-22 17:00:00,-55.0544,8.8318,40,2019,8,22,17,0,-1.2,961.8,0.0,14.0,0,44,58,16, 28270B4408BD263FFFFB443FC000AAA21CD03E76FF,ISVP3,-1712.516589931525,534.357964141356,0.49831904976371,-0.47569905275875696,0.14843276781704332
2019-08-22 16:00:00,-55.054,8.8034,40,2019,8,22,16,0,-1.3,961.9,-1.1,14.0,0,40,94,9, 28270B4008BF25BD3FFB427FC000AAA29CCF22BEBF,ISVP3,-1814.9735018937956,44.529811204985386,0.5043110228491683,-0.5041593060816099,0.01236939200138483
2019-08-22 15:00:00,-55.0574,8.7732,40,2019,8,22,15,0,-1.1,962.1,-1.9,14.0,0,44,118,7, 28270B3C08C326BB3FFB41FFC000AA9E5CCDF4EEFF,ISVP3,-1930.0262711701587,-378.50348910413754,0.5463307952700599,-0.5361184086583775,-0.10513985808448265
2019-08-22 14:00:00,-55.0622,8.746,40,2019,8,22,14,0,-0.9,961.8,-2.1,14.0,0,40,58,9, 28270B3808BD27BABFFB427FC000AA985CCCE476BF,ISVP3,-1738.1545187709846,-534.3582291453457,0.5051219025478813,-0.48282069965860686,-0.1484328414292627
2019-08-22 13:00:00,-55.0686,8.7244,40,2019,8,22,13,0,-0.9,963.1,0.6,14.0,0,40,120,11, 28270B3408D727C17FFB42FFC000AA905CCC0CF2BF,ISVP3,-1380.134042590054,-712.4782983933178,0.4314413201661532,-0.38337056738612607,-0.19791063844258827
2019-08-22 12:00:00,-55.0776,8.6884,40,2019,8,22,12,0,-0.9,964.1,2.8,14.0,0,40,140,10, 28270B3008EB27C6FFFB42BFC000AA851CCAA51ABF,ISVP3,-2299.8563908724063,-1001.9238822713319,0.6968398068399818,-0.6388489974645574,-0.2783121895198144
2019-08-22 11:00:00,-55.0878,8.6434,40,2019,8,22,11,0,-0.8,964.0,4.1,14.0,0,40,106,8, 28270B2C08E9284A3FFB423FC000AA785CC8E2D6BF,ISVP3,-2874.175297124723,-1135.515534829366,0.8584312767042779,-0.7983820269790897,-0.31542098189704615
2019-08-22 10:00:00,-55.0984,8.5924,40,2019,8,22,10,0,-0.8,962.4,4.4,14.0,0,44,94,19, 28270B2808C9284AFFFB44FFC000AA6B1CC6E4BEFF,ISVP3,-3256.5698661734373,-1180.0475838092407,0.9621606181092364,-0.9046027406037326,-0.32779099550256685
2019-08-22 09:00:00,-55.1054,8.5382,40,2019,8,22,9,0,-0.8,961.3,3.8,14.0,0,44,48,10, 28270B2408B328497FFB42BFC000AA625CC4C662FF,ISVP3,-3459.9882031529596,-779.277839368693,0.9851831438470874,-0.9611078342091555,-0.2164660664913036
2019-08-22 08:00:00,-55.1104,8.4874,40,2019,8,22,8,0,-0.8,959.8,2.7,14.0,0,40,108,11, 28270B2008952846BFFB42FFC000AA5C1CC2CADABF,ISVP3,-3242.3743027772475,-556.6275798915416,0.913835078709896,-0.9006595285492355,-0.15461877219209488
2019-08-22 07:00:00,-55.1084,8.4522,40,2019,8,22,7,0,-0.8,958.1,2.2,14.0,0,44,60,7, 28270B1C087328457FFB41FFC000AA5E9CC16A7AFF,ISVP3,-2246.4040897834216,222.6510871307215,0.6270586368458014,-0.6240011360509504,0.06184752420297819
2019-08-22 06:00:00,-55.101,8.4582,40,2019,8,22,6,0,-0.8,957.5,4.4,14.0,0,44,116,19, 28270B180867284AFFFB44FFC000AA67DCC1A6EAFF,ISVP3,382.92891678833234,823.8083827156054,0.25234927152946096,0.10636914355231454,0.22883566186544593
2019-08-22 05:00:00,-55.0968,8.4702,40,2019,8,22,5,0,-0.9,957.1,6.8,14.0,0,40,114,13, 28270B14085F27D0FFFB437FC000AA6D1CC21EE6BF,ISVP3,765.9993483507519,467.5664718647729,0.24928499718482636,0.21277759676409774,0.12987957551799248
2019-08-22 04:00:00,-55.0972,8.4842,40,2019,8,22,4,0,-0.9,955.9,6.9,14.0,0,40,72,7, 28270B10084727D13FFB41FFC000AA6C9CC2AA92BF,ISVP3,893.7596055030932,-44.530126198300046,0.24857451073979384,0.24826655708419257,-0.01236947949952779
2019-08-22 03:00:00,-55.1004,8.495,40,2019,8,22,3,0,-1.0,953.1,5.6,14.0,0,36,166,11, 28270B0C080F274DFFFB42FFC000AA689CC3174E7F,ISVP3,689.4648122581419,-356.2411155357274,0.21557228238012943,0.19151800340503944,-0.09895586542659093
2019-08-22 02:00:00,-55.1058,8.5008,40,2019,8,22,2,0,-1.0,950.3,4.5,14.0,0,36,148,8, 28270B0807D7274B3FFB423FC000AA61DCC3512A7F,ISVP3,370.23856432212244,-601.1573095579421,0.19611715157250867,0.10284404564503401,-0.16698814154387281
2019-08-22 01:00:00,-55.1118,8.503,40,2019,8,22,1,0,-0.9,949.0,4.4,14.0,0,40,60,13, 28270B0407BD27CAFFFB437FC000AA5A5CC3667ABF,ISVP3,140.41638543306252,-667.9531951828594,0.18959798117061274,0.039004551509184034,-0.18554255421746094
2019-08-22 00:00:00,-55.119,8.5034,40,2019,8,22,0,0,-0.9,947.5,1.2,14.0,0,40,88,10, 28270B00079F27C2FFFB42BFC000AA515CC36AB2BF,ISVP3,25.526426961653485,-801.5447081457107,0.22276418593024602,0.007090674156014857,-0.22265130781825299
2019-08-21 23:00:00,-55.128,8.498,40,2019,8,21,23,0,-1.0,945.8,-2.8,14.0,0,40,58,10, 28270ADC077D2738FFFB42BFC000AA461CC33476BF,ISVP3,-344.54479488650367,-1001.9322257370038,0.2943106746256193,-0.09570688746847324,-0.2783145071491677
2019-08-21 22:00:00,-55.1382,8.4886,40,2019,8,21,22,0,-1.0,944.6,-6.2,14.0,0,40,48,10, 28270AD8076527307FFB42BFC000AA395CC2D662BF,ISVP3,-599.6283077164709,-1135.5249896168218,0.35670075008695,-0.16656341881013081,-0.31542360822689497
2019-08-21 21:00:00,-55.1486,8.474,40,2019,8,21,21,0,-0.9,946.3,-6.3,14.0,0,44,30,8, 28270AD4078727B03FFB423FC000AA2C5CC2443EFF,ISVP3,-931.1001749115364,-1157.7921548527618,0.41270619701981304,-0.25863893747542677,-0.32160893190354495
2019-08-21 20:00:00,-55.1594,8.4572,40,2019,8,21,20,0,-0.8,948.6,-5.3,14.0,0,40,28,7, 28270AD007B52832BFFB41FFC000AA1EDCC19C3ABF,ISVP3,-1071.1243661958606,-1202.3247267401787,0.44729055347455277,-0.29753454616551683,-0.3339790907611607
2019-08-21 19:00:00,-55.1702,8.4408,40,2019,8,21,19,0,-0.7,950.8,-4.3,14.0,0,36,34,7, 28270ACC07E128B53FFB41FFC000AA115CC0F8467F,ISVP3,-1045.3389676030622,-1202.3268705529954,0.4425588003098888,-0.29037193544529505,-0.33397968626472097
2019-08-21 18:00:00,-55.1802,8.4316,40,2019,8,21,18,0,-0.9,952.7,-4.0,14.0,0,40,34,9, 28270AC8080727B5FFFB427FC000AA04DCC09C46BF,ISVP3,-586.2512039933397,-1113.2675321177837,0.34949865683647274,-0.16284755666481657,-0.3092409811438288
2019-08-21 17:00:00,-55.1892,8.43,40,2019,8,21,17,0,-0.9,953.8,-3.6,14.0,0,40,30,13, 28270AC4081D27B6FFFB437FC000A9F99CC08C3EBF,ISVP3,-101.93121075475013,-1001.9423499655995,0.27975386618712683,-0.028314225209652814,-0.27831731943488874
2019-08-21 16:00:00,-55.2004,8.4346,40,2019,8,21,16,0,-0.9,955.1,-2.8,14.0,0,40,86,6, 28270AC0083727B8FFFB41BFC000A9EB9CC0BAAEBF,ISVP3,292.9861889998796,-1246.8636693771202,0.3557844225381087,0.08138505249996655,-0.3463510192714223
2019-08-21 15:00:00,-55.2138,8.443,40,2019,8,21,15,0,-1.0,956.7,-1.4,14.0,0,40,52,12, 28270ABC0857273C7FFB433FC000A9DADCC10E6ABF,ISVP3,534.8681615368661,-1491.786346462185,0.44021515973540243,0.14857448931579614,-0.4143850962394959
2019-08-21 14:00:00,-55.227,8.455,40,2019,8,21,14,0,-1.0,957.4,-0.6,14.0,0,40,58,7, 28270AB80865273E7FFB41FFC000A9CA5CC18676BF,ISVP3,763.8407920109297,-1469.524103123694,0.46005181582170435,0.2121779977808138,-0.4082011397565817
2019-08-21 13:00:00,-55.2428,8.4656,40,2019,8,21,13,0,-1.0,958.0,0.2,14.0,0,40,28,16, 28270AB4087127407FFB443FC000A9B69CC1F03ABF,ISVP3,674.5027327499422,-1758.9800275443092,0.5232971114047413,0.18736187020831727,-0.4886055632067526
2019-08-21 12:00:00,-55.2584,8.4762,40,2019,8,21,12,0,-1.0,958.1,1.6,14.0,0,40,108,19, 28270AB008732743FFFB44FFC000A9A31CC25ADABF,ISVP3,674.2354013593259,-1736.7189543702023,0.5175012750412887,0.18728761148870166,-0.4824219317695006
2019-08-21 11:00:00,-55.271,8.4896,40,2019,8,21,11,0,-1.1,958.0,1.7,14.0,0,40,82,10, 28270AAC087126C43FFB42BFC000A9935CC2E0A6BF,ISVP3,852.0015844768867,-1402.7378013422476,0.45589249389819597,0.2366671067991352,-0.3896493892617354
2019-08-21 10:00:00,-55.2814,8.504,40,2019,8,21,10,0,-1.0,957.7,2.0,14.0,0,40,48,9, 28270AA8086B2744FFFB427FC000A9865CC37062BF,ISVP3,915.2940717884708,-1157.817523206293,0.40997446612889854,0.25424835327457523,-0.3216159786684147
2019-08-21 09:00:00,-55.2902,8.52,40,2019,8,21,9,0,-0.7,956.5,1.3,14.0,0,44,82,10, 28270AA4085328C33FFB42BFC000A97B5CC410A6FF,ISVP3,1016.7276705451025,-979.6933007254767,0.39220157715756365,0.2824243529291951,-0.27213702797929906
2019-08-21 08:00:00,-55.3002,8.5368,40,2019,8,21,8,0,-0.7,956.2,1.3,14.0,0,40,34,9, 28270AA0084D28C33FFB427FC000A96EDCC4B846BF,ISVP3,1067.3279243844204,-1113.2895665411518,0.4284088560329723,0.29647997899567236,-0.3092471018169866
2019-08-21 07:00:00,-55.309,8.5454,40,2019,8,21,7,0,-0.7,955.7,0.8,14.0,0,40,60,8, 28270A9C084328C1FFFB423FC000A963DCC50E7ABF,ISVP3,546.2328733082849,-979.69633620839,0.31157892197489984,0.15173135369674579,-0.27213787116899724
2019-08-21 06:00:00,-55.3192,8.5498,40,2019,8,21,6,0,-0.8,955.2,0.0,14.0,0,36,60,11, 28270A980839283FFFFB42FFC000A9571CC53A7A7F,ISVP3,279.40612415006007,-1135.5588945573766,0.3248411037519731,0.07761281226390557,-0.31543302626593794
2019-08-21 05:00:00,-55.3276,8.545,40,2019,8,21,5,0,-0.8,954.9,-0.6,14.0,0,40,58,7, 28270A940833283E7FFB41FFC000A94C9CC50A76BF,ISVP3,-304.72845505391064,-935.1675813695354,0.2732121790781148,-0.08464679307053073,-0.2597687726026487
