time,latitude (deg),longitude (deg),altitude,geometry,temperature (degC),barometric_pressure (hPa),Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s),x (km),y (km),distance (km)
2019-10-29 22:00:00+00:00,-59.2816,8.203,,Point,32.49,1005.2,ISVP6,125.38887691158635,690.6802820245725,701.9698158971595,3600.0,0.19499161552698874,0.03483024358655176,0.19185563389571458,2.672191385192893,10.003788731740975,10.35453503487273
2019-10-29 23:00:00+00:00,-59.2764,8.2062,,Point,32.6,1005.3,ISVP6,182.41698437737412,579.2797257584987,607.3227781535751,3600.0,0.1687007717093264,0.05067138454927059,0.1609110349329163,2.8541278115865074,10.583068457499152,10.961176193319085
2019-10-30 01:00:00+00:00,-59.2672,8.2182,,Point,32.64,1005.3,ISVP6,684.1679886168843,1024.8783731648768,1232.2587051545459,7200.0,0.1711470423825758,0.09502333175234504,0.14234421849512177,3.5363893950270233,11.607946830664021,12.134680860112576
2019-10-30 02:00:00+00:00,-59.2626,8.227,,Point,32.04,1005.3,ISVP6,501.85850175661994,512.4386394811245,717.255404314715,3600.0,0.19923761230964304,0.13940513937683888,0.1423440665225346,4.036714538279908,12.120385470145036,12.774928892501253
2019-10-30 03:00:00+00:00,-59.2582,8.2352,,Point,32.32,1004.8,ISVP6,467.70391416266904,490.15835730195175,677.4969863815109,3600.0,0.18819360732819745,0.12991775393407473,0.13615509925054214,4.502926587763223,12.610543827446635,13.390375778100381
2019-10-30 04:00:00+00:00,-59.2544,8.2436,,Point,32.84,1004.5,ISVP6,479.1730911334187,423.3183127034844,639.3787962831428,3600.0,0.1776052211897619,0.13310363642594963,0.11758842019541234,4.980509645126184,13.033862140150308,13.953029728830886
2019-10-30 05:00:00+00:00,-59.2514,8.2518,,Point,32.85,1004.3,ISVP6,467.8162777492633,334.19849206057836,574.9266925641393,3600.0,0.15970185904559425,0.12994896604146203,0.09283291446127177,5.446721658214379,13.368060632211144,14.435089950829369
2019-10-30 06:00:00+00:00,-59.2494,8.2592,,Point,34.39,1003.9,ISVP6,422.2127611779581,222.79890849385671,477.3918404492995,3600.0,0.13260884456924985,0.11728132254943281,0.061888585692737974,5.867449554786711,13.590859540704981,14.803324874268563
2019-10-30 07:00:00+00:00,-59.2486,8.2664,,Point,35.93,1003.3,ISVP6,410.82566701666684,89.11954408527994,420.3808057198347,3600.0,0.11677244603328742,0.11411824083796301,0.024755428912577763,6.276806409749048,13.679979084790242,15.051249996786485
2019-10-30 08:00:00+00:00,-59.249,8.275,,Point,-4.59,1002.7,ISVP6,490.71993139730307,-44.55977066322727,492.7389006686333,3600.0,0.13687191685239813,0.1363110920548064,-0.012377714073118686,6.765760406805992,13.635419314126876,15.221700751045129
2019-10-30 09:00:00+00:00,-59.2492,8.2868,,Point,-4.2,1002.1,ISVP6,673.3055071275359,-22.279886366326853,673.6740304218092,3600.0,0.18713167511716922,0.18702930753542663,-0.0061888573239796815,7.436650728531257,13.613139427760395,15.51197405676689
