time,latitude (deg),longitude (deg),Altitude,temperature (degC),Battery Voltage,Unit_ID,drift_x (m),drift_y (m),U (m/s),u (m/s),v (m/s)
2019-11-25 04:00:10+00:00,-58.83958333,14.2582,1,-3,6.4 V,Trident_U4,-2453.4533151182272,5484.238176949981,0.41774577732742935,-0.17059194236672418,0.3813265315637589
2019-11-25 08:00:28+00:00,-58.7975,14.21808333,3,-1,6.4 V,Trident_U4,-2316.4330794754046,4687.745368114621,0.36266090210744767,-0.16066258007181333,0.32513145846265923
2019-11-25 12:00:28+00:00,-58.76366667,14.21458333,3,1,6.4 V,Trident_U4,-202.34341532104568,3768.739222019459,0.2620949456197937,-0.014051626063961506,0.2617180015291291
2019-11-25 16:00:28+00:00,-58.7501,14.18836667,8164,0,6.5 V,Trident_U4,-1517.1228706182976,1511.2036595026198,0.14870516080731438,-0.10535575490404844,0.10494469857657082
2019-11-25 20:00:28+00:00,-58.7453,14.15123333,8164,-1,6.5 V,Trident_U4,-2149.6938228816575,534.6755806513725,0.15383255695114448,-0.14928429325567066,0.03713024865634531
2019-11-26 00:00:11+00:00,-58.72566667,14.126,8168,-2,6.5 V,Trident_U4,-1460.9892109410619,2186.967100007375,0.18286023879570956,-0.10157750197740818,0.15205222137296634
2019-11-26 04:00:28+00:00,-58.70825,14.09833333,4,-1,6.4 V,Trident_U4,-1602.7802831443278,1940.0465435023998,0.1745496781200084,-0.1111729404969361,0.13456659107320523
2019-11-26 08:00:28+00:00,-58.69113333,14.09156667,3,5,6.4 V,Trident_U4,-392.2006765630351,1906.6243334345668,0.135176741150601,-0.027236158094655214,0.13240446759962268
2019-11-26 12:00:29+00:00,-58.67585,14.0602,0,8,6.5 V,Trident_U4,-1818.9275147229978,1702.4044426243106,0.1729963593862183,-0.12630563951968599,0.11821432140992366
2019-11-26 16:00:28+00:00,-58.67208333,14.03553333,0,1,6.5 V,Trident_U4,-1431.0261363756715,419.56734482455647,0.10356729094581373,-0.09938371667307949,0.029138644685364017
2019-11-26 20:00:28+00:00,-58.65823333,14.02006667,8162,-2,6.5 V,Trident_U4,-897.3883079839421,1542.7419226824188,0.12394147518629423,-0.06231863249888487,0.10713485574183464
2019-11-27 00:00:28+00:00,-58.6425,13.98066667,8166,-2,6.5 V,Trident_U4,-2286.9264553074718,1752.5206926554506,0.2000839111946688,-0.15881433717413,0.12170282587885074
2019-11-27 04:00:29+00:00,-58.64718333,13.95551667,8168,-1,6.5 V,Trident_U4,-1460.4590144579968,-521.6712316163965,0.10768922215910184,-0.10141372227331413,-0.036224653261328836
2019-11-27 08:00:28+00:00,-58.6435,13.96106667,0,7,6.4 V,Trident_U4,322.2450216765972,410.2823093653394,0.036231851644303786,0.02237968064980882,0.028493805775771888
2019-11-27 12:00:34+00:00,-58.62536667,13.95051667,3,11,6.5 V,Trident_U4,-612.6203652051943,2019.849376878907,0.14651601053441912,-0.042525362016187306,0.14020889746486928
2019-11-27 16:00:28+00:00,-58.62538333,13.93305,8163,4,6.5 V,Trident_U4,-1014.7852700438793,-1.855734324107706,0.07050069242948037,-0.07050057454799773,-0.00012892415757313506
2019-11-27 20:00:28+00:00,-58.61726667,13.95323333,2,-1,6.5 V,Trident_U4,1172.6182618918506,904.102941805772,0.10282552657503222,0.08143182374248963,0.06278492651428973
2019-11-28 00:00:29+00:00,-58.59183333,13.9817,8167,-2,6.5 V,Trident_U4,1654.2501749023586,2832.975276156628,0.2278031611588416,0.11487050724966034,0.19672073301552864
2019-11-28 04:00:28+00:00,-58.57748333,13.98643333,1,-2,6.4 V,Trident_U4,275.2622248014385,1598.4164302864717,0.11264286604765657,0.01911675983064369,0.11100884994002859
2019-11-28 12:00:11+00:00,-58.54988333,14.06938333,1,5,6.5 V,Trident_U4,4825.851543648977,3074.2960599216485,0.19879442658418822,0.16766325760514808,0.10680943820733241
2019-11-28 16:00:10+00:00,-58.53683333,14.08528333,8165,1,6.5 V,Trident_U4,925.7555743859288,1453.6027445235602,0.11968638415308637,0.06429304634946377,0.10095164556730052
2019-11-28 20:00:28+00:00,-58.53145,14.10618333,10,-3,6.5 V,Trident_U4,1217.3259876893146,599.6330998548059,0.09411829474240066,0.08443098818763453,0.04158920098868123
2019-11-29 00:00:28+00:00,-58.53041667,14.13218333,8165,-4,6.5 V,Trident_U4,1514.6089156638297,115.09949405011805,0.10548444381269015,0.10518117469887707,0.007993020420147087
2019-11-29 04:00:28+00:00,-58.52498333,14.1516,8170,-3,6.5 V,Trident_U4,1131.1356369256976,605.2029534298248,0.08908773451160563,0.07855108589761789,0.042027982877071164
2019-11-29 08:00:28+00:00,-58.51873333,14.14963333,5,3,6.5 V,Trident_U4,-114.58785399582267,696.1675494453397,0.04899548596145603,-0.007957489860821019,0.048344968711481924
2019-11-29 12:00:28+00:00,-58.52746667,14.14541667,4,11,6.5 V,Trident_U4,-245.72701728077112,-972.7790544642603,0.0696760324474498,-0.01706437620005355,-0.06755410100446252
2019-11-29 16:00:28+00:00,-58.531,14.15638333,2,3,6.5 V,Trident_U4,638.9263210480813,-393.5668052619425,0.052112106586054106,0.04436988340611676,-0.02733102814319045
2019-11-29 20:00:28+00:00,-58.50903333,14.14766667,5,-3,6.5 V,Trident_U4,-507.78846652858135,2446.7965447703264,0.17353696275247935,-0.035263087953373705,0.16991642672016155
2019-11-30 00:00:10+00:00,-58.50556667,14.10933333,8169,-4,6.5 V,Trident_U4,-2234.5023034379683,386.1393096090683,0.15767075538502143,-0.1553679810483916,0.026848790822491187
2019-11-30 04:00:10+00:00,-58.52526667,14.10453333,7915,-3,6.5 V,Trident_U4,-279.8260886964641,-2194.3178984234505,0.1536172278653425,-0.019432367270587787,-0.1523831873905174
2019-11-30 08:00:28+00:00,-58.5246,14.12738333,1,8,6.5 V,Trident_U4,1331.3424925194174,74.25827904705457,0.09248244111553146,0.09233891611315144,0.005150386950135565
2019-11-30 12:00:28+00:00,-58.51946667,14.10063333,8163,16,6.5 V,Trident_U4,-1558.6033806935557,571.7852583526466,0.11528996923440704,-0.10823634588149691,0.03970730960782268
2019-11-30 16:00:28+00:00,-58.5399,14.09423333,8162,11,6.5 V,Trident_U4,-372.9539728768792,-2276.0061970355223,0.16016392540067453,-0.025899581449783278,-0.1580559859052446
2019-11-30 20:00:29+00:00,-58.55108333,14.12588333,6,-3,6.5 V,Trident_U4,1843.301598504458,-1245.6800474062652,0.15448528460948005,0.12799816669012276,-0.08649955193432854
2019-12-01 00:00:10+00:00,-58.5491,14.13193333,8166,-4,6.5 V,Trident_U4,352.2408672941155,220.91777585878836,0.02891220041249904,0.024493489138037377,0.01536178122931565
2019-12-01 04:00:29+00:00,-58.5647,14.12303333,2,-3,6.5 V,Trident_U4,-518.2017902761576,-1737.6437515454595,0.12575542449931348,-0.035938816164516094,-0.12051069779772935
2019-12-01 08:00:28+00:00,-58.59521667,14.14268333,4,9,6.5 V,Trident_U4,1143.611250618806,-3399.185421523998,0.24907327116140718,0.07942296344321176,-0.23607093697645654
2019-12-01 12:00:28+00:00,-58.59941667,14.17291667,8163,13,6.5 V,Trident_U4,1758.0208850853332,-467.8301268906699,0.12633359710938896,0.12208478368648147,-0.03248820325629652
2019-12-01 16:00:28+00:00,-58.59218333,14.13105,8162,1,6.5 V,Trident_U4,-2434.188822257594,805.7079919134394,0.17806022201261001,-0.16904089043455514,0.05595194388287773
2019-12-01 20:00:28+00:00,-58.61461667,14.07328333,10,-4,6.5 V,Trident_U4,-3359.331132049087,-2498.8100711565844,0.29074886536755085,-0.23328688417007548,-0.1735284771636517
2019-12-02 00:00:06+00:00,-58.61238333,14.0956,250,-4,6.5 V,Trident_U4,1296.9605997846,248.76818665582087,0.0918488696013853,0.09020452078067881,0.017302002132133877
