time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min),Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s),x (km),y (km),distance (km)
2016-05-17 09:00:00,-68.5348,-29.7858,,-9.9,968.9,2.3,13.8,48.0,0,2015P21,946.5446581598626,3390.911789618141,3520.5439288357525,3600.0,0.9779288691210424,0.26292907171107294,0.9419199415605948,686.4695113592051,223.15663016090582,721.8305006097464
2016-05-17 10:00:00,-68.5348,-29.7858,,-10.4,969.4,1.8,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,686.4695113592051,223.15663016090582,721.8305006097464
2016-05-17 11:00:00,-68.5348,-29.7858,0.326,-10.8,969.9,1.6,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,686.4695113592051,223.15663016090582,721.8305006097464
2016-05-17 12:00:00,-68.5058,-29.7652,,-11.0,970.3,1.3,13.8,48.0,0,2015P21,841.6010968967,3234.7398434521087,3342.429395082909,3600.0,0.9284526097452526,0.23377808247130558,0.8985388454033636,685.7119664120844,226.39137000435818,722.1176865949052
2016-05-17 13:00:00,-68.5058,-29.7652,,-11.3,970.4,1.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,685.7119664120844,226.39137000435818,722.1176865949052
2016-05-17 14:00:00,-68.5058,-29.7652,0.309,-11.6,970.5,0.5,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,685.7119664120844,226.39137000435818,722.1176865949052
2016-05-17 15:00:00,-68.4838,-29.7374,,-12.0,970.4,0.1,13.8,44.0,0,2015P21,1137.2134269753408,2453.933050196844,2704.6333935196067,3600.0,0.7512870537554462,0.3158926186042613,0.6816480694991233,684.6896171273444,228.84530305455488,721.9210791576323
2016-05-17 16:00:00,-68.4838,-29.7374,,-12.5,970.5,0.1,13.8,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,684.6896171273444,228.84530305455488,721.9210791576323
2016-05-17 17:00:00,-68.4838,-29.7374,0.25,-13.1,970.5,0.0,13.8,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,684.6896171273444,228.84530305455488,721.9210791576323
2016-05-17 18:00:00,-68.4644,-29.695,,-13.4,970.8,0.4,13.8,48.0,0,2015P21,1736.144530696994,2163.9173923939834,2774.2992471206603,3600.0,0.770638679755739,0.4822623696380539,0.6010881645538843,683.1302813631396,231.00922044694863,721.132610028689
2016-05-17 19:00:00,-68.4644,-29.695,,-13.7,970.6,0.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,683.1302813631396,231.00922044694863,721.132610028689
2016-05-17 20:00:00,-68.4644,-29.695,0.257,-14.1,970.4,-0.2,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,683.1302813631396,231.00922044694863,721.132610028689
2016-05-17 21:00:00,-68.4378,-29.646,,-14.2,970.4,-0.4,13.8,48.0,0,2015P21,2008.1149603522692,2967.012538719001,3582.692995346708,3600.0,0.9951924987074189,0.5578097112089637,0.8241701496441669,681.3281148628785,233.97623298566768,720.3838405355627
2016-05-17 22:00:00,-68.4378,-29.646,,-14.2,970.5,-0.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.3281148628785,233.97623298566768,720.3838405355627
2016-05-17 23:00:00,-68.4378,-29.646,0.332,-14.2,970.7,0.3,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.3281148628785,233.97623298566768,720.3838405355627
2016-05-18 00:00:00,-68.405,-29.6118,,-14.3,970.4,0.0,13.8,48.0,0,2015P21,1403.2295286119065,3658.5587576065063,3918.4314837480133,3600.0,1.0884531899300036,0.389785980169974,1.0162663215573629,680.0702103144947,237.63479174327378,720.3927992450161
2016-05-18 01:00:00,-68.405,-29.6118,,-14.5,970.5,0.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.0702103144947,237.63479174327378,720.3927992450161
2016-05-18 02:00:00,-68.405,-29.6118,0.363,-14.7,970.5,-0.2,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.0702103144947,237.63479174327378,720.3927992450161
2016-05-18 03:00:00,-68.3784,-29.5838,,-14.8,970.1,-0.4,13.8,48.0,0,2015P21,1150.5054952993676,2966.9912885609706,3182.2476649548717,3600.0,0.8839576847096866,0.3195848598053799,0.8241642468224918,679.0403066943395,240.60178303183508,720.4061049947043
2016-05-18 04:00:00,-68.3784,-29.5838,,-14.9,969.8,-0.7,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.0403066943395,240.60178303183508,720.4061049947043
2016-05-18 05:00:00,-68.3784,-29.5838,0.295,-15.0,969.4,-1.0,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.0403066943395,240.60178303183508,720.4061049947043
2016-05-18 06:00:00,-68.3574,-29.5462,,-15.1,969.0,-1.0,13.8,48.0,0,2015P21,1546.7747472584822,2342.3548114957666,2806.980260296447,3600.0,0.7797167389712353,0.42965965201624506,0.6506541143043796,677.6572363643287,242.9441378433306,719.8897027388145
2016-05-18 07:00:00,-68.3574,-29.5462,,-15.2,968.5,-1.3,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,677.6572363643287,242.9441378433306,719.8897027388145
2016-05-18 08:00:00,-68.3574,-29.5462,0.26,-15.1,968.1,-1.3,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,677.6572363643287,242.9441378433306,719.8897027388145
2016-05-18 09:00:00,-68.3348,-29.4936,,-14.9,967.5,-1.6,13.8,48.0,0,2015P21,2165.83804056472,2520.8132980581167,3323.4551451198895,3600.0,0.9231819847555248,0.6016216779346444,0.7002259161272546,675.7223000451694,245.46495114138875,718.925357055361
2016-05-18 10:00:00,-68.3348,-29.4936,,-14.8,966.7,-1.8,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,675.7223000451694,245.46495114138875,718.925357055361
2016-05-18 11:00:00,-68.3348,-29.4936,0.308,-14.7,965.8,-2.3,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,675.7223000451694,245.46495114138875,718.925357055361
2016-05-18 12:00:00,-68.3088,-29.4444,,-14.6,965.3,-2.2,13.8,48.0,0,2015P21,2027.852781644639,2900.0421721587168,3538.704777785644,3600.0,0.9829735493849011,0.563292439345733,0.805567270044088,673.9123206622432,248.36499331354733,718.2221006374062
2016-05-18 13:00:00,-68.3088,-29.4444,,-14.3,964.8,-1.9,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,673.9123206622432,248.36499331354733,718.2221006374062
2016-05-18 14:00:00,-68.3088,-29.4444,0.328,-14.1,964.0,-1.8,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,673.9123206622432,248.36499331354733,718.2221006374062
2016-05-18 15:00:00,-68.2872,-29.4154,,-13.9,963.2,-2.1,13.8,44.0,0,2015P21,1196.6431266600146,2409.258862238897,2690.0711956859654,3600.0,0.7472419988016571,0.3324008685166707,0.6692385728441381,672.8454109532357,250.7742521757863,718.058961781798
2016-05-18 16:00:00,-68.2872,-29.4154,,-13.7,962.6,-2.2,13.8,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,672.8454109532357,250.7742521757863,718.058961781798
2016-05-18 17:00:00,-68.2872,-29.4154,0.249,-13.3,962.0,-2.0,13.8,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,672.8454109532357,250.7742521757863,718.058961781798
2016-05-18 18:00:00,-68.2714,-29.397,,-12.9,961.7,-1.5,13.8,48.0,0,2015P21,759.9683061755723,1762.3242487254124,1919.202590670656,3600.0,0.5331118307418489,0.2111023072709923,0.4895345135348368,672.1684551969063,252.53657642451182,718.0425855017296
2016-05-18 19:00:00,-68.2714,-29.397,,-12.5,961.3,-1.3,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,672.1684551969063,252.53657642451182,718.0425855017296
2016-05-18 20:00:00,-68.2714,-29.397,0.178,-12.0,961.2,-0.8,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,672.1684551969063,252.53657642451182,718.0425855017296
2016-05-18 21:00:00,-68.2526,-29.3824,,-11.6,961.1,-0.6,13.8,48.0,0,2015P21,603.4355181933956,2096.938378374671,2182.036889541038,3600.0,0.6061213582058439,0.16762097727594324,0.5824828828818531,671.6312945174102,254.63351480288637,718.2804623794274
2016-05-18 22:00:00,-68.2526,-29.3824,,-11.2,961.7,0.5,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,671.6312945174102,254.63351480288637,718.2804623794274
2016-05-18 23:00:00,-68.2526,-29.3824,0.202,-11.1,962.3,1.1,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,671.6312945174102,254.63351480288637,718.2804623794274
2016-05-19 00:00:00,-68.2294,-29.3952,,-11.1,962.9,1.9,13.8,48.0,0,2015P21,-529.4745056623368,2587.7045967294493,2641.317537154724,3600.0,0.7336993158763122,-0.14707625157287132,0.718806832424847,672.102230433642,257.22121939961625,719.6416913042921
2016-05-19 01:00:00,-68.2294,-29.3952,,-11.1,963.8,2.0,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,672.102230433642,257.22121939961625,719.6416913042921
2016-05-19 02:00:00,-68.2294,-29.3952,0.245,-11.2,964.8,2.5,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,672.102230433642,257.22121939961625,719.6416913042921
2016-05-19 03:00:00,-68.2104,-29.447,,-11.4,965.7,2.8,13.8,44.0,0,2015P21,-2144.889888550955,2119.235403842418,3015.246479296057,3600.0,0.8375684664711269,-0.5958027468197098,0.5886765010673383,674.0079727559339,259.3404548034585,722.1801844666111
2016-05-19 04:00:00,-68.2104,-29.447,,-11.6,966.7,2.9,13.8,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,674.0079727559339,259.3404548034585,722.1801844666111
2016-05-19 05:00:00,-68.2104,-29.447,0.279,-11.8,968.2,3.4,13.8,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,674.0079727559339,259.3404548034585,722.1801844666111
2016-05-19 06:00:00,-68.2004,-29.5118,,-12.2,969.6,3.9,13.8,48.0,0,2015P21,-2685.408375829821,1115.3850895647213,2907.8345969123243,3600.0,0.8077318324756456,-0.7459467710638392,0.3098291915457559,676.3918171180269,260.45583989302287,724.8055841386753
2016-05-19 07:00:00,-68.2004,-29.5118,,-12.7,970.8,4.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,676.3918171180269,260.45583989302287,724.8055841386753
2016-05-19 08:00:00,-68.2004,-29.5118,0.269,-13.0,972.3,4.1,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,676.3918171180269,260.45583989302287,724.8055841386753
2016-05-19 09:00:00,-68.1934,-29.5492,,-13.2,973.3,3.7,13.8,48.0,0,2015P21,-1550.5877010060613,780.7687559778315,1736.0651107669992,3600.0,0.48224030854638866,-0.43071880583501704,0.21688020999384208,677.7675901121199,261.23660864900114,726.3700653969861
2016-05-19 10:00:00,-68.1934,-29.5492,,-13.4,974.4,3.6,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,677.7675901121199,261.23660864900114,726.3700653969861
2016-05-19 11:00:00,-68.1934,-29.5492,0.161,-13.5,975.3,3.1,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,677.7675901121199,261.23660864900114,726.3700653969861
2016-05-19 12:00:00,-68.1822,-29.5714,,-13.5,976.2,2.9,13.8,48.0,0,2015P21,-920.6832129158064,1249.2286272310355,1551.847203057862,3600.0,0.4310686675160728,-0.25574533692105733,0.34700795200862095,678.5841949585343,262.4858372762319,727.5818334855032
2016-05-19 13:00:00,-68.1822,-29.5714,,-13.4,976.9,2.5,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.5841949585343,262.4858372762319,727.5818334855032
2016-05-19 14:00:00,-68.1822,-29.5714,0.144,-13.3,977.3,2.0,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.5841949585343,262.4858372762319,727.5818334855032
2016-05-19 15:00:00,-68.1724,-29.5956,,-13.2,978.1,1.8,13.8,44.0,0,2015P21,-1004.1175065766674,1093.0736527269137,1484.2715308525935,3600.0,0.41229764745905373,-0.27892152960462985,0.30363157020192044,679.474341919226,263.57891092895903,728.8067121075802
2016-05-19 16:00:00,-68.1724,-29.5956,,-13.1,978.8,1.9,13.8,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.474341919226,263.57891092895903,728.8067121075802
2016-05-19 17:00:00,-68.1724,-29.5956,0.137,-13.0,979.5,2.2,13.8,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.474341919226,263.57891092895903,728.8067121075802
2016-05-19 18:00:00,-68.164,-29.6348,,-12.9,980.4,2.3,13.8,48.0,0,2015P21,-1627.198629309974,936.9192362937778,1877.6562610247845,3600.0,0.5215711836179957,-0.45199961925277055,0.2602553434149383,680.9161754721775,264.5158301652522,730.4898783882429
2016-05-19 19:00:00,-68.164,-29.6348,,-12.9,981.3,2.5,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.9161754721775,264.5158301652522,730.4898783882429
2016-05-19 20:00:00,-68.164,-29.6348,0.174,-12.7,981.7,2.2,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.9161754721775,264.5158301652522,730.4898783882429
2016-05-19 21:00:00,-68.1626,-29.6638,,-12.6,982.5,2.1,13.8,48.0,0,2015P21,-1204.2351198531685,156.15311292058072,1214.3170996747772,3600.0,0.3373103054652159,-0.334509755514769,0.04337586470016131,681.9827923003182,264.671983278173,731.5406945113447
2016-05-19 22:00:00,-68.1626,-29.6638,,-12.5,982.5,1.3,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.9827923003182,264.671983278173,731.5406945113447
2016-05-19 23:00:00,-68.1626,-29.6638,0.112,-12.3,982.6,0.9,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.9827923003182,264.671983278173,731.5406945113447
2016-05-20 00:00:00,-68.1548,-29.6286,,-12.2,982.5,0.0,13.8,48.0,0,2015P21,1461.7813271804464,869.9954276457929,1701.0869150687197,3600.0,0.47252414307464435,0.4060503686612351,0.24166539656827582,680.6881350990781,265.5419787058187,730.6496285632822
2016-05-20 01:00:00,-68.1548,-29.6286,,-12.0,982.5,-0.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.6881350990781,265.5419787058187,730.6496285632822
2016-05-20 02:00:00,-68.1548,-29.6286,0.158,-11.7,982.8,0.2,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.6881350990781,265.5419787058187,730.6496285632822
2016-05-20 03:00:00,-68.127,-29.5962,,-11.4,983.1,0.6,13.8,44.0,0,2015P21,1345.9599259681681,3100.7462122336183,3380.2714676477344,3600.0,0.9389642965688151,0.37387775721338,0.8613183922871162,679.4964113352049,268.6427249180523,730.6738579344537
2016-05-20 04:00:00,-68.127,-29.5962,,-11.0,983.3,0.9,13.8,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.4964113352049,268.6427249180523,730.6738579344537
2016-05-20 05:00:00,-68.127,-29.5962,0.313,-10.6,984.0,1.2,13.8,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.4964113352049,268.6427249180523,730.6738579344537
2016-05-20 06:00:00,-68.1004,-29.6192,,-10.4,984.5,1.4,13.8,48.0,0,2015P21,-956.6206117845367,2966.89121587651,3117.301153519855,3600.0,0.8659169870888486,-0.26572794771792685,0.8241364488545861,680.3423930776192,271.60961613392914,732.5554964608498
2016-05-20 07:00:00,-68.1004,-29.6192,,-10.2,985.0,1.6,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.3423930776192,271.60961613392914,732.5554964608498
2016-05-20 08:00:00,-68.1004,-29.6192,0.289,-10.1,985.6,1.6,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.3423930776192,271.60961613392914,732.5554964608498
2016-05-20 09:00:00,-68.0872,-29.6538,,-10.0,986.1,1.6,13.8,48.0,0,2015P21,-1440.7526520851993,1472.2883075609643,2059.9517142572213,3600.0,0.5722088095158948,-0.40020907002366646,0.4089689743224901,681.6149977936716,273.08190444149017,734.2838223402841
2016-05-20 10:00:00,-68.0872,-29.6538,,-9.9,986.7,1.8,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.6149977936716,273.08190444149017,734.2838223402841
2016-05-20 11:00:00,-68.0872,-29.6538,0.191,-9.9,987.2,1.6,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.6149977936716,273.08190444149017,734.2838223402841
2016-05-20 12:00:00,-68.0784,-29.6568,,-9.8,987.5,1.4,13.8,48.0,0,2015P21,-124.99227450701203,981.5242205482291,989.4507891801618,3600.0,0.2748474414389338,-0.034720076251947785,0.27264561681895255,681.7253366321324,274.0634286620386,734.751793149351
2016-05-20 13:00:00,-68.0784,-29.6568,,-9.9,987.7,0.9,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.7253366321324,274.0634286620386,734.751793149351
2016-05-20 14:00:00,-68.0784,-29.6568,0.092,-10.2,988.0,0.8,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.7253366321324,274.0634286620386,734.751793149351
2016-05-20 15:00:00,-68.0634,-29.6422,,-10.7,988.2,0.8,13.8,40.0,0,2015P21,608.5277677874878,1673.0502174997464,1780.2817401873142,3600.0,0.49452270560758727,0.16903549105207996,0.46473617152770735,681.188350363257,275.7364788795379,734.8797006690967
2016-05-20 16:00:00,-68.0634,-29.6422,,-11.1,988.4,0.8,13.8,40.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.188350363257,275.7364788795379,734.8797006690967
2016-05-20 17:00:00,-68.0634,-29.6422,0.165,-11.5,988.7,0.7,13.8,40.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.188350363257,275.7364788795379,734.8797006690967
2016-05-20 18:00:00,-68.0464,-29.6432,,-11.9,988.7,0.5,13.8,48.0,0,2015P21,-41.70707169300878,1896.1198733810024,1896.578512495487,3600.0,0.5268273645820798,-0.011585297692502439,0.5266999648280563,681.2251305595481,277.6325987529189,735.6273094415219
2016-05-20 19:00:00,-68.0464,-29.6432,,-12.3,988.7,0.3,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.2251305595481,277.6325987529189,735.6273094415219
2016-05-20 20:00:00,-68.0464,-29.6432,0.176,-12.6,988.6,-0.1,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.2251305595481,277.6325987529189,735.6273094415219
2016-05-20 21:00:00,-68.0378,-29.6482,,-12.9,988.5,-0.2,13.8,48.0,0,2015P21,-208.68883668838063,959.2120822502429,981.651083274091,3600.0,0.27268085646502527,-0.05796912130232795,0.26644780062506745,681.4090308465643,278.59181083516904,736.1600806778866
2016-05-20 22:00:00,-68.0378,-29.6482,,-13.1,988.2,-0.5,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.4090308465643,278.59181083516904,736.1600806778866
2016-05-20 23:00:00,-68.0378,-29.6482,0.091,-13.3,987.9,-0.7,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,681.4090308465643,278.59181083516904,736.1600806778866
2016-05-21 00:00:00,-68.0348,-29.6336,,-13.5,987.6,-0.9,13.8,48.0,0,2015P21,609.5980956122542,334.6086285998943,695.3939692775521,3600.0,0.19316499146598667,0.16933280433673725,0.09294684127774842,680.8720387645668,278.92641946376926,735.7898345630337
2016-05-21 01:00:00,-68.0348,-29.6336,,-13.6,987.0,-1.2,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.8720387645668,278.92641946376926,735.7898345630337
2016-05-21 02:00:00,-68.0348,-29.6336,0.064,-13.5,986.8,-1.1,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,680.8720387645668,278.92641946376926,735.7898345630337
2016-05-21 03:00:00,-68.0286,-29.6008,,-13.4,986.1,-1.5,13.8,44.0,0,2015P21,1369.685687542843,691.5241100678342,1534.3547430320084,3600.0,0.42620965084222456,0.3804682465396786,0.19209003057439838,679.6656096387591,279.61794357383707,734.9364158171015
2016-05-21 04:00:00,-68.0286,-29.6008,,-13.2,985.4,-1.6,13.8,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.6656096387591,279.61794357383707,734.9364158171015
2016-05-21 05:00:00,-68.0286,-29.6008,0.142,-13.1,984.7,-2.1,13.8,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.6656096387591,279.61794357383707,734.9364158171015
2016-05-21 06:00:00,-68.0216,-29.5896,,-13.0,983.5,-2.7,13.8,48.0,0,2015P21,467.82291860020626,780.7523971618363,910.1827227768988,3600.0,0.25282853410469414,0.12995081072227951,0.21687566587828785,679.2536468453095,280.3986959709986,734.8530094208561
2016-05-21 07:00:00,-68.0216,-29.5896,,-12.9,982.7,-2.7,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.2536468453095,280.3986959709986,734.8530094208561
2016-05-21 08:00:00,-68.0216,-29.5896,0.084,-12.8,981.9,-2.8,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.2536468453095,280.3986959709986,734.8530094208561
2016-05-21 09:00:00,-68.0224,-29.5892,,-12.6,980.7,-2.8,13.8,48.0,0,2015P21,16.713016077878034,-89.22881154875408,90.78053600206643,3600.0,0.025216815556129563,0.004642504466077232,-0.024785780985765022,679.2389337812939,280.3094671594497,734.8053664362853
2016-05-21 10:00:00,-68.0224,-29.5892,,-12.5,979.6,-3.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.2389337812939,280.3094671594497,734.8053664362853
2016-05-21 11:00:00,-68.0224,-29.5892,0.008,-12.4,978.7,-3.2,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.2389337812939,280.3094671594497,734.8053664362853
2016-05-21 12:00:00,-68.0262,-29.5812,,-12.3,977.7,-3.0,13.8,48.0,0,2015P21,334.24876803636266,-423.83697412317116,539.7777501599263,3600.0,0.14993826393331286,0.09284688001010075,-0.117732492811992,678.9446709503387,279.885630185327,734.3717261687716
2016-05-21 13:00:00,-68.0262,-29.5812,,-12.3,976.9,-2.7,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.9446709503387,279.885630185327,734.3717261687716
2016-05-21 14:00:00,-68.0262,-29.5812,0.05,-12.2,976.0,-2.7,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.9446709503387,279.885630185327,734.3717261687716
2016-05-21 15:00:00,-68.0246,-29.561,,-12.2,975.0,-2.7,13.8,40.0,0,2015P21,843.8395665703871,178.45769733088798,862.5035442514666,3600.0,0.2395843178476296,0.2343998796028853,0.04957158259191333,678.2016441645266,280.06408788265753,733.7529308077836
2016-05-21 16:00:00,-68.0246,-29.561,,-12.2,974.1,-2.8,13.8,40.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.2016441645266,280.06408788265753,733.7529308077836
2016-05-21 17:00:00,-68.0246,-29.561,0.08,-12.2,973.3,-2.8,13.8,40.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.2016441645266,280.06408788265753,733.7529308077836
2016-05-21 18:00:00,-68.0174,-29.5474,,-12.2,972.2,-2.8,13.8,48.0,0,2015P21,568.16889270121,803.059205675356,983.7275936219604,3600.0,0.273257664894989,0.15782469241700278,0.22307200157648777,677.7013779131814,280.8671470883329,733.5976499001098
2016-05-21 19:00:00,-68.0174,-29.5474,,-12.3,971.5,-2.6,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,677.7013779131814,280.8671470883329,733.5976499001098
2016-05-21 20:00:00,-68.0174,-29.5474,0.091,-12.5,970.7,-2.5,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,677.7013779131814,280.8671470883329,733.5976499001098
2016-05-21 21:00:00,-68.0112,-29.5574,,-12.8,969.8,-2.4,13.8,48.0,0,2015P21,-417.9012185973852,691.522637916181,807.9882346022949,3600.0,0.22444117627841526,-0.116083671832607,0.1920896216433836,678.0692215743322,281.55866972624904,734.2023929029623
2016-05-21 22:00:00,-68.0112,-29.5574,,-13.2,969.4,-2.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.0692215743322,281.55866972624904,734.2023929029623
2016-05-21 23:00:00,-68.0112,-29.5574,0.075,-13.6,969.0,-1.8,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.0692215743322,281.55866972624904,734.2023929029623
2016-05-22 00:00:00,-68.004,-29.5768,,-14.0,968.8,-1.0,13.8,48.0,0,2015P21,-810.9454792865389,803.0578886772931,1141.2863544886998,3600.0,0.31702398735797216,-0.2252626331351497,0.22307163574369254,678.7828251346302,282.3617276149263,735.1695511373113
2016-05-22 01:00:00,-68.004,-29.5768,,-14.4,968.2,-1.1,13.8,48.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.7828251346302,282.3617276149263,735.1695511373113
2016-05-22 02:00:00,-68.004,-29.5768,0.106,-14.7,967.7,-1.2,13.8,48.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,678.7828251346302,282.3617276149263,735.1695511373113
2016-05-22 03:00:00,-67.993,-29.597,,-14.9,967.4,-1.4,13.8,44.0,0,2015P21,-844.649051091443,1226.8926296117568,1489.529302868972,3600.0,0.4137581396858256,-0.23462473641428971,0.340803508225488,679.5258371973191,283.58862024453833,736.3272838561113
2016-05-22 04:00:00,-67.993,-29.597,,-15.1,966.9,-1.3,13.8,44.0,60,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.5258371973191,283.58862024453833,736.3272838561113
2016-05-22 05:00:00,-67.993,-29.597,0.138,-15.3,966.4,-1.4,13.8,44.0,120,2015P21,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,679.5258371973191,283.58862024453833,736.3272838561113
