time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),battery_voltage (V),GPS_signal_to_noise_ratio (),GPS_time_since_last_fix (min),Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s),x (km),y (km),distance (km)
2015-01-17 12:00:00,-68.4856,-4.4672,0.0,0.1,980.3,0.0,16.0,44.0,0,2015P6,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-01-17 13:00:00,-68.478,-4.4458,0.339,0.1,980.6,0.0,16.0,40.0,0,2015P6,876.1918746005505,847.7210010222035,1219.1567153939288,3600.0,0.33865464316498023,0.24338663183348624,0.23547805583950096,0.8761918746005505,0.8477210010222035,1.219156715393929
2015-01-17 14:00:00,-68.4702,-4.4234,0.351,0.2,980.8,19.0,16.0,40.0,0,2015P6,917.4437398180179,870.0286423521019,1264.3784458160906,3600.0,0.351216234948914,0.2548454832827827,0.24167462287558386,1.7933272659713029,1.7177496433742305,2.483281401732072
2015-01-17 15:00:00,-68.4616,-4.4048,0.34,0.2,981.2,0.9,16.0,44.0,0,2015P6,762.0687027324939,959.2614025348754,1225.124951210105,3600.0,0.3403124864472514,0.21168575075902607,0.26646150070413205,2.554877145396147,2.6770110459093566,3.7005115008588034
2015-01-17 16:00:00,-68.4526,-4.3912,0.319,0.3,981.7,1.1,16.0,44.0,0,2015P6,557.4233271670075,1003.8771483651938,1148.2552393434876,3600.0,0.3189597887065243,0.15483981310194653,0.27885476343477605,3.111709279410762,3.680888194274515,4.819924536579442
2015-01-17 17:00:00,-68.4444,-4.3826,0.272,0.3,982.1,1.4,16.0,44.0,0,2015P6,352.62843502552886,914.6426767394661,980.2642701341762,3600.0,0.2722956305928267,0.0979523430626469,0.25406741020540724,3.463823697947114,4.595530871013687,5.754735319447788
2015-01-17 18:00:00,-68.437,-4.379,0.233,0.2,982.6,1.4,16.0,44.0,0,2015P6,147.66535406198815,825.4084692476727,838.5130874924008,3600.0,0.23292030208122244,0.04101815390610782,0.22928013034657574,3.6112204263730616,5.420939340261406,6.513639251497415
2015-01-17 19:00:00,-68.4306,-4.377,0.2,0.2,983.2,1.6,16.0,44.0,0,2015P6,82.06310424539949,713.8661906506084,718.5675272598965,3600.0,0.1996020909055268,0.022795306734833192,0.19829616406961342,3.6931074963959243,6.134805530912381,7.160648146784543
2015-01-17 20:00:00,-68.4258,-4.3778,0.149,0.1,984.0,1.8,16.0,40.0,0,2015P6,-32.83451136515297,535.3992816061872,536.405160192377,3600.0,0.1490014333867714,-0.009120697601431381,0.14872202266838533,3.6603526685024113,6.670204812518439,7.608535594893203
2015-01-17 21:00:00,-68.4232,-4.3794,0.083,0.0,984.5,1.9,16.0,44.0,0,2015P6,-65.68292668104881,290.0078148471476,297.35295446624616,3600.0,0.0825980429072906,-0.018245257411402448,0.08055772634642988,3.5948430122535115,6.960212627365619,7.83373832221167
2015-01-17 22:00:00,-68.4232,-4.3786,0.009,-0.1,985.0,1.7,16.0,40.0,0,2015P6,32.8452288970959,0.0,32.8452288970959,3600.0,0.00912367469363775,0.00912367469363775,0.0,3.6275978404544906,6.960212627365619,7.84882321817799
2015-01-17 23:00:00,-68.4258,-4.3758,0.087,-0.2,985.6,1.6,16.0,44.0,0,2015P6,114.95830113063982,-290.0078148471476,311.9614458090299,3600.0,0.08665595716917497,0.031932861425177726,-0.08055772634642988,3.742239737943655,6.670204812518439,7.648267156499487
2015-01-18 00:00:00,-68.4278,-4.3706,0.086,-0.2,985.9,1.4,16.0,44.0,0,2015P6,213.4695116560721,-223.0829963553427,308.7640776864429,3600.0,0.08576779935734524,0.059297086571131134,-0.06196749898759519,3.9551461138195902,6.447121816162856,7.56363407986566
2015-01-18 01:00:00,-68.429,-4.3668,0.057,-0.3,985.8,0.9,16.0,44.0,0,2015P6,155.98319186310735,-133.84982362825963,205.53961036529958,3600.0,0.05709433621258322,0.04332866440641871,-0.03718050656340545,4.11073153790801,6.313271992534613,7.533625755801354
2015-01-18 02:00:00,-68.43,-4.3626,0.057,-0.4,986.1,0.5,16.0,44.0,0,2015P6,172.39335072970076,-111.54153448107736,205.3313938252185,3600.0,0.05703649828478292,0.047887041869361324,-0.030983759578077044,4.282694370500421,6.201730458053396,7.53677197117328
2015-01-18 03:00:00,-68.43,-4.362,0.007,-0.4,985.8,-0.1,16.0,44.0,0,2015P6,24.626535281285154,0.0,24.626535281285154,3600.0,0.006840704244801431,0.006840704244801431,0.0,4.307260489040352,6.201730458053396,7.550758478112997
2015-01-18 04:00:00,-68.4304,-4.3632,0.018,-0.5,986.1,0.2,16.0,44.0,0,2015P6,-49.25307056202393,-44.616617557690454,66.45680944852018,3600.0,0.01846022484681116,-0.013681408489451092,-0.012393504877136237,4.2581282518588335,6.157113840495866,7.4861009246539085
2015-01-18 05:00:00,-68.4304,-4.3688,0.064,-0.5,985.6,-0.5,16.0,44.0,0,2015P6,-229.84360717116306,0.0,229.84360717116306,3600.0,0.06384544643643418,-0.06384544643643418,0.0,4.0288444730766,6.157113840495866,7.358100205424334
2015-01-18 06:00:00,-68.4304,-4.3822,0.153,-0.4,985.0,-0.8,16.0,48.0,0,2015P6,-549.9829162644853,0.0,549.9829162644853,3600.0,0.15277303229569036,-0.15277303229569036,0.0,3.480201112365079,6.157113840495866,7.07261271577434
2015-01-18 07:00:00,-68.4312,-4.404,0.25,-0.2,984.7,-1.4,16.0,44.0,0,2015P6,-894.7483235560741,-89.23324156642263,899.1869293460935,3600.0,0.24977414704058154,-0.24854120098779836,-0.024787011546228508,2.5876319777372854,6.06788059892989,6.596591105645274
2015-01-18 08:00:00,-68.4338,-4.4358,0.371,-0.1,983.9,-1.7,16.0,44.0,0,2015P6,-1305.1372690007474,-290.00809451608444,1336.9697026558154,3600.0,0.3713804729599487,-0.3625381302779854,-0.08055780403224568,1.2856273225643948,5.777872504413544,5.919176318524575
2015-01-18 09:00:00,-68.4392,-4.4748,0.475,-0.1,982.9,-2.1,16.0,44.0,0,2015P6,-1600.4564567740742,-602.3247943502645,1710.0456215899364,3600.0,0.47501267266387126,-0.4445712379927984,-0.16731244287507346,0.3111709474881941,5.1755477100631015,5.18489358209984
2015-01-18 10:00:00,-68.4476,-4.5142,0.519,0.0,981.8,-2.8,16.0,44.0,0,2015P6,-1616.4861888757723,-936.950459070171,1868.3960398100621,3600.0,0.5189988999472395,-0.4490239413543812,-0.2602640164083808,1.9243466034615757,4.238597250993248,4.654977605357691
2015-01-18 11:00:00,-68.4596,-4.5574,0.617,0.0,980.5,-3.4,16.0,44.0,0,2015P6,-1771.7339102893866,-1338.5023003182325,2220.502073141685,3600.0,0.6168061314282458,-0.4921483084137185,-0.37180619453284236,3.6931074963959243,2.900094950674876,4.69569949026401
2015-01-18 12:00:00,-68.4742,-4.5998,0.661,-0.1,979.1,-3.8,16.0,44.0,0,2015P6,-1738.0027233825629,-1628.5137398258705,2381.7452565895555,3600.0,0.6615959046082098,-0.4827785342729341,-0.45236492772940845,5.4291131175461445,1.27158121084908,5.57603694561792
2015-01-18 13:00:00,-68.4896,-4.6422,0.678,-0.1,977.6,-4.2,16.0,40.0,0,2015P6,-1736.8817026804027,-1717.7504700442373,2442.8312930784177,3600.0,0.6785642480773383,-0.4824671396334452,-0.47715290834562146,7.16511809537906,0.4461692591952276,7.178996052971423
2015-01-18 14:00:00,-68.5044,-4.6866,0.682,-0.1,975.8,-4.7,16.0,44.0,0,2015P6,-1817.571729042688,-1650.8281250917826,2455.3615800548146,3600.0,0.6820448833485596,-0.5048810358451912,-0.4585633680810507,8.983009186960869,2.0969973842871874,9.224524490873808
2015-01-18 15:00:00,-68.5186,-4.736,0.713,-0.1,974.2,-4.9,16.0,44.0,0,2015P6,-2020.9289540020072,-1583.905421234621,2567.666298517015,3600.0,0.7132406384769486,-0.5613691538894464,-0.43997372812072805,11.005616361603852,3.6809028055212107,11.604854025902107
2015-01-18 16:00:00,-68.5334,-4.7924,0.788,-0.2,972.8,-4.9,16.0,44.0,0,2015P6,-2305.844618310629,-1650.8338781703953,2835.8723344162017,3600.0,0.7877423151156115,-0.6405123939751747,-0.45856496615844317,13.31482560869262,5.331736683691799,14.342663527187746
2015-01-18 17:00:00,-68.5494,-4.8512,0.831,-0.4,971.3,-4.5,16.0,44.0,0,2015P6,-2402.3890875895836,-1784.6885737466662,2992.755692239415,3600.0,0.8313210256220598,-0.6673303021082176,-0.4957468260407406,15.722296099396289,7.116425257438503,17.257870757477598
2015-01-18 18:00:00,-68.5664,-4.9098,0.848,-0.4,970.3,-3.9,16.0,44.0,0,2015P6,-2392.518910269613,-1896.2353641214613,3052.843804085389,3600.0,0.8480121678014969,-0.6645885861860037,-0.5267320455892948,18.121574350928704,9.012660621559617,20.23905898098151
2015-01-18 19:00:00,-68.5844,-4.965,0.838,-0.6,969.4,-3.4,16.0,44.0,0,2015P6,-2252.0033977768476,-2007.782834457978,3017.0699716683034,3600.0,0.8380749921300843,-0.6255564993824576,-0.557717454016105,20.38164158993163,11.020443456017231,23.17027163992049
2015-01-18 20:00:00,-68.6012,-5.0096,0.725,-0.6,969.0,-2.3,16.0,40.0,0,2015P6,-1818.098596447138,-1873.9345532094956,2610.960209600201,3600.0,0.7252667248889447,-0.5050273879019828,-0.5205373758915266,22.207707441282736,12.89437800922667,25.679705100379035
2015-01-18 21:00:00,-68.6168,-5.0452,0.629,-0.7,968.6,-1.7,16.0,44.0,0,2015P6,-1450.133708249843,-1740.0854613417257,2265.123657678602,3600.0,0.6292010160218339,-0.40281491895828975,-0.48335707259492383,23.665282589873506,14.6344634705683,27.824685463271063
