time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),submerged_boolean (none),accelometer_variance (),sampling_ratio (s),Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s)
2019-03-07 02:00:54,-65.5348,-60.5703,0.001,-10.1,997.2,2.2,0.0,3.0,60.0,2019P93,4.623028694251245,0.0,4.623028694251245,3627.0,0.0012746150246074565,0.0012746150246074565,0.0
2019-03-07 03:00:26,-65.5348,-60.5704,0.001,-11.3,997.7,1.8,0.0,4.0,60.0,2019P93,-4.623028694251245,0.0,4.623028694251245,3572.0,0.0012942409558374145,-0.0012942409558374145,0.0
2019-03-07 04:00:25,-65.5348,-60.5704,0.001,-11.1,998.1,1.4,0.0,3.0,60.0,2019P93,0.0,0.0,0.0,3599.0,0.0,0.0,0.0
2019-03-07 05:00:54,-65.5348,-60.5704,0.001,-10.8,998.4,1.2,0.0,5.0,60.0,2019P93,0.0,0.0,0.0,3629.0,0.0,0.0,0.0
2019-03-07 06:00:26,-65.5349,-60.5705,0.002,-10.6,998.5,0.8,0.0,3.0,60.0,2019P93,-4.623028694579731,-11.150059798515771,12.070469246114053,3572.0,0.0033791907183969914,-0.0012942409559293761,-0.0031215173008162854
2019-03-07 07:00:26,-65.5349,-60.5706,0.001,-10.7,998.9,0.8,0.0,4.0,60.0,2019P93,-4.623010981021335,0.0,4.623010981021335,3600.0,0.001284169716950371,-0.001284169716950371,0.0
2019-03-07 08:00:54,-65.5348,-60.5705,0.001,-11.0,999.1,0.7,0.0,5.0,60.0,2019P93,4.623010981021335,11.150059798515771,12.070462461775083,3628.0,0.003327029344480453,0.0012742588150554948,0.0030733351153571587
2019-03-07 09:00:27,-65.5348,-60.5705,0.0,-11.2,999.3,0.8,0.0,3.0,60.0,2019P93,0.0,0.0,0.0,3573.0,0.0,0.0,0.0
2019-03-07 10:00:26,-65.5349,-60.5705,0.001,-11.3,999.8,0.9,0.0,3.0,60.0,2019P93,0.0,-11.150059798515771,11.150059798515771,3599.0,0.003098099416092184,0.0,-0.003098099416092184
2019-03-07 11:00:26,-65.5348,-60.5706,0.001,-11.2,1000.3,1.2,0.0,4.0,60.0,2019P93,-4.623010981021335,11.150059798515771,12.070462461775083,3600.0,0.0033529062393819675,-0.001284169716950371,0.0030972388329210477
2019-03-07 12:00:54,-65.5349,-60.5704,0.004,-10.9,1000.6,1.3,0.0,2.0,60.0,2019P93,9.246057388828065,-11.150059798515771,14.484937374665437,3628.0,0.003992540621462358,0.002548527394936071,-0.0030733351153571587
2019-03-07 13:00:26,-65.5353,-60.5698,0.014,-10.3,1000.8,1.0,0.0,4.0,60.0,2019P93,27.73806588701162,-44.600240679371446,52.522202617655495,3572.0,0.014703864114685189,0.0077654159818061645,-0.01248606961908495
2019-03-07 14:00:25,-65.5359,-60.5693,0.018,-9.3,1000.9,0.6,0.0,3.0,60.0,2019P93,23.11470064072061,-66.90036545992648,70.78098815629698,3599.0,0.01966684861247485,0.006422534215259964,-0.01858859834952111
2019-03-07 15:00:55,-65.5363,-60.5694,0.014,-8.3,1000.9,0.3,0.0,5.0,60.0,2019P93,-4.62283384826412,-44.60024660290928,44.83918587384228,3630.0,0.012352392802711373,-0.0012735079471801983,-0.012286569312096221
2019-03-07 16:00:26,-65.5364,-60.57,0.009,-7.3,1000.7,-0.1,0.0,4.0,60.0,2019P93,-27.736577966689193,-11.150062021878849,29.893839505723808,3571.0,0.008371279615156485,-0.007767173891539959,-0.0031223920531724585
2019-03-07 17:00:26,-65.5362,-60.5706,0.01,-6.5,1000.4,-0.5,0.0,6.0,60.0,2019P93,-27.73647168602261,22.30012389462495,35.5894280272268,3600.0,0.009885952229785222,-0.0077045754683396145,0.0061944788596180415
2019-03-07 18:00:55,-65.5356,-60.5713,0.021,-6.2,1000.3,-0.6,0.0,2.0,60.0,2019P93,-32.3594649552684,66.90036812689434,74.31550462524777,3629.0,0.020478232192132205,-0.008916909604648223,0.018434931972139523
2019-03-07 19:00:26,-65.5354,-60.5716,0.007,-6.3,1000.1,-0.6,0.0,4.0,60.0,2019P93,-13.868660964351388,22.30012152493312,26.260905867294632,3571.0,0.007353936115176318,-0.003883691112951943,0.006244783400989393
2019-03-07 20:00:26,-65.5354,-60.5716,0.0,-6.7,999.6,-0.8,0.0,3.0,60.0,2019P93,0.0,0.0,0.0,3600.0,0.0,0.0,0.0
2019-03-07 21:00:26,-65.535,-60.5721,0.012,-7.2,999.3,-1.0,0.0,5.0,60.0,2019P93,-23.11461207421353,44.60024127073608,50.234120005721685,3600.0,0.01395392222381158,-0.006420725576170424,0.012388955908537799
2019-03-07 22:00:55,-65.535,-60.5722,0.002,-7.8,999.2,-0.9,0.0,4.0,60.0,2019P93,-4.622993268105607,0.0,4.622993268105607,3629.0,0.0012739028019028954,-0.0012739028019028954,0.0
2019-03-07 23:00:27,-65.535,-60.5722,0.001,-8.4,999.0,-0.6,0.0,3.0,60.0,2019P93,0.0,0.0,0.0,3572.0,0.0,0.0,0.0
2019-03-08 00:00:27,-65.5351,-60.5722,0.001,-9.2,998.8,-0.5,0.0,3.0,60.0,2019P93,0.0,-11.150060096146632,11.150060096146632,3600.0,0.0030972389155962867,0.0,-0.0030972389155962867
2019-03-08 01:00:26,-65.535,-60.5721,0.002,-9.6,998.7,-0.5,0.0,4.0,60.0,2019P93,4.622975554847089,11.150060096146632,12.070449168460765,3599.0,0.0033538341673967115,0.0012845166865371185,0.0030980994987903953
2019-03-08 02:00:54,-65.5351,-60.5718,0.004,-10.0,998.6,-0.4,0.0,3.0,60.0,2019P93,13.868979803648216,-11.150060096146632,17.795292662434175,3628.0,0.0049049869521593644,0.003822761798138979,-0.003073335197394331
2019-03-08 03:00:26,-65.5352,-60.5717,0.003,-10.3,998.1,-0.7,0.0,3.0,60.0,2019P93,4.622975554847089,-11.150060243899595,12.070449304947354,3572.0,0.003379185135763537,0.0012942260791845156,-0.003121517425503806
2019-03-08 04:00:25,-65.5351,-60.5719,0.003,-10.7,997.5,-1.2,0.0,3.0,60.0,2019P93,-9.245915682817152,11.150060243899595,14.484847263825548,3599.0,0.004024686652910683,-0.002569023529540748,0.0030980995398442886
2019-03-08 05:00:55,-65.5351,-60.5721,0.003,-10.9,997.1,-1.5,0.0,3.0,60.0,2019P93,-9.245951109362794,0.0,9.245951109362794,3630.0,0.002547093969521431,-0.002547093969521431,0.0
2019-03-08 06:00:26,-65.5351,-60.5721,0.001,-10.9,996.2,-1.9,0.0,3.0,60.0,2019P93,0.0,0.0,0.0,3571.0,0.0,0.0,0.0
2019-03-08 07:00:26,-65.5351,-60.5722,0.001,-11.1,995.7,-1.8,0.0,2.0,60.0,2019P93,-4.622975554847089,0.0,4.622975554847089,3600.0,0.0012841598763464138,-0.0012841598763464138,0.0
2019-03-08 08:00:54,-65.5351,-60.5723,0.001,-11.3,995.2,-1.9,0.0,3.0,60.0,2019P93,-4.622975554518608,0.0,4.622975554518608,3628.0,0.0012742490503083264,-0.0012742490503083264,0.0
2019-03-08 09:00:26,-65.5351,-60.5723,,-11.4,994.8,-1.4,0.0,3.0,60.0,2019P93,0.0,0.0,0.0,3572.0,0.0,0.0,0.0
2019-03-08 10:00:25,-65.5351,-60.5723,0.0,-11.6,994.1,-1.6,0.0,5.0,60.0,2019P93,0.0,0.0,0.0,3599.0,0.0,0.0,0.0
2019-03-08 11:00:25,-65.5351,-60.5722,0.001,-11.4,993.5,-1.7,0.0,4.0,60.0,2019P93,4.622975554518608,0.0,4.622975554518608,3600.0,0.001284159876255169,0.001284159876255169,0.0
2019-03-08 12:00:54,-65.5352,-60.5721,0.004,-11.0,992.8,-2.0,0.0,3.0,60.0,2019P93,4.622975554847089,-11.150060243899595,12.070449304947354,3629.0,0.003326108929442644,0.0012738979208727168,-0.003072488355993275
2019-03-08 13:00:27,-65.5354,-60.572,0.006,-10.4,992.1,-2.0,0.0,3.0,60.0,2019P93,4.622957841245793,-22.30012093073662,22.774264702233825,3573.0,0.006373989561218535,0.001293858897633863,-0.006241287694020885
2019-03-08 14:00:26,-65.5357,-60.5719,0.008,-9.5,991.3,-2.2,0.0,3.0,60.0,2019P93,4.622922414985736,-33.45018250946778,33.768122861238254,3599.0,0.009382640417126494,0.0012845019213630832,-0.0092942991134948
2019-03-08 15:00:55,-65.5359,-60.5718,0.006,-8.4,990.2,-2.6,0.0,4.0,60.0,2019P93,4.622869274667193,-22.300122412153698,22.77424817480704,3629.0,0.006275626391514753,0.0012738686345183778,-0.006144977242257839
2019-03-08 16:00:26,-65.5358,-60.5721,0.004,-7.6,989.3,-2.8,0.0,6.0,60.0,2019P93,-13.868501544123776,11.150061280998067,17.794920669937696,3571.0,0.004983175768674796,-0.003883646469931049,0.003122391845700943
2019-03-08 17:00:28,-65.5357,-60.5722,0.004,-7.0,988.6,-2.7,0.0,3.0,60.0,2019P93,-4.622851561637046,11.150061131121554,12.070402635731657,3602.0,0.0033510279388483223,-0.0012834124268842437,0.0030955194700504037
2019-03-08 18:00:55,-65.5357,-60.5723,0.001,-6.7,987.5,-2.7,0.0,4.0,60.0,2019P93,-4.622869274667193,0.0,4.622869274667193,3627.0,0.0012745710710414097,-0.0012745710710414097,0.0
2019-03-08 19:00:26,-65.5357,-60.5723,0.0,-7.0,986.6,-2.7,0.0,2.0,60.0,2019P93,0.0,0.0,0.0,3571.0,0.0,0.0,0.0
2019-03-08 20:00:26,-65.5357,-60.5723,0.001,-7.2,986.0,-2.6,0.0,4.0,60.0,2019P93,0.0,0.0,0.0,3600.0,0.0,0.0,0.0
2019-03-08 21:00:27,-65.5356,-60.5724,0.001,-7.7,985.8,-1.7,0.0,4.0,60.0,2019P93,-4.622869274995668,11.150060984785899,12.07040928461598,3601.0,0.003351960367846704,-0.0012837737503459228,0.0030963790571468756
2019-03-08 22:00:54,-65.5356,-60.5723,0.001,-8.2,985.5,-1.1,0.0,4.0,60.0,2019P93,4.622886988339993,0.0,4.622886988339993,3627.0,0.0012745759548773072,0.0012745759548773072,0.0
2019-03-08 23:00:27,-65.5354,-60.5717,0.009,-8.7,985.5,-0.5,0.0,4.0,60.0,2019P93,27.737321928952674,22.30012152493312,35.590089179673946,3573.0,0.009960842199740819,0.007763034404968562,0.006241287860322732
2019-03-09 00:00:27,-65.5352,-60.5709,0.013,-9.0,985.5,-0.3,0.0,3.0,60.0,2019P93,36.98337931832754,22.30012093073662,43.18640688143406,3600.0,0.011996224133731683,0.010273160921757651,0.006194478036315728
2019-03-09 01:00:26,-65.5353,-60.5701,0.01,-8.9,985.7,0.2,0.0,3.0,60.0,2019P93,36.98366273136429,-11.150060392006024,38.62790643786802,3599.0,0.010732955387015288,0.010276094118189577,-0.0030980995809963946
2019-03-09 02:00:54,-65.5355,-60.5692,0.014,-8.8,985.8,0.3,0.0,3.0,60.0,2019P93,41.606461152592786,-22.300121226596712,47.20585786068421,3628.0,0.01301153744781814,0.011468153570174418,-0.0061466706798778145
2019-03-09 03:00:26,-65.5358,-60.5683,0.015,-9.1,986.0,0.5,0.0,2.0,60.0,2019P93,41.60614231336703,-33.45018295236976,53.38525843102344,3572.0,0.014945481083713168,0.011647856190752249,-0.00936455289819982
2019-03-09 04:00:25,-65.5361,-60.5678,0.011,-9.2,986.3,0.6,0.0,3.0,60.0,2019P93,23.114257807470086,-33.45018428744565,40.65936230260218,3599.0,0.011297405474465736,0.00642241117184498,-0.009294299607514768
2019-03-09 05:00:25,-65.5361,-60.5683,0.007,-9.1,986.4,0.6,0.0,4.0,60.0,2019P93,-23.113992106661684,0.0,23.113992106661684,3600.0,0.006420553362961579,-0.006420553362961579,0.0
2019-03-09 06:00:54,-65.536,-60.5708,0.032,-9.2,986.5,0.5,0.0,3.0,60.0,2019P93,-115.56996052537649,11.150061577562319,116.10658744886318,3629.0,0.03199409960012763,-0.03184622775568379,0.0030724887234947146
2019-03-09 07:00:26,-65.5364,-60.5729,0.029,-9.1,986.8,0.5,0.0,4.0,60.0,2019P93,-97.07913882464867,-44.60024719603917,106.83417638978273,3572.0,0.02990878398370177,-0.027177810421234228,-0.012486071443460015
2019-03-09 08:00:25,-65.5364,-60.573,0.001,-9.0,986.9,0.5,0.0,3.0,60.0,2019P93,-4.622745281184978,0.0,4.622745281184978,3599.0,0.0012844527038580098,-0.0012844527038580098,0.0
2019-03-09 09:00:26,-65.5364,-60.573,0.0,-8.9,987.1,0.6,0.0,4.0,60.0,2019P93,0.0,0.0,0.0,3601.0,0.0,0.0,0.0
2019-03-09 10:00:55,-65.5363,-60.5729,0.002,-8.8,987.3,0.5,0.0,3.0,60.0,2019P93,4.622745281184978,11.150062021878849,12.070362754551457,3629.0,0.003326085079788222,0.0012738344671217904,0.0030724888459296913
2019-03-09 11:00:26,-65.5363,-60.5723,0.008,-8.6,987.7,0.8,0.0,4.0,60.0,2019P93,27.736577966689193,0.0,27.736577966689193,3571.0,0.007767173891539959,0.007767173891539959,0.0
2019-03-09 12:00:26,-65.5361,-60.5709,0.018,-8.2,988.2,1.1,0.0,4.0,60.0,2019P93,64.7186819211884,22.30012359664477,68.45292763674605,3600.0,0.01901470212131835,0.01797741164477456,0.00619447877684577
2019-03-09 13:00:55,-65.5362,-60.5693,0.021,-7.8,988.4,1.1,0.0,4.0,60.0,2019P93,73.96477473932778,-11.150061723898668,74.80047980251365,3629.0,0.020611870984434733,0.020381585764488227,-0.003072488763818867
2019-03-09 14:00:26,-65.5368,-60.568,0.023,-7.2,988.9,1.2,0.0,4.0,60.0,2019P93,60.09614920174392,-66.90037346116138,89.92890034978262,3571.0,0.02518311407162773,0.01682894124943823,-0.01873435269144816
2019-03-09 15:00:26,-65.5375,-60.5675,0.024,-6.7,989.2,1.0,0.0,5.0,60.0,2019P93,23.11337213527766,-78.05044244359549,81.40085710301115,3600.0,0.022611349195280874,0.006420381148688239,-0.021680678456554303
2019-03-09 16:00:54,-65.5383,-60.5682,0.024,-6.0,989.7,1.3,0.0,5.0,60.0,2019P93,-32.35785302499007,-89.20051453993909,94.88815756761612,3628.0,0.026154398447523736,-0.008918923105013802,-0.02458669088752456
2019-03-09 17:00:26,-65.5385,-60.57,0.025,-5.3,990.0,1.1,0.0,5.0,60.0,2019P93,-83.20335700897971,-22.300130115326272,86.13996993686621,3572.0,0.024115333129021897,-0.02329321304842657,-0.006243037546283951
2019-03-09 18:00:26,-65.5385,-60.5718,0.022,-5.2,990.2,1.0,0.0,5.0,60.0,2019P93,-83.2027193144267,0.0,83.2027193144267,3600.0,0.02311186647622964,-0.02311186647622964,0.0
2019-03-09 19:00:26,-65.5382,-60.5728,0.016,-5.4,990.4,0.7,0.0,8.0,60.0,2019P93,-46.22373295336313,33.45019495127705,57.05741871503012,3600.0,0.015849282976397254,-0.012839925820378647,0.00929172081979918
2019-03-09 20:00:54,-65.538,-60.5732,0.007,-5.5,990.6,0.6,0.0,3.0,60.0,2019P93,-18.48970574627342,22.300129227420854,28.968344483995732,3628.0,0.007984659449833443,-0.005096390779016929,0.006146672885176641
2019-03-09 21:00:26,-65.5378,-60.5735,0.008,-5.8,990.4,0.2,0.0,4.0,60.0,2019P93,-13.867385592047588,22.30012863394924,26.260238389040033,3572.0,0.007351690478454656,-0.003882246806284319,0.006243037131564736
2019-03-09 22:00:26,-65.5378,-60.5734,0.0,-6.0,990.9,0.5,0.0,3.0,60.0,2019P93,4.6224972914613955,0.0,4.6224972914613955,3600.0,0.0012840270254059433,0.0012840270254059433,0.0
2019-03-09 23:00:54,-65.5377,-60.5726,0.011,-6.2,990.9,0.3,0.0,4.0,60.0,2019P93,36.97997833013294,11.150064096040584,38.62437995156576,3628.0,0.010646190725348885,0.010192937797721317,0.0030733362999009325
2019-03-10 00:00:26,-65.5375,-60.5705,0.029,-6.4,990.7,0.3,0.0,4.0,60.0,2019P93,97.07281509946095,22.300127746393834,99.6013409992035,3572.0,0.027883914053528417,0.027176040061439238,0.006243036883088979
2019-03-10 01:00:26,-65.5371,-60.5673,0.043,-6.5,990.3,-0.6,0.0,5.0,60.0,2019P93,147.92161381447386,44.600253714048954,154.4991471330372,3600.0,0.042916429759177005,0.04108933717068718,0.012388959365013599
2019-03-10 02:00:54,-65.5369,-60.5638,0.045,-6.5,990.0,-0.9,0.0,5.0,60.0,2019P93,161.791745007542,22.300125967026958,163.32135307647545,3628.0,0.04501691099131076,0.04459529906492338,0.006146671986501366
2019-03-10 03:00:26,-65.5373,-60.5614,0.032,-6.5,990.1,-0.6,0.0,6.0,60.0,2019P93,110.94376111965366,-44.60025252886545,119.57299300851068,3572.0,0.03347508202925831,0.031059283628122526,-0.012486072936412499
2019-03-10 04:00:25,-65.5376,-60.5601,0.02,-6.6,989.5,-0.8,0.0,5.0,60.0,2019P93,60.09361617101054,-33.45019095144039,68.77614396865067,3599.0,0.01910979271148949,0.016697309300086286,-0.009294301459138758
2019-03-10 05:00:25,-65.5377,-60.5601,0.003,-6.7,989.0,-1.0,0.0,4.0,60.0,2019P93,0.0,-11.150063947585522,11.150063947585522,3600.0,0.0030972399854404227,0.0,-0.0030972399854404227
2019-03-10 06:00:54,-65.5377,-60.5619,0.023,-6.7,988.7,-1.4,0.0,5.0,60.0,2019P93,-83.20527008646134,0.0,83.20527008646134,3629.0,0.02292787822718692,-0.02292787822718692,0.0
2019-03-10 07:00:26,-65.5378,-60.565,0.04,-6.7,988.3,-1.2,0.0,4.0,60.0,2019P93,-143.29796513892725,-11.150064096040584,143.7311056880278,3572.0,0.04023827146921271,-0.040117011517056905,-0.0031215185039307346
2019-03-10 08:00:25,-65.5378,-60.5689,0.05,-6.6,987.9,-1.1,0.0,4.0,60.0,2019P93,-180.27739433233288,0.0,180.27739433233288,3599.0,0.05009096813901997,-0.05009096813901997,0.0
2019-03-10 09:00:54,-65.5372,-60.5721,0.045,-6.7,987.7,-1.0,0.0,5.0,60.0,2019P93,-147.9199133059617,66.90038234988059,162.3451936800207,3629.0,0.044735517685318464,-0.040760516204453486,0.01843493589139724
2019-03-10 10:00:26,-65.5365,-60.5724,0.022,-6.9,987.1,-1.2,0.0,4.0,60.0,2019P93,-13.867810719004039,78.05043933234978,79.27286581240102,3572.0,0.02219285157122089,-0.0038823658227894846,0.0218506269127519
2019-03-10 11:00:25,-65.536,-60.5713,0.02,-7.0,987.0,-0.9,0.0,4.0,60.0,2019P93,50.850003242706194,55.750309366008985,75.45740403823166,3599.0,0.020966213958941833,0.014128925602307918,0.015490499962769931
2019-03-10 12:00:54,-65.5354,-60.569,0.035,-6.8,986.9,-0.8,0.0,6.0,60.0,2019P93,106.32477109266551,66.90036635033238,125.62092168789562,3629.0,0.03461585056155845,0.029298641800128276,0.018434931482593654
2019-03-10 13:00:26,-65.5351,-60.5671,0.025,-6.6,987.0,-0.1,0.0,5.0,60.0,2019P93,87.83552587845524,33.45018117438498,93.98933038884765,3572.0,0.026312802460483665,0.02459001284391244,0.009364552400443723
2019-03-10 14:00:26,-65.5353,-60.5661,0.015,-6.0,986.9,-0.1,0.0,4.0,60.0,2019P93,46.229755546676834,-22.300120635939695,51.32724109362358,3600.0,0.014257566970450993,0.012841598762965787,-0.0061944779544276934
2019-03-10 15:00:55,-65.5357,-60.5651,0.017,-5.5,986.6,-0.3,0.0,5.0,60.0,2019P93,46.22940128074898,-44.60024304766184,64.23658788172845,3629.0,0.017700906002129636,0.012738881587420496,-0.012289953994946774
2019-03-10 16:00:26,-65.5362,-60.5644,0.017,-5.0,986.2,-0.8,0.0,4.0,60.0,2019P93,32.36008492382128,-55.750307142304194,64.46139808240417,3571.0,0.018051357625988286,0.009061911208014922,-0.015611959434977372
2019-03-10 17:00:26,-65.5366,-60.5646,0.013,-4.7,985.9,-1.0,0.0,4.0,60.0,2019P93,-9.245561415787696,-44.60024838264826,45.54846387845611,3600.0,0.01265235107734892,-0.0025682115043854713,-0.012388957884068961
2019-03-10 18:00:55,-65.5369,-60.5661,0.022,-4.4,985.8,-0.8,0.0,3.0,60.0,2019P93,-69.34064780986934,-33.4501878405509,76.98727495671267,3629.0,0.021214459894382108,-0.019107370573124647,-0.009217467026880932
2019-03-10 19:00:26,-65.537,-60.569,0.037,-4.5,985.5,-0.7,0.0,4.0,60.0,2019P93,-134.05704468261686,-11.150062910507073,134.51994324985944,3571.0,0.03767010452250334,-0.03754047736841693,-0.0031223923020182224
2019-03-10 20:00:26,-65.5371,-60.5721,0.041,-4.8,985.6,-0.3,0.0,7.0,60.0,2019P93,-143.30180898740034,-11.150063056839276,143.73493787257453,3600.0,0.039926371631270705,-0.03980605805205565,-0.00309723973801091
2019-03-10 21:00:26,-65.5373,-60.5731,0.014,-5.2,985.9,0.1,0.0,5.0,60.0,2019P93,-46.22621286461305,-22.30012656156587,51.32405284529246,3600.0,0.014256681345914572,-0.012840614684614737,-0.006194479600434964
2019-03-10 22:00:55,-65.5373,-60.5732,0.001,-5.7,985.7,0.2,0.0,4.0,60.0,2019P93,-4.6225858595415765,0.0,4.6225858595415765,3629.0,0.0012737905372117873,-0.0012737905372117873,0.0
2019-03-10 23:00:26,-65.5369,-60.5727,0.012,-6.0,986.3,0.7,0.0,3.0,60.0,2019P93,23.11292929699277,44.60025252886545,50.23335571436927,3571.0,0.014067027643340595,0.00647239689078487,0.012489569456417096
2019-03-11 00:00:26,-65.5364,-60.5721,0.018,-6.3,986.7,0.8,0.0,3.0,60.0,2019P93,27.735940281402655,55.75031232881276,62.26860933129716,3600.0,0.01729683592536032,0.007704427855945182,0.015486197869114655
2019-03-11 01:00:54,-65.5358,-60.5708,0.026,-6.8,987.4,1.7,0.0,4.0,60.0,2019P93,60.09568865237465,66.90036990557773,89.92858993727346,3628.0,0.024787373191089708,0.01656441252821793,0.018440013755671922
2019-03-11 02:00:26,-65.5351,-60.5689,0.032,-7.2,987.8,1.5,0.0,2.0,60.0,2019P93,87.83417966483019,78.05042481484273,117.50196564811623,3572.0,0.03289528713553086,0.02458963596439815,0.021850622848500204
2019-03-11 03:00:26,-65.5346,-60.5676,0.023,-8.7,988.2,1.5,0.0,3.0,60.0,2019P93,60.09868220998203,55.75029899574363,81.97528555297154,3600.0,0.022770912653603207,0.016694078391661676,0.015486194165484342
2019-03-11 04:00:54,-65.5345,-60.5671,0.006,-8.7,988.6,1.2,0.0,3.0,60.0,2019P93,23.11532060393958,11.150059355255493,25.664018980834516,3628.0,0.007073875132534321,0.006371367310898451,0.003073334993179574
2019-03-11 05:00:26,-65.5345,-60.5672,0.002,-8.6,988.8,1.0,0.0,3.0,60.0,2019P93,-4.62308183385517,0.0,4.62308183385517,3572.0,0.00129425583254624,-0.00129425583254624,0.0
2019-03-11 06:00:26,-65.5345,-60.568,0.009,-8.2,988.8,0.6,0.0,3.0,60.0,2019P93,-36.984654671910874,0.0,36.984654671910874,3600.0,0.010273515186641909,-0.010273515186641909,0.0
2019-03-11 07:00:25,-65.5344,-60.5691,0.015,-7.8,989.0,0.4,0.0,3.0,60.0,2019P93,-50.85390017373757,11.150059205025515,52.06191490097191,3599.0,0.014465661267288665,-0.014130008383922638,0.003098099251187973
2019-03-11 08:00:54,-65.5344,-60.5697,0.007,-8.7,989.3,0.5,0.0,3.0,60.0,2019P93,-27.738597283050847,0.0,27.738597283050847,3629.0,0.007643592527707591,-0.007643592527707591,0.0
2019-03-11 09:00:26,-65.5343,-60.5698,0.002,-8.1,989.5,0.7,0.0,4.0,60.0,2019P93,-4.623099547356363,11.15005905868641,12.0704956997201,3572.0,0.0033791981242217526,-0.0012942607915331363,0.003121517093697203
2019-03-11 10:00:26,-65.5342,-60.5703,0.007,-9.1,990.2,1.2,0.0,5.0,60.0,2019P93,-23.115586301858645,11.150058910932755,25.664258099464828,3600.0,0.007128960583184674,-0.006420996194960735,0.0030972385863702098
2019-03-11 11:00:25,-65.5341,-60.5708,0.008,-8.1,990.9,1.6,0.0,3.0,60.0,2019P93,-23.11567486725067,11.150058762115252,25.664337804959384,3599.0,0.007130963546807275,-0.006422804908933224,0.0030980991281231596
2019-03-11 12:00:54,-65.534,-60.5707,0.001,-8.1,991.5,2.0,0.0,3.0,60.0,2019P93,4.623152686460173,11.150058612592893,12.070515640459643,3629.0,0.003326127208724068,0.0012739467309066336,0.003072487906473655
2019-03-11 13:00:26,-65.534,-60.5707,0.001,-7.9,992.2,2.0,0.0,2.0,60.0,2019P93,0.0,0.0,0.0,3572.0,0.0,0.0,0.0
2019-03-11 14:00:26,-65.5338,-60.5701,0.009,-8.1,993.1,2.2,0.0,4.0,60.0,2019P93,27.73902239866614,22.300116783724146,35.59141149493003,3600.0,0.00988650319303612,0.007705283999629484,0.0061944768843678185
2019-03-11 15:00:55,-65.5336,-60.5691,0.014,-7.3,993.9,2.4,0.0,4.0,60.0,2019P93,46.23205825879988,22.300116190581832,51.32931319391013,3629.0,0.014144203139683145,0.012739613738991426,0.006144975527853908
2019-03-11 16:00:26,-65.5336,-60.569,0.002,-6.5,994.9,2.7,0.0,6.0,60.0,2019P93,4.623241251894634,0.0,4.623241251894634,3571.0,0.0012946629100797072,0.0012946629100797072,0.0
2019-03-11 17:00:27,-65.5334,-60.5694,0.006,-6.2,995.8,2.7,0.0,4.0,60.0,2019P93,-18.492965008206433,22.300115597790917,28.97041439934171,3601.0,0.008045102582433133,-0.005135508194447773,0.006192756344846131
2019-03-11 18:00:55,-65.5332,-60.5701,0.011,-6.7,996.6,2.7,0.0,4.0,60.0,2019P93,-32.36293674660065,22.30011500747632,39.30209668975875,3628.0,0.010832992472370108,-0.008920324351323223,0.006146668965677045
2019-03-11 19:00:26,-65.5332,-60.5705,0.005,-6.5,997.6,2.7,0.0,3.0,60.0,2019P93,-18.493248416895472,0.0,18.493248416895472,3571.0,0.005178731004451266,-0.005178731004451266,0.0
2019-03-11 20:00:26,-65.5332,-60.5705,0.0,-7.0,998.5,2.7,0.0,4.0,60.0,2019P93,0.0,0.0,0.0,3600.0,0.0,0.0,0.0
2019-03-11 21:00:26,-65.5332,-60.5706,0.001,-7.6,999.1,2.5,0.0,2.0,60.0,2019P93,-4.6233121039847624,0.0,4.6233121039847624,3600.0,0.0012842533622179895,-0.0012842533622179895,0.0
2019-03-11 22:00:54,-65.5332,-60.5707,0.001,-8.2,999.4,1.8,0.0,3.0,60.0,2019P93,-4.62331210431327,0.0,4.62331210431327,3628.0,0.001274341814860328,-0.001274341814860328,0.0
2019-03-11 23:00:27,-65.5332,-60.5706,0.001,-8.3,1000.4,1.9,0.0,2.0,60.0,2019P93,4.62331210431327,0.0,4.62331210431327,3573.0,0.0012939580476667423,0.0012939580476667423,0.0
2019-03-12 00:00:26,-65.5332,-60.5706,0.001,-8.2,1001.1,2.0,0.0,2.0,60.0,2019P93,0.0,0.0,0.0,3599.0,0.0,0.0,0.0
2019-03-12 01:00:26,-65.5332,-60.5705,0.001,-8.8,1001.6,2.2,0.0,3.0,60.0,2019P93,4.6233121039847624,0.0,4.6233121039847624,3600.0,0.0012842533622179895,0.0012842533622179895,0.0
2019-03-12 02:00:54,-65.5333,-60.57,0.008,-8.8,1002.1,1.7,0.0,4.0,60.0,2019P93,23.116560520851127,-11.150057429842912,25.6651349305428,3628.0,0.00707418272616946,0.0063717090741045,-0.003073334462470483
2019-03-12 03:00:26,-65.5336,-60.5695,0.01,-9.6,1002.4,1.3,0.0,3.0,60.0,2019P93,23.11647195584572,-33.450173175139014,40.66061191290893,3572.0,0.011383150031609442,0.0064715766953655435,-0.009364550161013162
2019-03-12 04:00:25,-65.5337,-60.5693,0.005,-9.8,1002.4,0.8,0.0,3.0,60.0,2019P93,9.246482504114853,-11.150058020511665,14.485207370268421,3599.0,0.004024786710271859,0.0025691810236495843,-0.003098098922064925
