time,latitude (deg),longitude (deg),drift_speed (m/s),temperature_surface (degC),barometric_pressure (hPa),barometric_pressure_tendency (hPa),submerged_boolean (none),accelometer_variance (),sampling_ratio (s),Unit_ID,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s)
2019-01-17 11:00:26,-65.7741,-60.5498,0.074,2.9,992.1,0.0,0.0,4.0,60.0,2019P93,18.320696754156298,267.6099532801804,268.23634172903957,3571.0,0.0751151895068719,0.005130410740452618,0.07493977969201354
2019-01-17 12:00:26,-65.773,-60.5524,0.049,2.4,992.0,-0.2,0.0,4.0,60.0,2019P93,-119.09560330977109,122.65453361071154,170.9616838445958,3600.0,0.04748935662349883,-0.03308211203049197,0.034070703780753206
2019-01-17 13:00:26,-65.7731,-60.5567,0.055,1.6,992.0,-0.1,0.0,3.0,60.0,2019P93,-196.97419988125247,-11.150411411334499,197.28955140478578,3600.0,0.05480265316799605,-0.05471505552257013,-0.003097336503148472
2019-01-17 14:00:55,-65.7741,-60.5627,0.081,0.0,991.8,-0.3,0.0,3.0,60.0,2019P93,-274.84665588529344,-111.50412219926996,296.60386632469687,3629.0,0.08173156966786907,-0.07573619616569122,-0.030725853458051792
2019-01-17 15:00:26,-65.7754,-60.5702,0.104,-0.3,991.8,-0.2,0.0,5.0,60.0,2019P93,-343.5450093682368,-144.95538084479787,372.8742896710395,3571.0,0.10441733118763358,-0.0962041471207608,-0.04059237772187003
2019-01-17 16:00:26,-65.7766,-60.5781,0.107,-0.3,991.5,-0.5,0.0,3.0,60.0,2019P93,-361.8491832818899,-133.80498899382923,385.79606856655437,3600.0,0.10716557460182066,-0.1005136620227472,-0.0371680524982859
2019-01-17 17:00:55,-65.7777,-60.5857,0.102,-0.7,991.4,-0.4,0.0,5.0,60.0,2019P93,-348.09188929827957,-122.65459184641445,369.0692513556991,3629.0,0.1016999865956735,-0.09591950655780644,-0.03379845462838645
2019-01-17 18:00:26,-65.7779,-60.5937,0.103,-1.4,991.3,-0.5,0.0,5.0,60.0,2019P93,-366.39689702993303,-22.300836794341606,367.0749425865122,3571.0,0.10279331912251811,-0.10260344358161104,-0.006244983700459705
2019-01-17 19:00:26,-65.7773,-60.6029,0.119,-1.6,991.1,-0.4,0.0,3.0,60.0,2019P93,-421.35316589418375,66.9025086150763,426.63149915124865,3600.0,0.11850874976423574,-0.11704254608171771,0.018584030170854526
2019-01-17 20:00:55,-65.7766,-60.612,0.116,-1.7,991.2,-0.2,0.0,3.0,60.0,2019P93,-416.7829304778575,78.05292002549098,424.0286186830039,3629.0,0.11684448021025183,-0.11484787282387918,0.021508106923530168
2019-01-17 21:00:27,-65.7759,-60.6204,0.11,-2.0,991.4,0.1,0.0,4.0,60.0,2019P93,-384.73314075041856,78.05291282061353,392.57081754947563,3572.0,0.10990224455472442,-0.10770804612273756,0.0218513193786712
2019-01-17 22:00:26,-65.7754,-60.6283,0.101,-2.2,991.4,0.3,0.0,3.0,60.0,2019P93,-361.8421730155038,55.75207617312825,366.112075968816,3599.0,0.10172605611803723,-0.10053964240497466,0.015490990878890873
2019-01-17 23:00:27,-65.775,-60.6361,0.1,-3.0,991.8,0.6,0.0,6.0,60.0,2019P93,-357.2688138790133,44.60165829164758,360.0420993340667,3601.0,0.0999839209480885,-0.09921377780589094,0.012385908995181221
2019-01-18 00:00:55,-65.7754,-60.6431,0.09,-3.5,991.8,0.4,0.0,4.0,60.0,2019P93,-320.6308279345482,-44.60165829164758,323.7181424393121,3628.0,0.08922771291050499,-0.08837674419364615,-0.012293731612912783
2019-01-18 01:00:26,-65.7763,-60.6492,0.082,-3.8,991.9,0.5,0.0,3.0,60.0,2019P93,-279.40253400086016,-100.35373976021764,296.87817213456987,3571.0,0.08313586450141973,-0.0782420985720695,-0.02810241942319172
2019-01-18 02:00:26,-65.7776,-60.6543,0.076,-4.0,991.9,0.1,0.0,5.0,60.0,2019P93,-233.59069380931587,-144.955422904801,274.9121439002418,3600.0,0.07636448441673384,-0.06488630383592107,-0.04026539525133361
2019-01-18 03:00:26,-65.7794,-60.6575,0.07,-4.2,992.0,0.2,0.0,4.0,60.0,2019P93,-146.55932682442983,-200.7075496658649,248.52194424659095,3600.0,0.06903387340183081,-0.040710924117897174,-0.055752097129406916
2019-01-18 04:00:55,-65.7815,-60.6591,0.068,-4.4,991.8,-0.1,0.0,5.0,60.0,2019P93,-73.27455201892543,-234.15886815904184,245.3559363681624,3629.0,0.06760979233071435,-0.020191389368676062,-0.06452435055360756
2019-01-18 05:00:26,-65.7835,-60.6598,0.062,-4.4,991.6,-0.3,0.0,3.0,60.0,2019P93,-32.055007524626085,-223.00850615234677,225.3005044905695,3571.0,0.063091712262831,-0.008976479284409433,-0.06244987570774203
2019-01-18 06:00:26,-65.7855,-60.66,0.064,-4.5,991.6,-0.4,0.0,4.0,60.0,2019P93,-9.157863639305065,-223.0085649628222,223.1965199397459,3600.0,0.061999033316596085,-0.0025438510109180735,-0.06194682360078394
2019-01-18 07:00:55,-65.7875,-60.6609,0.061,-4.3,991.9,0.1,0.0,6.0,60.0,2019P93,-41.20719159907961,-223.00862377067705,226.78377127910773,3629.0,0.062492083570985874,-0.011354971507048665,-0.06145181145513283
2019-01-18 08:00:26,-65.7891,-60.6621,0.052,-4.2,992.0,0.4,0.0,4.0,60.0,2019P93,-54.93866236036066,-178.40694135671757,186.6742974975531,3571.0,0.05227507630847189,-0.015384671621495564,-0.04995993877253362
2019-01-18 09:00:26,-65.7905,-60.6637,0.049,-4.2,992.3,0.7,0.0,4.0,60.0,2019P93,-73.24700599099177,-156.10610455603376,172.43619041924964,3600.0,0.0478989417831249,-0.02034639055305327,-0.04336280682112049
2019-01-18 10:00:55,-65.7923,-60.6645,0.057,-4.1,992.6,0.7,0.0,3.0,60.0,2019P93,-36.62151505052499,-200.70789105157627,204.02155007490566,3629.0,0.05621977130749674,-0.010091351625936894,-0.05530666603791024
