time,Unit_ID,latitude (deg),longitude (deg),Altitude,Bearing,Speed,temperature (degC),Battery Level,drift_x (m),drift_y (m),drift (m),delta_t (s),U (m/s),u (m/s),v (m/s)
2017-07-23 20:00:28,Trident_U3,-61.31238,29.62265,7906,160,0.52,-7.0,4.5,354.8752823188551,-2039.2447867329047,2069.8926943728793,14410.0,0.14364279627847878,0.024627014734132903,-0.14151594633816134
2017-07-24 00:00:28,Trident_U3,-61.33142,29.61835,1,193,0.53,-6.0,4.2,-230.37386819728655,-2121.711928597224,2134.182191636865,14400.0,0.14820709664144896,-0.015998185291478232,-0.147341106152585
2017-07-24 04:00:29,Trident_U3,-61.37478,29.5462,9,239,1.54,-4.0,4.2,-3863.114982557791,-4831.820107055634,6186.286682284422,14401.0,0.429573410338478,-0.2682532450911597,-0.3355197630064325
2017-07-24 08:00:28,Trident_U3,-61.44313,29.52582,8162,197,1.92,-2.0,4.5,-1089.6945810842979,-7616.642917728661,7694.198048934707,14399.0,0.5343564170383156,-0.07567849024823237,-0.528970269999907
2017-07-24 12:00:28,Trident_U3,-61.47475,29.62997,8166,107,1.64,-3.0,4.5,5556.620273114906,-3523.6288290840707,6579.664807932389,14400.0,0.456921167217527,0.38587640785520183,-0.24469644646417157
2017-07-24 16:00:28,Trident_U3,-61.49142,29.71812,8166,101,1.26,-4.0,4.5,4698.224632675715,-1857.6566182067374,5052.1483361287155,14400.0,0.350843634453383,0.3262655994913691,-0.12900393181991232
2017-07-24 20:00:19,Trident_U3,-61.50672,29.79248,8171,102,1.07,-5.0,4.5,3961.1259566017197,-1704.991805541874,4312.483727624816,14391.0,0.2996653274702812,0.27525022281993744,-0.11847625637842221
2017-07-24 23:59:55,Trident_U3,-61.52793,29.84092,44,114,0.88,-5.0,4.2,2579.111755708486,-2363.593053128509,3498.3409738376067,14376.0,0.24334592194195928,0.17940398968478616,-0.16441242717922294
2017-07-25 04:00:29,Trident_U3,-61.55442,29.89282,11,117,1.0,-5.0,4.2,2761.4521550318455,-2951.99436397259,4042.2628229069865,14434.0,0.2800514634132594,0.19131579292170192,-0.2045167219047104
2017-07-25 08:00:28,Trident_U3,-61.55558,29.92483,0,92,0.42,-5.0,4.2,1701.7116315340688,-129.26842014000866,1706.6144266775188,14399.0,0.11852312151382172,0.11818262598333695,-0.008977597065074564
2017-07-25 12:00:29,Trident_U3,-61.56602,29.92407,8165,184,0.29,-4.0,4.5,-40.40151803358157,-1163.416776912229,1164.1180693813908,14401.0,0.08083591899044447,-0.0028054661505160453,-0.08078722150630017
2017-07-25 16:00:28,Trident_U3,-61.58085,29.95628,8166,115,0.59,-7.0,4.5,1711.7049975121413,-1652.6343832562143,2379.313851350571,14399.0,0.16524160367737836,0.11887665792847707,-0.11477424704883772
2017-07-25 20:00:28,Trident_U3,-61.58137,29.98943,8171,91,0.44,-6.0,4.5,1760.8176232126696,-57.948135678530306,1761.7708956175125,14400.0,0.12234520108454948,0.12227900161199094,-0.004024176088786827
2017-07-26 00:00:10,Trident_U3,-61.57373,30.0044,8171,63,0.29,-8.0,4.5,795.1432465744416,851.3913925640124,1164.9549716212348,14382.0,0.08100090193444826,0.05528739024992641,0.059198400261716896
2017-07-26 04:00:28,Trident_U3,-61.56993,30.03998,8165,84,0.48,-10.0,4.5,1890.324455662369,423.46656573057226,1937.1759032072634,14418.0,0.13435815669352638,0.13110864583592516,0.02937068703915746
2017-07-26 08:00:11,Trident_U3,-61.5444,30.13998,8165,76,1.5,-11.0,4.5,5313.534432942054,2845.0205346463895,6027.253936298061,14383.0,0.4190540176804603,0.36943158123771497,0.19780438953253074
2017-07-26 12:00:28,Trident_U3,-61.513,30.16533,8168,39,0.94,-9.0,4.5,1348.0879153922704,3499.148822692539,3749.8511318420706,14417.0,0.2600992669655317,0.09350682634336342,0.24270991348356377
2017-07-26 16:00:28,Trident_U3,-61.50575,30.16462,0,354,0.2,-11.0,4.1,-37.795214316704985,807.9221836046952,808.8057449015953,14400.0,0.05616706561816634,-0.0026246676608822905,0.056105707194770496
2017-07-26 20:00:05,Trident_U3,-61.49795,30.2175,5530,82,0.73,-13.0,4.5,2815.6002521771156,869.2118657435561,2946.7158070654236,14377.0,0.20496040947801514,0.1958405962424091,0.060458500782051616
2017-07-27 00:00:29,Trident_U3,-61.46207,30.25612,8165,47,1.12,-11.0,4.5,2056.840222171435,3998.3616771083666,4496.386082234384,14424.0,0.31172948434791903,0.1425984624356236,0.27720200201805095
2017-07-27 04:00:28,Trident_U3,-61.41918,30.30943,8169,51,1.39,-13.0,4.5,2842.4751599173956,4779.50762319355,5560.877462677332,14399.0,0.3861988653849109,0.1974078172037916,0.3319333025344503
2017-07-27 08:00:28,Trident_U3,-61.38418,30.39532,3,68,1.5,-12.0,4.1,4585.924964646243,3900.251866795088,6020.188735065058,14400.0,0.41806866215729566,0.3184670114337669,0.2708508240829922
2017-07-27 12:00:28,Trident_U3,-61.33043,30.4852,8168,59,1.92,-11.0,4.5,4804.334888260675,5989.633131838458,7678.368236323112,14400.0,0.5332200164113272,0.33363436724032464,0.4159467452665596
2017-07-27 16:00:28,Trident_U3,-61.28537,30.53292,3,47,1.41,-11.0,4.1,2555.144405378606,5021.225887821036,5633.957077300264,14400.0,0.3912470192569628,0.17744058370684762,0.34869624220979417
2017-07-27 20:00:28,Trident_U3,-61.24285,30.62515,8170,65,1.71,-12.0,4.5,4945.500897915703,4738.152170257344,6848.946278063466,14400.0,0.4756212693099629,0.34343756235525713,0.32903834515675995
2017-07-28 00:00:28,Trident_U3,-61.19458,30.70398,8163,59,1.71,-10.0,4.5,4232.690465127772,5378.858475801098,6844.544329338577,14400.0,0.4753155784262901,0.29393683785609526,0.3735318385972985
2017-07-28 04:00:28,Trident_U3,-61.17003,30.80297,8170,76,1.49,-10.0,4.5,5323.304420382279,2735.6590114464225,5985.098176218125,14400.0,0.41563181779292535,0.3696739180821027,0.1899763202393349
2017-07-28 08:00:29,Trident_U3,-61.15865,30.90805,0,84,1.44,-10.0,4.1,5655.197148965126,1268.0943509405527,5795.629221797288,14401.0,0.4024463038537107,0.3926947537646779,0.08805599270471166
2017-07-28 12:00:28,Trident_U3,-61.1592,31.0219,8165,90,1.53,-10.0,4.5,6129.388377659387,-61.287463164065734,6129.694775217365,14399.0,0.4257028109741902,0.425681531888283,-0.004256369412047068
2017-07-28 16:00:29,Trident_U3,-61.1461,31.1459,8164,84,1.7,-11.0,4.5,6675.721678810149,1459.7545770026509,6833.457642951771,14401.0,0.4745127173773884,0.46355959161239835,0.10136480640251724
2017-07-28 20:00:11,Trident_U3,-61.13752,31.18282,8168,77,0.55,-11.0,4.5,1988.466470383662,956.0819887988634,2206.3752339857447,14382.0,0.1534122676947396,0.1382607753013254,0.06647767965504543
2017-07-29 00:00:28,Trident_U3,-61.1482,31.21855,8163,107,0.56,-11.0,4.5,1924.8966920784314,-1190.0882560687594,2263.081379978915,14417.0,0.15697311368377018,0.13351575862373805,-0.08254756579515568
2017-07-29 04:00:28,Trident_U3,-61.14645,31.27463,1,88,0.75,-11.0,4.1,3020.2001969834705,195.00522780573544,3026.4890993906724,14400.0,0.21017285412435224,0.20973612479051879,0.013542029708731628
2017-07-29 08:00:28,Trident_U3,-61.12385,31.27765,1,8,0.63,-12.0,4.1,162.6517428323305,2518.348661079538,2523.59576164795,14400.0,0.17524970566999654,0.011295259918911841,0.17488532368607904
2017-07-29 12:00:34,Trident_U3,-61.10322,31.27095,8165,342,0.58,-13.0,4.5,-361.1077942243551,2298.8214853604695,2327.0107564436603,14406.0,0.161530664753829,-0.025066485785391855,0.15957389180622444
2017-07-29 16:00:28,Trident_U3,-61.06828,31.28428,7903,21,0.99,-13.0,4.5,718.9111020261331,3893.382938067428,3959.1999033960115,14394.0,0.2750590456715306,0.049945192582057325,0.27048651785934613
2017-07-29 20:00:28,Trident_U3,-61.01172,31.28937,8166,5,1.57,-14.0,4.5,274.815703706186,6302.468114247266,6308.456863774772,14400.0,0.4380872822065814,0.01908442386848514,0.4376713968227268
2017-07-30 00:00:28,Trident_U3,-60.9644,31.27813,8163,347,1.32,-15.0,4.5,-607.9439684133731,5272.816085503675,5307.7476711196905,14400.0,0.36859358827220073,-0.04221833113981758,0.366167783715533
2017-07-30 04:00:28,Trident_U3,-60.93768,31.2774,0,358,0.74,-15.0,4.1,-39.542656017678546,2977.364034840604,2977.626608157452,14400.0,0.20677962556648974,-0.0027460177790054547,0.20676139130837526
2017-07-30 08:00:28,Trident_U3,-60.91277,31.31602,3,57,0.87,-14.0,4.1,2093.723402552331,2775.668102502933,3476.781716134555,14400.0,0.24144317473156632,0.14539745851057856,0.19275472934048146
2017-07-30 12:00:28,Trident_U3,-60.8845,31.34227,8165,43,0.86,-10.0,4.5,1424.2144703331828,3150.0531898460604,3457.053941778428,14400.0,0.24007319040127972,0.09890378266202658,0.21875369373930975
2017-07-30 16:00:11,Trident_U3,-60.86598,31.34997,7917,23,0.53,-8.0,4.5,418.13947550614347,2063.6286057234756,2105.564922612639,14383.0,0.14639261090263775,0.029071784433438327,0.1434769245444953
2017-07-30 20:00:28,Trident_U3,-60.85225,31.35293,8169,12,0.38,-5.0,4.5,160.8324619380222,1529.8894334073445,1538.320109491029,14417.0,0.10670181795734403,0.011155750984117514,0.10611704469774187
2017-07-31 00:00:10,Trident_U3,-60.83193,31.34702,16,344,0.57,-5.0,4.2,-321.2594030206558,2264.1860133088253,2286.863770951934,14382.0,0.15900874502516577,-0.022337602768784298,0.15743192972526945
2017-07-31 04:00:10,Trident_U3,-60.84657,31.30767,8165,250,0.67,-3.0,4.5,-2140.369354140593,-1631.2829293090263,2691.145660791934,14400.0,0.1868851153327732,-0.14863676070420784,-0.11328353675757127
2017-07-31 08:00:28,Trident_U3,-60.8773,31.37667,2,114,1.27,-2.0,4.2,3751.4097811394913,-3424.145823000146,5079.158391229633,14418.0,0.3522789839942872,0.26018933147034895,-0.23749104057429227
2017-07-31 12:00:10,Trident_U3,-60.85608,31.47163,7902,77,1.41,-3.0,4.5,5157.852664903106,2364.47855956785,5673.993564633655,14382.0,0.39452048147918617,0.3586325034698308,0.1644054067284001
2017-07-31 16:00:29,Trident_U3,-60.83488,31.4665,7904,346,0.59,-5.0,4.5,-278.8263124840318,2362.242513463125,2378.641167756504,14419.0,0.1649657512834804,-0.01933742371066175,0.1638284564437981
2017-07-31 20:00:28,Trident_U3,-60.8429,31.49448,8164,106,0.44,-4.0,4.5,1521.779398332022,-893.6399171627821,1764.7676444037825,14399.0,0.122561819876643,0.10568646422196139,-0.06206263748612974
